"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.511943300E-2,-2.954973653E-2,7.925742865E-2,1.150683537E-1
5.522953800E-2,-4.924955964E-2,1.444653720E-1,8.162446320E-2
7.533959000E-2,-1.275143679E-2,1.084253863E-1,2.451024577E-2
9.544969400E-2,2.954973653E-2,3.298575059E-2,5.879404955E-3
1.155597980E-1,5.230379477E-2,-3.191677108E-2,1.855448633E-2
1.356698500E-1,4.085041210E-2,-4.642439261E-2,3.229855001E-2
1.557799540E-1,-2.053973824E-2,-3.970507160E-2,2.374668792E-2
1.758900580E-1,-8.422056586E-2,1.068982761E-3,-3.894151188E-3
1.960001630E-1,-9.078717232E-2,4.107947648E-2,-4.008685052E-2
2.161102150E-1,-6.039752439E-2,3.481829539E-2,-6.284090877E-2
2.362203190E-1,-3.718532622E-2,-1.084253844E-2,-5.428905040E-2
2.563304230E-1,-4.405735806E-2,-4.947862774E-2,-3.565821052E-2
2.764405270E-1,-6.558972597E-2,-5.314370990E-2,-3.443651274E-2
2.965505790E-1,-6.314633787E-2,2.977880463E-2,-5.810684711E-2
3.166606830E-1,-5.383091420E-2,1.006370857E-1,-8.223531395E-2
3.367707880E-1,-4.940227047E-2,9.804098308E-2,-6.986565888E-2
3.568808920E-1,-5.489989743E-2,5.696150661E-2,-4.161396995E-2
3.769909440E-1,-5.322006717E-2,3.741439432E-2,-2.115058713E-2
3.971010480E-1,-4.604261369E-2,6.398624927E-2,-1.076618303E-2
4.172111520E-1,-5.749600008E-2,9.468132257E-2,-2.328855172E-2
4.373212560E-1,-7.627955079E-2,4.947862774E-2,-3.626905754E-2
4.574313600E-1,-6.161921844E-2,3.268032894E-2,-2.741177008E-2
4.775414130E-1,-3.199312463E-2,7.177455351E-3,-3.779617324E-2
4.976515170E-1,-5.573981442E-3,-8.704573847E-3,-3.779617324E-2
5.177616210E-1,5.421269219E-3,1.023169141E-2,-4.023956135E-2
5.378717250E-1,1.901262067E-2,7.803573459E-2,-4.924955964E-2
5.579817770E-1,3.184041381E-2,1.068982705E-1,-6.055023521E-2
5.780918810E-1,3.489464894E-2,8.964183182E-2,-6.039752439E-2
5.982019850E-1,2.206685767E-2,6.001574174E-2,-5.260922015E-2
6.183120900E-1,1.298050396E-3,4.413371533E-2,-5.169294775E-2
6.384221940E-1,-1.748550311E-2,5.741964281E-2,-5.077667907E-2
6.585322460E-1,-3.077143058E-2,5.512896553E-2,-4.695888236E-2
6.786423500E-1,-2.206685767E-2,4.306473210E-2,-4.039227590E-2
6.987524540E-1,1.718007959E-2,4.566083103E-2,-2.954973653E-2
7.188625580E-1,4.833329096E-2,4.474456236E-2,-3.122956678E-2
7.389726630E-1,2.405211143E-2,2.061609551E-2,-4.344651103E-2
7.590827670E-1,-2.069245093E-2,-9.162708884E-4,-3.932329267E-2
7.791928710E-1,-3.565821052E-2,-5.497625098E-3,-3.443651274E-2
7.993029230E-1,-2.542651631E-2,-3.054236295E-3,-3.642176837E-2
8.194130270E-1,-1.107160654E-2,7.941014133E-3,-3.504735976E-2
8.395231310E-1,-8.170082234E-3,5.803049076E-3,-2.832804248E-2
8.596332350E-1,-6.795675959E-3,2.596100792E-3,-3.031329438E-2
8.797433400E-1,-3.283303929E-3,3.527642787E-2,-5.031854287E-2
8.998534440E-1,-2.145601064E-2,6.474980712E-2,-7.032378763E-2
9.199635480E-1,-6.238277629E-2,5.864133686E-2,-7.612683624E-2
9.400736520E-1,-1.002553031E-1,5.329642445E-2,-7.765395939E-2
9.601837040E-1,-1.155264899E-1,5.238015205E-2,-7.811209559E-2
9.802938080E-1,-1.187334359E-1,4.459185153E-2,-7.032378763E-2
1.000403913E0,-1.114032716E-1,3.527642787E-2,-4.909684882E-2
1.020514017E0,-8.299887180E-2,6.688777357E-2,-2.924431302E-2
1.040624121E0,-5.428905040E-2,8.261708915E-2,-2.099787444E-2
1.060734225E0,-3.978142887E-2,7.299624383E-2,-6.948387716E-3
1.080844329E0,-3.779617324E-2,6.093201414E-2,4.963133950E-3
1.100954433E0,-2.405211143E-2,7.879929990E-2,1.214058883E-2
1.121064485E0,-1.259872504E-2,1.017060652E-1,1.641651988E-2
1.141174590E0,-1.229330152E-2,7.773031294E-2,2.970244735E-2
1.161284694E0,2.519744914E-3,5.329642445E-2,4.130854458E-2
1.181394798E0,3.535278514E-2,5.360184610E-2,3.489464894E-2
1.201504902E0,6.268820167E-2,5.390727147E-2,3.214583546E-2
1.221615006E0,7.124006003E-2,5.436540768E-2,4.069769755E-2
1.241725110E0,6.558972597E-2,6.566607952E-2,4.573718831E-2
1.261835215E0,5.474718660E-2,8.017370105E-2,4.176668078E-2
1.281945319E0,6.161921844E-2,8.857285231E-2,4.421006888E-2
1.302055423E0,7.734853774E-2,5.711421743E-2,4.314108938E-2
1.322165527E0,5.993938819E-2,1.068982761E-3,1.351499557E-2
1.342275631E0,9.391776286E-3,6.413896102E-3,-3.733803704E-2
1.362385683E0,-3.901786730E-2,6.597150117E-2,-6.574243307E-2
1.382495788E0,-6.085565686E-2,1.012479365E-1,-5.505260825E-2
1.402605892E0,-5.688514933E-2,8.979454637E-2,-3.489464894E-2
1.422715996E0,-1.443126611E-2,1.070509851E-1,-1.611109637E-2
1.442826100E0,3.336753324E-2,1.243074164E-1,-1.450762269E-3
1.462936204E0,5.810684711E-2,1.232384369E-1,8.322793990E-3
