"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.402193600E-2,-5.413633958E-2,7.933378965E-2,5.978667364E-2
5.413204000E-2,8.147175610E-2,1.975327283E-1,-2.977880416E-3
7.424214500E-2,1.804290116E-1,1.341573298E-1,9.239064530E-3
9.435224900E-2,-4.359922186E-2,1.483595222E-1,3.978142887E-2
1.144623530E-1,-3.618506491E-1,2.311293334E-1,2.451024577E-2
1.345725090E-1,-6.040515900E-1,3.244362473E-1,-7.566870749E-2
1.546826130E-1,-4.307236671E-1,3.029038906E-1,-6.956022978E-2
1.747927180E-1,-9.796462953E-2,1.017824262E-1,-9.979717433E-2
1.949028220E-1,1.607291847E-1,-4.191939160E-2,-7.353074104E-2
2.150129260E-1,2.390703410E-1,-1.847049445E-1,-4.482091591E-2
2.351230300E-1,2.383067906E-1,-1.427091956E-1,-3.810159862E-2
2.552331340E-1,1.734042615E-1,-5.268557463E-3,-5.199837312E-2
2.753432380E-1,5.978667364E-2,9.674293548E-2,-6.299362332E-2
2.954533430E-1,-2.115058713E-2,1.306449622E-1,-3.901786730E-2
3.155634990E-1,-1.290414855E-2,1.210241169E-1,-2.619007602E-2
3.356736030E-1,3.626905754E-2,1.039203927E-1,-2.542651631E-2
3.557837070E-1,5.551074445E-2,7.383616269E-2,-1.641651988E-2
3.758938110E-1,2.191414498E-2,3.687990457E-2,-1.168245357E-2
3.960039150E-1,-3.825430945E-2,1.595838554E-2,-6.490251981E-3
4.161140200E-1,-6.742226332E-2,-7.253811229E-3,1.382041909E-2
4.362241240E-1,-2.588465251E-2,3.382566571E-2,1.779092662E-2
4.563342280E-1,1.656923257E-2,6.436803192E-2,1.870719716E-2
4.764443840E-1,2.725905925E-2,7.521057129E-2,2.557922900E-2
4.965544880E-1,-5.344913807E-4,6.345175952E-2,1.504211407E-2
5.166645930E-1,-3.520007432E-2,5.734328553E-2,9.697199799E-3
5.367746970E-1,-6.803311408E-2,6.956022978E-2,8.399150101E-4
5.568848010E-1,-9.124530852E-2,9.338327497E-2,-1.275143679E-2
5.769949050E-1,-1.089598835E-1,7.154548168E-2,-2.634278871E-2
5.971050090E-1,-1.121668294E-1,4.650074616E-2,-1.565296017E-2
6.172151130E-1,-9.735377878E-2,6.268820167E-2,1.687465608E-2
6.373252180E-1,-7.826480269E-2,1.216349602E-1,3.855973482E-2
6.574353740E-1,-9.292513877E-2,2.169271260E-1,3.443651274E-2
6.775454780E-1,-1.770693511E-1,3.007659316E-1,1.794363745E-2
6.976555820E-1,-2.803025246E-1,3.169533610E-1,4.963133950E-3
7.177656860E-1,-2.853420377E-1,2.714452446E-1,-3.229855001E-2
7.378757900E-1,-1.633252800E-1,2.112767994E-1,-6.894938648E-2
7.579858950E-1,-1.992889121E-2,1.259108931E-1,-8.666395396E-2
7.780959990E-1,2.481566928E-2,3.061871976E-2,-8.910734206E-2
7.982061030E-1,-4.466820508E-2,-4.039227590E-2,-9.720107168E-2
8.183162070E-1,-1.416402012E-1,-6.390989572E-2,-1.033095419E-1
8.384263630E-1,-2.001288384E-1,-6.940752268E-2,-9.597937763E-2
8.585364680E-1,-1.700446010E-1,-3.122956678E-2,-6.375718117E-2
8.786465720E-1,-6.665870547E-2,-6.490251981E-3,-1.229330152E-2
8.987566760E-1,4.176668078E-2,-1.366770733E-2,3.947600350E-2
9.188667800E-1,6.803311408E-2,-2.863346599E-2,6.742226332E-2
9.389768840E-1,1.061347127E-2,-2.267770469E-2,6.803311408E-2
9.590869880E-1,-5.322006717E-2,3.130592173E-3,5.825955793E-2
9.791970930E-1,-6.971294433E-2,3.581092134E-2,4.955498502E-2
9.993071970E-1,-5.245650932E-2,5.413633958E-2,5.062396824E-2
1.019417301E0,-2.160872146E-2,5.337277800E-2,6.589514762E-2
1.039527457E0,7.559234742E-3,3.382566571E-2,8.559497446E-2
1.059637561E0,1.351499557E-2,2.389939874E-2,1.059056446E-1
1.079747665E0,1.145338640E-3,4.466820508E-2,1.238492802E-1
1.099857770E0,-2.496838197E-2,6.207735091E-2,1.337755471E-1
1.119967874E0,-3.489464894E-2,6.406260282E-2,1.487413049E-1
1.140077978E0,-3.741439432E-3,5.169294775E-2,1.516428292E-1
1.160188082E0,4.543176666E-2,2.939702384E-2,1.459924877E-1
1.180298186E0,6.818582863E-2,2.237228118E-2,1.481304616E-1
1.200408290E0,6.925480813E-2,2.130329795E-2,1.501157135E-1
1.220518395E0,3.184041381E-2,6.032116711E-3,1.159082651E-1
1.240628551E0,-1.320957206E-2,3.626905754E-2,7.459972054E-2
