"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.426166706E-3,-2.127974854E0,4.843178558E0,8.817264404E0
2.431816672E-2,-1.551822968E0,4.561614075E0,8.265811157E0
4.421016667E-2,-1.373094635E0,4.434827728E0,8.590935059E0
6.410216668E-2,-1.344504089E0,4.270170135E0,8.627608795E0
8.399416669E-2,-1.357077942E0,4.472848663E0,8.670419769E0
1.038871667E-1,-9.991722107E-1,4.739144897E0,8.520132294E0
1.237791667E-1,-7.851173401E-1,4.735851746E0,8.806935883E0
1.436711667E-1,-9.325607300E-1,4.619842987E0,9.101373596E0
1.635631667E-1,-1.044228516E0,4.525239716E0,8.658744049E0
1.834551667E-1,-9.669891357E-1,4.300407257E0,8.618178406E0
2.033471667E-1,-6.532415771E-1,4.406985626E0,8.103847961E0
2.232391667E-1,-1.633103943E-1,4.593198395E0,7.843389587E0
2.431311667E-1,-9.520202637E-2,4.668042755E0,7.768994293E0
2.630231667E-1,-3.031196594E-1,4.759801941E0,7.879464569E0
2.829161667E-1,-3.721261597E-1,4.662504272E0,7.758665771E0
3.028081667E-1,-3.733236694E-1,4.657414856E0,8.241262207E0
3.227001667E-1,-7.027885437E-1,4.863685913E0,8.915310516E0
3.425921667E-1,1.079255676E-1,3.899391174E0,8.306376801E0
3.624841667E-1,2.580633545E-1,4.021686859E0,8.244255981E0
3.823761667E-1,-6.990463257E-2,4.921914825E0,8.262817383E0
4.022681667E-1,-2.836601257E-1,4.709207153E0,7.726782074E0
4.221601667E-1,-2.721340942E-1,4.587061157E0,7.983797607E0
4.420531667E-1,-8.976832581E-1,4.977898407E0,8.527017975E0
4.619451667E-1,-1.210083618E0,5.503455505E0,9.217532043E0
4.818371667E-1,-6.807843018E-1,5.057083740E0,9.713899841E0
5.017291667E-1,-2.342628479E-1,4.371509399E0,9.161698151E0
5.216211667E-1,-4.900808716E-1,4.505929871E0,8.044720917E0
5.415131667E-1,-1.021176453E0,4.877307587E0,7.635621643E0
5.614051667E-1,-1.087787933E0,5.213807831E0,7.551945648E0
