"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.715959200E-2,7.076773047E-1,3.900300980E0,8.831310272E0
3.726912300E-2,7.525427341E-1,4.120440483E0,8.904291153E0
5.737865400E-2,7.405785918E-1,4.086342812E0,9.139386177E0
7.748823800E-2,6.041877270E-1,4.049852371E0,9.080163956E0
9.759776900E-2,5.964110494E-1,4.119842529E0,9.106484413E0
1.177073000E-1,6.329016089E-1,4.118646145E0,9.248259544E0
1.378168310E-1,6.789634228E-1,4.008575916E0,9.256634712E0
1.579264150E-1,6.101697683E-1,3.999004841E0,9.072386742E0
1.780359460E-1,4.325026870E-1,4.043870449E0,8.885149002E0
1.981454770E-1,3.457628787E-1,4.031906128E0,8.859425545E0
2.182550080E-1,2.386840582E-1,4.037290096E0,9.061619759E0
2.383645920E-1,2.614158690E-1,4.035495281E0,9.279366493E0
2.584741230E-1,3.403790295E-1,3.955934048E0,9.256634712E0
2.785836540E-1,2.889333367E-1,3.958326817E0,9.120243073E0
2.986931850E-1,2.303091735E-1,3.975674868E0,8.966505051E0
3.188027170E-1,2.327020019E-1,4.019941807E0,8.940781593E0
3.389123000E-1,1.088734269E-1,3.972683907E0,8.868398666E0
3.590218310E-1,1.399801224E-1,3.945764542E0,9.008976936E0
3.791313630E-1,4.881358147E-1,3.972683907E0,9.258428574E0
3.992408940E-1,8.279166222E-1,3.912265062E0,9.522835732E0
4.193504770E-1,8.344969153E-1,3.894917011E0,9.415757179E0
4.394600080E-1,5.952146053E-1,3.990031719E0,9.132207870E0
4.595695400E-1,3.499503136E-1,4.039682865E0,8.828917503E0
4.796790710E-1,1.573280841E-1,3.970889091E0,8.696713448E0
4.997886540E-1,6.520441920E-2,3.903890133E0,8.691329956E0
5.198981850E-1,1.417747438E-1,3.908077478E0,8.820542336E0
5.400077170E-1,3.661018610E-1,3.994817495E0,9.068199158E0
5.601172480E-1,4.695914388E-1,3.987040758E0,9.211171150E0
5.802268310E-1,3.302095234E-1,3.951148272E0,9.166903496E0
6.003363630E-1,2.985046208E-1,3.909274101E0,8.943174362E0
6.204458940E-1,3.302095234E-1,3.912863255E0,8.844470978E0
6.405554250E-1,2.087737769E-1,3.903291941E0,9.008976936E0
6.606649560E-1,4.486542568E-2,3.821935892E0,9.226125717E0
6.807745400E-1,-6.041877344E-2,3.843471289E0,9.301499367E0
7.008840710E-1,5.264209956E-2,3.876971006E0,9.199805260E0
7.209936020E-1,1.519442350E-1,3.930809498E0,9.011369705E0
7.411031850E-1,1.998006850E-1,4.034298897E0,8.934201241E0
7.612127170E-1,2.979064286E-1,4.042674065E0,8.950951576E0
7.813222480E-1,3.667000830E-1,3.980460405E0,8.926424980E0
8.014317790E-1,3.589234054E-1,3.949951887E0,9.061619759E0
8.215413630E-1,3.888336718E-1,3.896113396E0,9.375677109E0
8.416508940E-1,3.403790295E-1,3.834498405E0,9.536594391E0
8.617604250E-1,1.752742529E-1,3.796811342E0,9.242876053E0
8.818699560E-1,9.511470050E-2,3.886542082E0,8.718249321E0
9.019795400E-1,1.561316848E-1,4.035495281E0,8.450851440E0
9.220890710E-1,2.554338276E-1,4.062414646E0,8.563314438E0
9.421986020E-1,2.285145670E-1,4.001996040E0,8.844470978E0
9.623081330E-1,2.009970993E-1,3.949353695E0,9.144171715E0
9.824177170E-1,2.291127741E-1,3.906881094E0,9.291928291E0
1.002527248E0,1.776670814E-1,3.878167391E0,9.336793900E0
1.022636779E0,7.597211748E-2,3.843471289E0,9.235696793E0
1.042746363E0,5.324030295E-2,3.839283943E0,9.245866776E0
1.062855894E0,1.172483116E-1,3.832105398E0,9.469595909E0
1.082965425E0,2.614158690E-1,3.781257868E0,9.580862045E0
1.103075008E0,2.494517565E-1,3.780659676E0,9.458827972E0
1.123184540E0,1.399801224E-1,3.866801500E0,9.215956688E0
1.143294071E0,1.148554832E-1,3.906282902E0,9.032307625E0
1.163403602E0,1.848455518E-1,3.908077478E0,9.023932457E0
1.183513185E0,2.494517565E-1,3.899104595E0,9.110671997E0
1.203622717E0,2.889333367E-1,3.895515203E0,9.129815102E0
1.223732248E0,2.536391914E-1,3.902693748E0,9.203991890E0
1.243841779E0,1.627119333E-1,3.854837179E0,9.151350021E0
1.263951363E0,1.160518974E-1,3.857828379E0,9.096913338E0
1.284060894E0,1.657029688E-1,3.855435371E0,9.090931892E0
1.304170425E0,2.093719840E-1,3.857828379E0,9.114261627E0
1.324280008E0,2.494517565E-1,3.892524242E0,9.246464729E0
1.344389540E0,3.098705411E-1,3.866801500E0,9.233902931E0
1.364499071E0,2.033899277E-1,3.833899975E0,9.115457535E0
1.384608654E0,2.333002165E-2,3.889533281E0,8.968897820E0
1.404718185E0,8.733802289E-2,3.947559118E0,8.989236832E0
1.424827717E0,1.818545163E-1,3.955335855E0,9.186644554E0
1.444937300E0,1.471585929E-1,3.905086517E0,9.382855415E0
1.465046831E0,2.273181453E-2,3.895515203E0,9.442676544E0
1.485156363E0,-2.075773627E-1,3.903291941E0,9.440881729E0
1.505265894E0,-1.872383654E-1,3.844667673E0,9.372088432E0
1.525375477E0,1.100698411E-1,3.817150354E0,9.266803741E0
