"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.475542500E-2,-2.611372061E-2,2.634278871E-2,5.283828825E-2
5.486495600E-2,-4.260659590E-2,1.223985180E-1,3.756710514E-2
7.497448800E-2,-1.496575773E-2,1.642415524E-1,2.825168520E-2
9.508401900E-2,-6.261184346E-3,1.123195365E-1,1.481304597E-2
1.151935500E-1,-1.343864016E-2,1.947075687E-2,5.039489828E-3
1.353031330E-1,9.620844387E-3,3.840702027E-2,-7.024743594E-3
1.554126650E-1,3.436015919E-2,1.324774921E-1,-2.916795574E-2
1.755221960E-1,1.313321572E-2,1.770693511E-1,-3.420744836E-2
1.956317270E-1,-3.420744836E-2,1.683647782E-1,-1.969982497E-2
2.157413100E-1,-6.276455522E-2,1.422510594E-1,-7.788302377E-3
2.358508420E-1,-4.260659590E-2,1.115559787E-1,7.177455351E-3
2.559603730E-1,1.114796288E-2,9.307785332E-2,1.679830020E-3
2.760699040E-1,4.398100078E-2,9.521581978E-2,-9.162709117E-3
2.961794350E-1,3.206948191E-2,1.107924208E-1,-2.748812549E-3
3.162890190E-1,7.635590737E-4,9.399411827E-2,6.566607859E-3
3.363985500E-1,-4.672981426E-2,6.039752439E-2,2.825168520E-2
3.565080810E-1,-1.156028435E-1,-8.933641016E-3,7.589777559E-2
3.766176130E-1,-1.293469071E-1,-1.901262067E-2,9.926267713E-2
3.967271960E-1,-5.848862603E-2,-5.627430230E-2,5.558710173E-2
4.168367270E-1,4.566083103E-2,-6.024480984E-2,-1.175880991E-2
4.369462580E-1,1.096470803E-1,-1.809635013E-2,-6.200099736E-2
4.570557900E-1,1.233911440E-1,2.160872146E-2,-8.536590636E-2
4.771653730E-1,8.750387281E-2,3.894151188E-3,-8.597674966E-2
4.972749040E-1,3.558185324E-2,-6.337540224E-3,-5.467082933E-2
5.173844350E-1,-1.756185852E-2,1.244601328E-2,-1.374406368E-2
5.374939670E-1,-3.481829539E-2,1.519482583E-2,-2.596100792E-3
5.576035500E-1,-1.527118147E-3,9.391776286E-3,-3.710897267E-2
5.777130810E-1,3.817795217E-2,-6.795675959E-3,-6.872031838E-2
5.978226130E-1,4.031591862E-2,-8.170082234E-3,-7.406523079E-2
6.179321440E-1,-2.321219631E-2,1.320957206E-2,-8.811471611E-2
6.380417270E-1,-9.300149232E-2,5.474718660E-2,-8.185353130E-2
6.581512580E-1,-9.407047927E-2,8.131904155E-2,-5.955760926E-2
6.782607900E-1,-3.191677108E-2,8.284615725E-2,-2.519745007E-2
6.983703210E-1,3.405473381E-2,2.893888950E-2,2.748812549E-3
7.184799040E-1,6.291726977E-2,-3.611634299E-2,9.620844387E-3
7.385894350E-1,5.115845799E-2,-5.322006717E-2,1.404948719E-2
7.586989670E-1,1.679829881E-2,-4.039227590E-2,1.053711493E-2
7.788084980E-1,-2.107422985E-2,-3.000787087E-2,-8.093725890E-3
7.989180810E-1,-6.139015034E-2,-5.001311749E-2,-2.000524849E-2
8.190276130E-1,-7.528692484E-2,-7.032378763E-2,-2.351761982E-2
8.391371440E-1,-1.939439960E-2,-1.641651988E-2,-2.580829710E-2
8.592466750E-1,7.742489129E-2,5.841226876E-2,-1.343864016E-2
8.793562580E-1,1.191152185E-1,2.435753495E-2,2.901524538E-3
8.994657900E-1,6.536065787E-2,-2.848075330E-2,-1.679830020E-3
9.195753210E-1,-3.527642787E-2,-1.824906096E-2,-2.046338283E-2
9.396848520E-1,-1.076618284E-1,2.573194169E-2,-3.298575059E-2
9.597944350E-1,-1.246128380E-1,3.962871432E-2,-4.077405483E-2
9.799039670E-1,-1.091889441E-1,4.619532451E-2,-4.917320609E-2
1.000013498E0,-8.872556686E-2,6.207735091E-2,-5.176930502E-2
1.020123081E0,-8.368607610E-2,7.368344814E-2,-3.924693540E-2
1.040232613E0,-1.067455560E-1,6.070294604E-2,-1.389677543E-2
1.060342144E0,-1.181989461E-1,4.665346071E-2,1.618745178E-2
1.080451675E0,-6.184828654E-2,6.146650389E-2,3.069507517E-2
1.100561258E0,1.511846948E-2,6.818582863E-2,2.535016090E-2
1.120670790E0,5.146388337E-2,5.123481527E-2,3.298575059E-2
1.140780321E0,4.123219103E-2,3.993413970E-2,4.474456236E-2
1.160889904E0,1.664558798E-2,5.047125369E-2,5.161659420E-2
1.180999435E0,7.788302377E-3,3.367295489E-2,4.672981426E-2
1.201108967E0,7.635590620E-3,1.382041909E-2,3.145863488E-2
1.221218498E0,9.162708884E-4,1.687465608E-2,2.031067200E-2
1.241328081E0,-1.664558798E-2,3.550549597E-2,2.183778957E-2
1.261437613E0,-3.955236077E-2,4.100312293E-2,3.344388679E-2
1.281547144E0,-5.131116882E-2,3.077143058E-2,4.337015375E-2
1.301656727E0,-4.642439261E-2,1.840177365E-2,3.680354729E-2
1.321766258E0,-2.580829710E-2,1.702736691E-2,2.367033064E-2
1.341875790E0,1.343864016E-2,1.626380906E-2,-6.108472589E-4
1.361985321E0,3.405473381E-2,1.198787708E-2,-2.809897438E-2
