"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.187875020E-3,-6.821315002E-1,3.155138855E0,7.886949005E0
2.408287500E-2,-9.491761780E-1,3.429218903E0,8.358767853E0
4.397787503E-2,-6.075865173E-1,3.370391235E0,8.035739594E0
6.387287501E-2,-3.888912964E-1,2.463277588E0,8.428822174E0
8.376787498E-2,-2.140548706E-1,3.030448151E0,9.605076141E0
1.036628750E-1,9.714797974E-2,4.318669281E0,1.053090088E1
1.235578750E-1,2.993774414E-3,4.387825470E0,1.166733765E1
1.434528750E-1,3.667373657E-1,4.969665527E0,1.223540634E1
1.633478750E-1,5.763015747E-1,6.002966766E0,1.171284302E1
1.832428750E-1,-7.334747314E-3,5.761818237E0,1.140134079E1
2.031368750E-1,-7.209008789E-1,4.637057190E0,1.274898834E1
2.230318750E-1,-1.229992218E0,4.203708344E0,1.443822556E1
2.429268750E-1,-7.231462097E-1,3.920646973E0,1.279449371E1
2.628218750E-1,2.612068176E-1,3.436104584E0,1.045111679E1
2.827168750E-1,7.397616577E-1,3.353476410E0,9.205706635E0
3.026118750E-1,5.539979553E-1,3.771557007E0,8.427774353E0
3.225068750E-1,-3.239263916E-1,4.162543945E0,7.385940857E0
3.424018750E-1,-1.188079376E0,4.722828827E0,7.131470032E0
3.622968750E-1,-9.108558655E-1,4.704866180E0,7.199129333E0
3.821918750E-1,-8.961863708E-1,4.227658539E0,7.705675964E0
4.020868750E-1,-9.783654785E-1,4.091890869E0,7.879015503E0
4.219818750E-1,-1.268911285E0,3.752845917E0,7.387288055E0
4.418763750E-1,-1.122815094E0,3.993695068E0,7.798333282E0
4.617713750E-1,-5.189707947E-1,5.021457825E0,8.488547974E0
4.816663750E-1,-5.538482666E-2,5.101990356E0,8.902886353E0
5.015613750E-1,-5.763015747E-2,4.347559204E0,9.270521851E0
5.214563750E-1,-5.423222351E-1,3.233126678E0,1.002136047E1
5.413513750E-1,-9.855505371E-1,2.787054291E0,1.119536911E1
5.612463750E-1,-1.027014313E0,3.705693970E0,1.160686340E1
5.811413750E-1,-9.162446594E-1,4.409380646E0,8.764723663E0
6.010363750E-1,-3.010240173E-1,5.525310059E0,6.450236664E0
6.209313750E-1,-1.461111603E0,3.920646973E0,1.369442230E1
6.408263750E-1,2.448907471E-1,2.804418182E0,1.351988525E1
6.607213750E-1,-1.342707825E-1,2.098785553E0,1.332424210E1
6.806163750E-1,-2.512674866E0,3.919299774E0,9.400451660E0
7.005113750E-1,-2.583028564E0,4.588558044E0,8.937763824E0
7.204053750E-1,-3.007396088E0,4.002676392E0,1.061801971E1
7.403003750E-1,-2.325114899E0,3.981420593E0,1.069780380E1
7.601953750E-1,-1.686243439E0,5.184468842E0,1.149010620E1
7.800903750E-1,-1.782343597E0,4.809797974E0,6.569089508E0
7.999853750E-1,-7.090754700E-1,4.404291229E0,5.114115143E0
8.198803750E-1,-7.397616577E-1,3.764671326E0,4.986131287E0
8.397753750E-1,-1.974693604E0,3.729793854E0,6.458469543E0
8.596703750E-1,-8.178991699E-1,3.587290192E0,5.408103790E0
8.795653750E-1,4.700225830E-2,4.350552979E0,4.405638428E0
8.994603750E-1,-3.362008667E-1,4.724176025E0,5.763464813E0
9.193553750E-1,-9.210346985E-1,5.130580902E0,6.488856354E0
9.392503750E-1,-1.001417542E0,5.596412201E0,6.708449707E0
9.591453750E-1,-9.071136475E-1,5.627248077E0,7.360493774E0
9.790393750E-1,-9.363029480E-1,5.506898346E0,7.911497955E0
9.989343750E-1,-1.003662872E0,5.719007263E0,8.171656952E0
1.018829375E0,-9.075627136E-1,5.720204773E0,8.410560150E0
1.038724375E0,-7.674540710E-1,5.523663483E0,8.560997314E0
1.058619375E0,-3.234773254E-1,5.342540131E0,8.886121216E0
1.078514375E0,2.694396973E-3,5.102589111E0,9.060957642E0
1.098409375E0,-1.127156067E-1,4.867577820E0,9.234147491E0
1.118304375E0,-3.974235535E-1,4.972509613E0,8.509953461E0
1.138199375E0,-2.974314880E-1,4.761598206E0,8.246800690E0
1.158094375E0,-3.938310242E-1,4.513563995E0,8.307274933E0
1.177989375E0,-1.709445190E-1,4.258494415E0,8.644373932E0
1.197884375E0,4.095483398E-1,3.630101166E0,9.689350891E0
1.217778375E0,5.063969421E-1,3.240760803E0,9.920320587E0
1.237673375E0,3.206332397E-1,3.005001068E0,9.624984741E0
1.257568375E0,4.019142151E-1,2.772235107E0,9.063352661E0
1.277463375E0,3.661386108E-1,2.735561371E0,8.668174438E0
1.297358375E0,7.125183105E-2,2.839445343E0,8.937464447E0
1.317253375E0,-1.423539734E-1,3.092269592E0,9.339977417E0
1.337148375E0,-1.071771240E-1,3.356470184E0,9.257947998E0
1.357043375E0,2.062710571E-1,3.304378510E0,9.063502350E0
1.376938375E0,5.123844910E-1,3.434757385E0,8.781788177E0
1.396833375E0,7.331753540E-1,3.597918091E0,8.571924591E0
1.416727375E0,8.128097534E-1,3.672014008E0,8.512198792E0
1.436622042E0,7.858657837E-1,3.869154053E0,8.279283142E0
1.456517042E0,6.499484253E-1,3.927083588E0,8.071964264E0
1.476412042E0,3.388952637E-1,3.895798645E0,7.917485504E0
