"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.620299100E-2,-4.534398913E-1,6.086144447E0,7.091129780E0
3.575372100E-2,2.871387079E-2,5.745167255E0,7.067201614E0
5.530439800E-2,-1.634297848E0,5.516652584E0,7.086344242E0
7.485512700E-2,-2.955136061E0,5.158925533E0,7.220342159E0
9.440580400E-2,-3.448057413E0,5.023731232E0,7.093522549E0
1.139565330E-1,-3.655036688E0,5.204389095E0,7.003791809E0
1.335072100E-1,-2.827120066E0,5.114658356E0,7.920242786E0
1.530579390E-1,-2.383251429E0,4.663611412E0,9.528220177E0
1.726086160E-1,-3.823730469E0,4.551148891E0,1.069711399E1
1.921592940E-1,-4.886143684E0,4.823930264E0,1.004387283E1
2.117100230E-1,-4.542773724E0,5.060820103E0,8.886942863E0
2.312607000E-1,-4.049852371E0,5.295316696E0,7.405786037E0
2.508114290E-1,-2.916850805E0,5.710471153E0,6.379265308E0
2.703621060E-1,-9.367900491E-1,5.094319344E0,7.799405575E0
2.899127830E-1,-2.333002090E0,4.722235680E0,1.058584690E1
3.094635120E-1,-4.432703972E0,4.417150497E0,1.323709488E1
3.290141890E-1,-3.509074450E0,3.166900873E0,1.257188988E1
3.485648660E-1,-2.956332445E0,2.713460922E0,9.918250084E0
3.681155960E-1,-3.546163082E0,3.223132133E0,7.667799950E0
3.876662730E-1,-1.372283816E0,3.410968781E0,7.428517818E0
4.072170020E-1,6.352944374E-1,3.592823267E0,8.593822479E0
4.267676790E-1,8.614161611E-2,3.543770313E0,9.181260109E0
4.463183560E-1,-1.080359459E0,2.723032236E0,1.002114105E1
4.658690850E-1,-1.231107235E0,1.545763373E0,9.244669914E0
4.854197620E-1,-1.631905079E0,1.391426325E0,9.714859962E0
5.049704390E-1,-2.656033039E0,1.848455548E0,1.107757282E1
5.245211690E-1,-2.036292076E0,2.194218397E0,1.221655560E1
5.440718460E-1,2.560320199E-1,1.651047587E0,1.050688457E1
5.636225230E-1,1.359123230E0,1.458425403E0,9.004191399E0
5.831732000E-1,5.204389095E-1,1.934597135E0,8.471788406E0
6.027239290E-1,-1.082752228E0,2.796013355E0,1.050090218E1
6.222746060E-1,-7.286145091E-1,3.416950703E0,1.259342575E1
6.418252830E-1,1.117448211E0,2.542374134E0,1.142094231E1
6.613760120E-1,1.301695466E0,1.281356573E0,1.168056393E1
6.809266890E-1,-3.625126183E-1,2.282752752E0,1.213520050E1
7.004773660E-1,-7.453642488E-1,2.543570518E0,1.069591713E1
7.200280440E-1,6.580262184E-1,8.841479421E-1,1.253480148E1
7.395787210E-1,2.763710260E0,6.329016089E-1,1.547916985E1
