"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.996646200E-2,-3.329117596E-1,1.056765765E-1,1.613400280E-1
5.007599400E-2,-2.673983872E-1,1.203369126E-1,1.068219170E-1
7.018552500E-2,-2.504473738E-2,5.238015205E-2,-1.152974181E-2
9.029505600E-2,1.036913246E-1,9.605573118E-2,-1.098761484E-1
1.104046400E-1,1.288887709E-1,1.151447073E-1,-2.102078199E-1
1.305141710E-1,7.253811508E-2,1.139230132E-1,-1.715717167E-1
1.506237020E-1,-1.496575773E-2,1.846285909E-1,-1.091125906E-1
1.707332850E-1,-8.338065445E-2,1.771457046E-1,-4.298837483E-2
1.908428170E-1,-8.796200156E-2,1.230857223E-1,9.849912487E-3
2.109523480E-1,-3.878879920E-2,7.452336699E-2,2.672456671E-3
2.310618790E-1,6.719320081E-3,7.788302377E-3,-3.153498843E-2
2.511714100E-1,3.252761811E-2,2.901524538E-3,-3.077143058E-2
2.712809940E-1,4.138490185E-2,6.536065787E-2,-1.473669056E-2
2.913905250E-1,2.153236605E-2,7.070557028E-2,1.046075951E-2
3.115000560E-1,-3.206948051E-3,2.458660305E-2,5.444176123E-2
3.316095870E-1,1.068982668E-2,-6.413896102E-3,7.597412914E-2
3.517191710E-1,4.535540938E-2,-2.733541466E-2,6.055023521E-2
3.718287020E-1,6.337540597E-2,-2.229592577E-2,5.092938989E-2
3.919382330E-1,4.764608666E-2,3.512371797E-3,4.451549426E-2
4.120477650E-1,6.413896102E-3,1.267508045E-2,3.138227761E-2
4.321573480E-1,-3.787253052E-2,2.611372061E-2,2.466295846E-2
4.522668790E-1,-5.757235363E-2,6.872031838E-3,2.359397523E-2
4.723764100E-1,-4.840964451E-2,-3.237490356E-2,2.557922900E-2
4.924859420E-1,-1.084253844E-2,-6.093201414E-2,4.543176666E-2
5.125954730E-1,3.924693540E-2,-6.612421572E-2,6.696412712E-2
5.327050560E-1,7.971556485E-2,-4.031591862E-2,6.742226332E-2
5.528145870E-1,8.307522535E-2,-6.413896102E-3,4.543176666E-2
5.729241190E-1,3.649812192E-2,-1.466033421E-2,1.000262424E-2
5.930336500E-1,-3.833066672E-2,-5.100574717E-2,-4.756972939E-2
6.131431810E-1,-7.711946964E-2,-3.344388679E-2,-1.072800532E-1
6.332527650E-1,-5.482354015E-2,1.863084175E-2,-1.475959718E-1
6.533622960E-1,-2.046338283E-2,2.351761982E-2,-1.460688561E-1
6.734718270E-1,-8.551862091E-3,-5.039489828E-3,-1.169008911E-1
6.935813580E-1,-6.108472589E-3,-1.710372418E-2,-9.109259397E-2
7.136908900E-1,2.076880634E-2,1.634016447E-2,-8.941277117E-2
7.338004730E-1,5.360184610E-2,4.459185153E-2,-8.895463496E-2
7.539100040E-1,5.573981255E-2,1.985253580E-2,-8.025006205E-2
7.740195350E-1,4.871506989E-2,6.566607859E-3,-7.261446863E-2
7.941290670E-1,3.420744836E-2,-1.908897609E-2,-6.543701142E-2
8.142385980E-1,1.572931744E-2,-3.222219273E-2,-5.383091420E-2
8.343481810E-1,1.068982761E-3,-2.046338283E-2,-3.749075159E-2
8.544577120E-1,2.901524538E-3,-3.023693897E-2,-3.000787087E-2
8.745672440E-1,3.023693897E-2,-2.428117767E-2,-1.473669056E-2
8.946767750E-1,6.215370819E-2,-1.236965694E-2,5.115845706E-3
9.147863060E-1,5.299099907E-2,-6.108472589E-4,4.352286924E-3
9.348958370E-1,1.985253580E-2,8.704573847E-3,2.367033157E-3
9.550053690E-1,4.581354558E-3,2.458660305E-2,-1.145338640E-3
9.751149520E-1,7.482878864E-3,3.909422457E-2,-6.795675959E-3
9.952244830E-1,-4.123218823E-3,2.672456764E-2,-7.406522986E-3
1.015334015E0,-3.298575059E-2,2.168507688E-2,-9.926267667E-4
1.035443546E0,-5.299099907E-2,4.260659590E-2,2.061609412E-3
1.055553077E0,-6.352811307E-2,4.062134400E-2,-6.032116711E-3
1.075662608E0,-5.161659420E-2,3.100049868E-2,-5.115845706E-3
1.095772192E0,-2.825168520E-2,3.863608837E-2,-3.283303929E-3
1.115881723E0,-1.542389300E-2,5.283828825E-2,5.115845706E-3
1.135991254E0,-1.466033421E-2,6.261184067E-2,2.435753495E-2
1.156100785E0,-6.872031838E-3,6.322269142E-2,4.344651103E-2
1.176210317E0,1.023169141E-2,6.093201414E-2,4.512634128E-2
1.196319848E0,3.680354729E-2,6.139015034E-2,3.840702027E-2
1.216429431E0,6.749862432E-2,5.741964281E-2,3.764346242E-2
1.236538962E0,7.543963939E-2,4.230117425E-2,4.924955964E-2
1.256648494E0,2.855710872E-2,-3.970507067E-3,5.688514933E-2
1.276758025E0,-3.069507517E-2,-4.169032723E-2,5.047125369E-2
1.296867556E0,-4.749337584E-2,-4.459185153E-2,2.252499200E-2
1.316977087E0,-2.672456764E-2,-3.390202299E-2,-1.076618303E-2
1.337086619E0,9.162709117E-3,-5.192201585E-3,-1.656923257E-2
1.357196150E0,2.764083818E-2,-5.803049076E-3,2.519744914E-3
1.377305681E0,2.565558441E-2,-8.399149403E-3,1.336228382E-2
1.397415265E0,9.773556143E-3,-1.985253533E-3,-2.977880416E-3
1.417524796E0,-7.941014133E-3,1.588202827E-2,-1.702736691E-2
1.437634327E0,-1.847812906E-2,4.016320780E-2,-2.023431472E-2
1.457743858E0,-1.832541777E-3,3.787253052E-2,-2.267770469E-2
1.477853390E0,2.137965523E-3,-0.000000000E0,-3.825430945E-2
1.497962921E0,-1.496575773E-2,-1.252236869E-2,-3.611634299E-2
1.518072452E0,-3.344388679E-2,2.901524538E-3,-3.046600707E-2
1.538181983E0,-2.977880463E-2,1.450762246E-2,-1.122431830E-2
1.558291567E0,7.941014133E-3,1.801999472E-2,5.421269219E-3
1.578401098E0,4.260659590E-2,1.527118147E-4,-2.214321401E-3
1.598510629E0,2.260134928E-2,-4.046862945E-2,-9.849912487E-3
1.618620160E0,-2.000524849E-2,-4.138490185E-2,-2.405211143E-2
1.638729692E0,-3.466558084E-2,-1.007897966E-2,-4.665346071E-2
1.658839223E0,-1.389677543E-2,1.313321572E-2,-4.527905211E-2
1.678948754E0,1.954711229E-2,-5.803049076E-3,-3.336753324E-2
1.699058285E0,4.123219103E-2,-3.115320951E-2,-3.122956678E-2
1.719167817E0,4.169032723E-2,-2.351761982E-2,-2.741177008E-2
1.739277348E0,2.305948362E-2,-7.941014133E-3,-3.077143058E-2
1.759386879E0,6.261184346E-3,7.788302377E-3,-3.367295489E-2
1.779496410E0,2.901524538E-3,6.108472589E-3,-3.520007432E-2
1.799605942E0,7.941014133E-3,-1.023169141E-2,-2.848075330E-2
1.819715525E0,1.404948719E-2,-1.634016447E-2,-2.344126441E-2
1.839825056E0,2.137965336E-2,-1.175880991E-2,-2.145601064E-2
1.859934587E0,2.489202656E-2,1.343864016E-2,-1.748550311E-2
1.880044119E0,9.620844387E-3,2.031067200E-2,-1.061347127E-2
1.900153650E0,-3.512371797E-3,-1.832541777E-3,-7.711946499E-3
1.920263181E0,-1.221694518E-3,-3.054236295E-4,-8.933641016E-3
1.940372712E0,-1.481304597E-2,-1.038440317E-2,-1.244601328E-2
1.960482244E0,-4.871506989E-2,-1.893626526E-2,-1.443126611E-2
1.980591775E0,-7.040014863E-2,-2.672456764E-2,-1.519482583E-2
2.000701306E0,-5.528167635E-2,-2.641914412E-2,-6.642963737E-3
2.020810837E0,-2.489202656E-2,-1.954711229E-2,9.544488043E-3
2.040920369E0,-5.497625098E-3,-7.330167107E-3,2.970244735E-2
2.061029900E0,5.039489828E-3,-2.596100792E-3,4.955498502E-2
2.081139431E0,4.734066315E-3,5.039489828E-3,5.596888065E-2
2.101248962E0,-4.275931045E-3,-6.261184346E-3,6.039752439E-2
2.121358546E0,-1.801999472E-2,-1.572931744E-2,5.047125369E-2
2.141468077E0,-2.779355086E-2,-1.801999472E-2,4.772244394E-2
2.161577608E0,-2.947338112E-2,-2.107422985E-2,5.978667364E-2
2.181687140E0,-3.038965166E-2,-2.611372061E-2,6.849125028E-2
2.201796671E0,-1.954711229E-2,-4.566083103E-2,6.650599837E-2
2.221906202E0,-6.413896102E-3,-6.291726977E-2,5.306735635E-2
2.242015733E0,-1.267508045E-2,-5.207473040E-2,4.680617154E-2
2.262125265E0,-1.634016447E-2,-6.872031838E-3,4.940227047E-2
