"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.576690834E-1,-1.544787598E0,3.526965637E0,1.512784149E1
7.775630833E-1,-1.740879822E0,2.852019196E0,1.856274857E1
7.974570834E-1,-5.739065552E-1,2.427651672E0,1.810140793E1
8.173510833E-1,1.244362335E0,3.062032471E0,1.488474701E1
8.372450834E-1,1.373693390E0,2.540367279E0,1.410980850E1
8.571390833E-1,1.098715210E-1,1.724414063E0,1.400861893E1
8.770330834E-1,5.122348022E-1,2.361938324E0,1.344728622E1
8.969280833E-1,1.358874207E0,2.306403809E0,1.249287094E1
9.168220834E-1,1.891616364E0,2.403851166E0,1.063583267E1
9.367160834E-1,1.514101410E0,2.802023163E0,8.458460541E0
9.566100833E-1,1.030008087E0,3.079246674E0,6.302493896E0
9.765040834E-1,5.683680725E-1,2.740201721E0,5.140310669E0
9.963980833E-1,-3.297642517E-1,2.546055450E0,4.929249573E0
1.016293083E0,-9.116043091E-1,2.635868683E0,4.813240814E0
1.036187083E0,-7.068301392E-1,2.290686493E0,4.504882050E0
1.056081083E0,-5.333409119E-1,2.353256378E0,4.102369080E0
1.075975083E0,-1.082548828E0,2.296374664E0,3.800446930E0
1.095869083E0,-1.451531525E0,2.184706879E0,3.715274048E0
1.115763083E0,-1.473386078E0,3.086431732E0,3.345692596E0
1.135658083E0,-1.628164215E0,3.229833527E0,3.750899963E0
1.155552083E0,-1.303938446E0,3.521576843E0,7.379653931E0
1.175446083E0,-7.544311523E-2,3.286116486E0,9.757159882E0
1.195340083E0,1.320254517E-1,3.447480927E0,1.155477173E1
1.215234083E0,-2.598596191E-1,4.276307373E0,1.171538773E1
1.235128083E0,-7.189549255E-1,3.993096313E0,1.414154251E1
1.255022083E0,-1.079105988E0,4.589007111E0,1.734892273E1
1.274917083E0,4.770579529E-1,5.291496277E0,1.883667892E1
1.294811083E0,2.148781586E0,4.176464996E0,1.631996246E1
1.314705083E0,2.939736786E0,4.510270844E0,1.167976181E1
1.334599083E0,2.451901245E0,3.402125244E0,1.059496765E1
1.354493083E0,2.609224091E0,9.211843872E-1,1.343321548E1
1.374387083E0,2.211800537E0,2.207160187E0,1.203018311E1
1.394282083E0,1.148860931E0,1.067579956E0,9.459578705E0
1.414176083E0,6.905140686E-1,1.947599945E0,6.735543365E0
1.434070083E0,8.993298340E-1,2.730172577E0,5.075794830E0
1.453964083E0,8.716374207E-1,2.845881958E0,5.024301910E0
1.473858083E0,7.406597900E-1,2.820285187E0,5.532345428E0
1.493752083E0,5.230123901E-1,3.316952362E0,6.389762421E0
1.513646083E0,6.608757019E-1,2.846031647E0,6.534062347E0
1.533541083E0,8.596623230E-1,3.041375427E0,5.239254913E0
1.553435083E0,4.924758911E-1,3.723955994E0,4.954846344E0
1.573329083E0,1.437011719E-2,4.195924530E0,5.408552856E0
1.593223083E0,-3.143463135E-2,4.007017365E0,5.110223236E0
1.613117083E0,-2.189945984E-1,3.553759918E0,4.974305878E0
1.633011083E0,-3.815565491E-1,2.740052032E0,5.476661224E0
1.652906083E0,-6.480024719E-1,2.702629852E0,5.483247528E0
1.672800083E0,-8.942404175E-1,3.237617340E0,7.393125916E0
1.692694083E0,-1.613345032E0,4.035009155E0,9.709109802E0
1.712588083E0,-4.215234375E-1,5.124593353E0,1.083417023E1
1.732482083E0,-2.243833923E-1,5.708229675E0,1.261516663E1
1.752376083E0,-2.775228882E-1,6.459517365E0,1.517903503E1
1.772270083E0,7.252418518E-1,6.400839386E0,1.665212173E1
1.792165083E0,7.698490906E-1,5.417983246E0,1.718815704E1
1.812059083E0,1.663041687E-1,5.462291107E0,1.547631683E1
1.831953083E0,5.402265930E-1,4.157903595E0,1.266231857E1
1.851847083E0,9.569599915E-1,3.042273560E0,1.209305237E1
1.871741083E0,7.358697510E-1,3.883973236E0,1.342573105E1
1.891635083E0,9.315129089E-1,4.365821228E0,1.245395187E1
1.911530083E0,1.338815918E0,3.985462189E0,9.630373535E0
1.931424083E0,1.312470703E0,3.236419830E0,6.674320679E0
1.951318083E0,1.325194244E0,2.812351685E0,5.041815491E0
1.971212083E0,1.024619293E0,2.510429535E0,4.900209961E0
1.991106083E0,6.536906433E-1,2.355801086E0,5.340594177E0
2.011000083E0,6.262976074E-1,2.350711670E0,4.832850037E0
2.030894083E0,9.138496399E-1,2.331401825E0,4.352947998E0
2.050789083E0,7.768844604E-1,2.345921631E0,4.599934387E0
2.070683083E0,3.528163147E-1,2.400857391E0,4.489164734E0
2.090577083E0,2.613565063E-1,2.596949615E0,4.769831085E0
2.110471083E0,9.086105347E-2,2.594404907E0,4.848118286E0
2.130365083E0,-8.430468750E-1,2.864443359E0,4.922812958E0
2.150259083E0,1.166075134E-1,2.943179626E0,4.790039062E0
2.170154083E0,4.022135925E-1,3.055146790E0,5.416935425E0
2.190048083E0,5.400769043E-1,2.211950226E0,6.548582153E0
2.209942083E0,8.756790161E-2,2.758164368E0,8.203540649E0
2.229836083E0,6.721023560E-2,5.000800781E0,1.040127045E1
2.249730083E0,5.255570984E-1,5.615422668E0,1.587239319E1
2.269624083E0,2.119592285E-1,4.929399261E0,2.141626465E1
2.289519083E0,-2.529739380E-1,5.092709656E0,2.520653275E1
2.309413583E0,-7.514373779E-2,5.076543274E0,2.369587418E1
2.329307583E0,-6.134243774E-1,3.590283966E0,1.767135223E1
2.349201583E0,-1.672921143E0,2.389181671E0,1.686363190E1
2.369095583E0,-2.044897614E0,2.205962677E0,1.562540680E1
2.388989583E0,-1.995350647E0,2.255359955E0,1.186777084E1
2.408883583E0,-2.120640106E0,2.304308167E0,8.101902008E0
2.428778583E0,-2.099683685E0,2.282154236E0,5.710774384E0
2.448672583E0,-1.844763794E0,2.298470306E0,4.453389130E0
2.468566583E0,-1.533261566E0,2.255060577E0,4.082759857E0
2.488460583E0,-9.651928711E-1,2.050885162E0,3.794758759E0
2.508354583E0,-6.090834045E-1,1.873504028E0,3.585643616E0
2.528249583E0,-3.182382202E-1,2.146087189E0,3.694467316E0
2.548143583E0,-1.658551025E-1,2.343526611E0,4.041745148E0
2.568037583E0,8.143066406E-2,2.330354004E0,4.264182587E0
2.587931583E0,5.343887329E-1,2.651585999E0,4.400848389E0
2.607825583E0,6.982978821E-1,3.138822784E0,4.543651428E0
2.627719583E0,6.800358582E-1,3.108136597E0,4.856351166E0
2.647613583E0,6.686595154E-1,2.829266510E0,5.339246979E0
2.667508583E0,6.727011108E-1,2.737507324E0,6.591991882E0
2.687402583E0,4.879852295E-1,2.842439117E0,7.755222931E0
2.707296583E0,3.637435913E-1,2.995570679E0,8.697812805E0
2.727190583E0,1.812730408E-1,2.959346008E0,9.627529449E0
2.747084583E0,3.532653809E-2,3.862118683E0,1.056173676E1
2.766978583E0,2.689906311E-1,5.113516388E0,1.187675217E1
2.786873583E0,2.924917603E-1,6.030509491E0,1.341390564E1
2.806767583E0,1.040336609E-1,5.630541229E0,1.439765991E1
2.826661583E0,-1.883084106E-1,6.007008362E0,1.569516174E1
2.846555583E0,9.346563721E-1,5.821244659E0,1.546284485E1
2.866449583E0,1.393152924E0,4.849016418E0,1.302037399E1
2.886343583E0,5.804928589E-1,3.399730225E0,1.053913376E1
2.906238583E0,-7.738906860E-1,2.611619110E0,1.217553085E1
2.926132583E0,-1.534159698E0,2.462678833E0,1.494222748E1
2.946026583E0,-1.033450928E0,2.266287231E0,1.285347107E1
2.965920583E0,-3.656895447E-1,2.364782410E0,8.978329468E0
2.985814583E0,-2.004331970E-1,2.382146301E0,6.163732452E0
3.005708583E0,-7.559280396E-2,2.546205139E0,4.130959625E0
3.025603583E0,3.044668579E-1,3.023412781E0,2.850073242E0
3.045497583E0,5.339396667E-1,2.605481873E0,1.836979980E0
3.065391583E0,9.771679688E-1,2.474055176E0,1.279838562E0
3.085285583E0,1.008752289E0,2.730621643E0,2.709066467E0
3.105179583E0,6.415658569E-1,3.082390137E0,4.796325989E0
3.125073583E0,3.734733582E-1,2.543810120E0,5.366490326E0
3.144968583E0,1.634600830E-1,2.076781311E0,5.631439362E0
3.164862583E0,-1.493893433E-1,2.510878601E0,6.934629364E0
3.184756583E0,-5.837860107E-2,3.702101440E0,8.595874786E0
3.204650583E0,6.363267517E-1,3.448379059E0,1.066831512E1
3.224544583E0,6.700067139E-1,3.770658875E0,1.326107346E1
3.244438583E0,2.836601257E-1,4.893473969E0,1.466919525E1
3.264332583E0,7.429051208E-1,5.093757477E0,1.453881638E1
3.284227583E0,1.029259644E0,4.523144073E0,1.509101807E1
3.304121583E0,2.076182556E-1,4.694837036E0,1.637923920E1
3.324015583E0,7.813751221E-2,5.072202301E0,1.552257065E1
3.343909583E0,1.272354126E-1,4.655019836E0,1.342094101E1
3.363803583E0,-5.751040649E-1,3.520229645E0,1.240560242E1
3.383697583E0,-1.129551086E0,3.132086792E0,1.292621979E1
3.403591583E0,-1.323547668E0,2.888992310E0,1.228121109E1
3.423486583E0,-1.216370544E0,2.767295380E0,1.000294876E1
3.443380583E0,-1.174757080E0,2.892884216E0,7.696694641E0
3.463274583E0,-1.165775757E0,2.770738220E0,6.465654602E0
3.483168583E0,-1.170416107E0,2.554438019E0,5.779331818E0
3.503062583E0,-9.967771912E-1,2.088007965E0,5.822142792E0
3.522956583E0,-6.581813049E-1,2.313588867E0,6.321204987E0
3.542850583E0,-3.245251465E-1,2.305206299E0,5.875132599E0
3.562745583E0,-2.445913696E-1,1.980681152E0,4.895569611E0
3.582639583E0,-3.965254211E-1,2.067500610E0,3.879332886E0
3.602533583E0,-1.153800659E0,1.895807648E0,3.079546051E0
3.622427583E0,-1.108444977E0,1.905387726E0,3.741619263E0
3.642321583E0,-1.126257935E0,2.466870117E0,5.721551971E0
3.662215583E0,-1.190773773E0,3.391796722E0,7.442223816E0
3.682109583E0,-5.016069031E-1,3.248394928E0,8.378975830E0
3.702004583E0,3.751199341E-1,2.846630402E0,9.150920563E0
3.721898583E0,1.531614990E0,3.648512878E0,1.082938019E1
3.741792583E0,2.114951935E0,4.103716278E0,1.380698822E1
3.761686583E0,2.490221558E0,4.228706360E0,1.577165268E1
3.781580583E0,2.860401764E0,4.101920013E0,1.598286346E1
3.801474583E0,2.387684784E0,4.105961609E0,1.488789047E1
3.821368583E0,1.618733826E0,3.374582520E0,1.269480103E1
3.841262583E0,1.095122681E0,2.293231201E0,1.126302841E1
3.861157583E0,6.494993591E-1,2.034419403E0,1.233210526E1
3.881051583E0,-3.616479492E-1,2.043550415E0,1.426892761E1
3.900945583E0,-7.836204529E-1,1.788331146E0,1.350865860E1
3.920839583E0,-8.514294434E-1,1.135987701E0,1.150312912E1
3.940733583E0,-9.695338440E-1,8.910969543E-1,9.660311279E0
3.960627583E0,-7.527845764E-1,1.773661652E0,8.431366882E0
3.980521583E0,-4.938230896E-1,2.659968567E0,7.313192139E0
4.000415583E0,-1.661544800E-1,2.613565063E0,6.622528381E0
4.020310583E0,5.358856201E-2,2.387385406E0,6.107299805E0
4.040204583E0,2.365081787E-1,2.398911438E0,5.589975586E0
4.060098583E0,2.495310974E-1,2.716999969E0,5.202581177E0
4.079992583E0,4.035607910E-1,2.397115173E0,4.437372437E0
4.099886583E0,1.935475159E-1,1.734443207E0,4.563260651E0
4.119780583E0,-4.025129700E-1,2.439626770E0,5.304219818E0
4.139674583E0,-4.502636719E-1,2.604434052E0,7.322622528E0
4.159568583E0,-6.941065979E-1,2.520907745E0,9.936636658E0
4.179462583E0,-3.182382202E-1,3.207230530E0,1.185819077E1
4.199357583E0,1.971400452E-1,3.074606323E0,1.370954086E1
4.219251583E0,2.290237427E-2,4.433630219E0,1.438358917E1
4.239145583E0,-1.189725952E0,4.001478882E0,1.688773178E1
4.259039583E0,-1.262923737E0,4.438120880E0,1.685959030E1
4.278933583E0,-8.367599487E-1,3.784280548E0,1.511451920E1
4.298827583E0,-6.975494385E-1,3.160527649E0,1.475466751E1
4.318720583E0,-9.810598755E-1,3.091970215E0,1.590113342E1
4.338614583E0,-2.214644623E0,2.903512115E0,1.481708771E1
4.358509583E0,-3.222648468E0,2.811902618E0,1.127081223E1
4.378403583E0,-3.126248932E0,2.922522583E0,7.630532227E0
4.398297583E0,-2.832859039E0,2.933300171E0,5.146747284E0
4.418191583E0,-2.315534821E0,3.481609955E0,4.439917145E0
4.438085583E0,-1.674717407E0,3.691922607E0,5.169649658E0
4.457979583E0,-1.373244324E0,3.504362640E0,5.648054810E0
4.477873583E0,-1.333427124E0,2.949466553E0,5.577850800E0
4.497767583E0,-1.243613892E0,2.465223541E0,5.198090515E0
4.517661583E0,-9.804611206E-1,2.106269989E0,4.695435791E0
4.537556583E0,-4.478686523E-1,2.321222992E0,4.257147217E0
4.557450583E0,8.502319336E-2,2.837499390E0,4.430636444E0
4.577344583E0,3.254232788E-1,3.159779205E0,4.829107819E0
4.597238583E0,4.218228149E-1,2.982847137E0,5.173691254E0
4.617132583E0,2.001338196E-1,2.443368988E0,6.007756805E0
4.637026583E0,4.201762390E-1,8.235873413E-1,7.522456970E0
4.656920583E0,3.899391174E-1,2.038760376E0,1.000803818E1
4.676814583E0,1.038540344E0,2.980751495E0,1.087608307E1
4.696708583E0,6.503974915E-1,4.584815826E0,1.034393967E1
4.716603583E0,1.863624573E-1,6.164031830E0,1.047252228E1
4.736497583E0,4.998106384E-1,6.204148407E0,1.190204956E1
4.756391583E0,4.626878357E-1,5.924080811E0,1.376387787E1
4.776285583E0,6.735992432E-2,6.091582489E0,1.541135193E1
4.796179583E0,-4.442761230E-1,5.487738190E0,1.414109344E1
4.816073583E0,-4.367916870E-1,4.876708832E0,1.267010239E1
4.835967583E0,-3.585044861E-1,4.441563721E0,1.138816818E1
4.855861583E0,-7.274871826E-2,4.044738922E0,1.184591629E1
4.875755583E0,1.374142456E-1,4.201912079E0,1.225381805E1
4.895650583E0,4.493655396E-1,4.091441803E0,1.033331177E1
4.915544583E0,6.331832886E-1,3.193459167E0,7.639214172E0
4.935438583E0,4.376898193E-1,2.793790283E0,6.101162567E0
4.955332583E0,-2.662962341E-1,3.131937103E0,7.066954193E0
4.975226583E0,-8.291258240E-1,3.534001007E0,7.574997711E0
4.995120583E0,-9.657916260E-1,3.671864319E0,7.009324036E0
5.015014583E0,-6.623725891E-1,2.890189819E0,4.569248199E0
5.034908583E0,2.634521484E-2,2.638263702E0,3.470083923E0
5.054802583E0,4.032614136E-1,2.988834686E0,3.801195374E0
5.074697583E0,2.219883728E-1,3.347339172E0,5.121000824E0
5.094591583E0,-1.080752563E-1,3.699856110E0,6.282884674E0
5.114485583E0,-4.764591980E-1,3.509002991E0,6.026767273E0
5.134379583E0,-7.201524353E-1,3.746259613E0,6.470893707E0
5.154273583E0,-6.369255066E-1,4.320914612E0,7.276668091E0
5.174167583E0,-1.948947144E-1,4.286635895E0,8.610544281E0
5.194061583E0,-4.191284180E-1,4.427942047E0,1.050814819E1
5.213955583E0,-8.469387817E-1,5.602998505E0,1.190923462E1
5.233849583E0,-1.456321564E0,6.270011444E0,1.332469116E1
5.253744583E0,-2.109263763E0,6.167624359E0,1.443388458E1
5.273638583E0,-2.920277252E0,5.688919830E0,1.550146454E1
5.293532583E0,-2.329156494E0,5.482199707E0,1.466739899E1
5.313426875E0,-1.898352356E0,4.726121979E0,1.254122040E1
5.333320875E0,-2.525248718E0,4.565655670E0,1.255139923E1
5.353214875E0,-3.153192902E0,4.442761230E0,1.297606613E1
5.373108875E0,-2.838547211E0,4.327800293E0,1.172915909E1
5.393002875E0,-2.774480438E0,3.924389191E0,9.520052948E0
5.412897875E0,-2.599045258E0,3.595373383E0,7.673193512E0
5.432791875E0,-2.143841858E0,3.560046844E0,6.498137054E0
5.452685875E0,-1.831890564E0,3.511996765E0,6.230194244E0
5.472579875E0,-1.525777130E0,3.563639374E0,6.399941254E0
5.492473875E0,-1.286125488E0,3.616778870E0,6.732998657E0
5.512367875E0,-1.150657196E0,3.653003540E0,6.344706116E0
5.532261875E0,-8.128097534E-1,3.319497070E0,4.734205170E0
5.552156875E0,-4.020639038E-1,2.580334167E0,3.772155762E0
5.572050875E0,-2.863545227E-1,2.400707703E0,5.071004791E0
5.591944875E0,-2.600093079E-1,2.914738770E0,6.177054749E0
5.611838875E0,-4.104464722E-1,3.374582520E0,6.547234955E0
5.631732875E0,-5.704637146E-1,3.280727692E0,5.540877686E0
5.651626875E0,-5.700146484E-1,2.962040405E0,5.351222076E0
5.671520875E0,-8.083190918E-1,3.500171356E0,7.183711395E0
5.691414875E0,-1.078058167E0,4.118834839E0,8.970395966E0
5.711309875E0,-7.894583130E-1,4.082310791E0,9.245374146E0
5.731203875E0,-1.207987976E-1,4.754413147E0,9.354646912E0
5.751097875E0,-6.286926270E-1,5.347779236E0,1.122156464E1
5.770991875E0,-1.360670471E0,5.767207031E0,1.218376373E1
5.790885875E0,-1.572180634E0,5.638923798E0,1.171119644E1
5.810779875E0,-1.660047913E0,5.808521118E0,1.201701050E1
5.830673875E0,-1.007554779E0,5.984704742E0,1.088626190E1
5.850568875E0,-5.049000549E-1,5.727689209E0,9.021739197E0
5.870462875E0,-1.410816193E0,4.633764038E0,9.836494904E0
5.890356875E0,-2.651885376E0,5.251978455E0,1.377899643E1
5.910250875E0,-1.839075623E0,5.924829254E0,1.526375885E1
5.930144875E0,-6.589297485E-1,4.414170685E0,1.154504196E1
5.950038875E0,-7.560777283E-1,3.389701080E0,7.298971710E0
5.969932875E0,-9.231303406E-1,3.776646423E0,5.045557709E0
5.989826875E0,-1.097218323E0,4.702770538E0,4.418212280E0
6.009721875E0,-1.246757355E0,5.227579193E0,5.610033875E0
6.029615875E0,-7.958949280E-1,5.275479584E0,6.070476379E0
6.049509875E0,-2.415975952E-1,4.627626801E0,5.179080048E0
6.069403875E0,-1.513352966E-1,4.186643829E0,4.672533417E0
6.089297875E0,-5.420228577E-1,3.920946350E0,5.370232544E0
6.109191875E0,-8.608598328E-1,4.293371887E0,6.987768860E0
6.129085875E0,-9.999206543E-1,4.651576996E0,7.792046356E0
6.148979875E0,-8.831634521E-1,4.029320984E0,7.095694427E0
6.168874875E0,-1.066532135E0,3.596421204E0,7.271279297E0
6.188768875E0,-1.552870789E0,4.329446869E0,8.004005585E0
6.208662875E0,-2.002086639E0,5.437891846E0,8.579558716E0
6.228556875E0,-2.022144928E0,5.680387573E0,8.393795013E0
6.248450875E0,-2.441872101E0,5.531447296E0,9.150471497E0
6.268344875E0,-3.351979523E0,5.846092987E0,1.128727798E1
6.288238875E0,-4.234095154E0,6.219865723E0,1.317320618E1
6.308133583E0,-3.875291290E0,6.084996185E0,1.293550049E1
6.328028583E0,-2.961142273E0,5.202132111E0,1.096140564E1
6.347922583E0,-3.278182983E0,4.560566254E0,1.068597839E1
6.367816583E0,-4.106710052E0,5.183570709E0,1.030936157E1
6.387710583E0,-4.795128479E0,5.316045227E0,1.278476395E1
6.407604583E0,-3.654350739E0,5.120402069E0,9.805509338E0
6.427498583E0,-3.632196808E0,4.785847778E0,7.753576355E0
6.447392583E0,-3.292253723E0,5.196144562E0,6.357130280E0
6.467286583E0,-3.476670227E0,5.114713898E0,5.358107758E0
6.475845167E0,-3.513194275E-1,2.829565887E0,7.501500549E0
6.495738083E0,-1.895059204E-1,2.589016113E0,7.068301392E0
6.515631083E0,-2.011816406E-1,2.474354553E0,6.790928192E0
6.535525083E0,-2.897973633E-1,2.045646057E0,6.698719940E0
6.555419083E0,-2.647993469E-1,1.548978882E0,6.515201569E0
6.575313083E0,-4.739144897E-1,1.837279358E0,6.491550751E0
6.595207083E0,-1.005459137E0,2.256108398E0,7.391629028E0
6.615101083E0,-1.721719666E0,3.045716400E0,9.175469513E0
6.634995083E0,-2.145338745E0,3.551215210E0,1.045964905E1
6.654888083E0,-1.949096832E0,3.655398560E0,1.172122559E1
6.674782083E0,-1.894909515E0,3.348087616E0,1.269749542E1
6.694676083E0,-2.213746490E0,3.480861511E0,1.206880280E1
6.714570083E0,-3.460204468E0,4.331841888E0,1.118743561E1
6.734464083E0,-4.304748230E0,5.081033936E0,1.414019531E1
6.754358083E0,-3.070265350E0,4.470154266E0,1.808928314E1
6.774251083E0,-2.357896729E0,3.406915283E0,1.665466644E1
6.794145083E0,-5.873785400E-1,1.880689087E0,1.302217026E1
6.814039083E0,9.178912354E-1,1.729204102E0,9.157207489E0
6.833933083E0,8.155041504E-1,2.437381439E0,7.496560822E0
6.853827083E0,-1.154100037E0,2.893782349E0,7.488926697E0
6.873721083E0,-2.320474548E0,4.167633362E0,6.363566895E0
6.893614083E0,-1.970053253E0,3.518882446E0,6.976392517E0
6.913508083E0,-7.099736023E-1,2.178719330E0,6.245013428E0
6.933402083E0,4.881349182E-1,1.985770569E0,4.881349182E0
6.953296083E0,3.248245239E-1,1.856439514E0,4.334685974E0
6.973190083E0,-7.676037598E-1,2.020947418E0,4.678071899E0
6.993084083E0,-1.470691681E0,2.714604950E0,4.904401245E0
7.012977083E0,-1.294358368E0,2.746338959E0,6.371051331E0
7.032871083E0,-8.887019348E-1,2.411485291E0,7.558382263E0
7.052765083E0,-9.144483948E-1,2.684068451E0,9.806706848E0
7.072659083E0,-1.268312531E0,2.979853363E0,1.113070358E1
7.092553083E0,-1.219663696E0,2.750829620E0,1.358934082E1
7.112447083E0,-5.221142578E-1,2.737207947E0,1.406520126E1
7.132341083E0,4.552033997E-1,3.275039520E0,1.319116882E1
7.152234083E0,1.022673340E0,3.004402313E0,1.297756302E1
7.172128083E0,5.649252319E-1,2.329006805E0,1.381357452E1
7.192022083E0,-1.245410156E-1,2.687810669E0,1.370998993E1
7.211916083E0,3.228785706E-1,2.571203156E0,1.277054352E1
7.231810083E0,1.198707275E0,1.722318420E0,1.081560883E1
7.251704083E0,1.191222839E0,1.663939819E0,8.593030701E0
7.271597083E0,6.285429382E-1,1.837578735E0,7.789651337E0
7.291491083E0,-4.688250732E-1,2.055226135E0,7.238946533E0
7.311385083E0,-7.960446167E-1,2.679577789E0,6.891369324E0
7.331279083E0,-3.769161987E-1,2.976260834E0,6.764582977E0
7.351173083E0,5.538482666E-1,3.100053406E0,5.894741821E0
7.371067083E0,9.175918579E-1,2.631078644E0,5.156477051E0
7.390961083E0,4.143383789E-1,2.157613220E0,4.974904633E0
7.410854083E0,-3.869453430E-1,2.224374390E0,5.181624756E0
7.430748083E0,-9.258247375E-1,2.586022339E0,5.608237610E0
7.450642083E0,-1.083446960E0,2.403701477E0,6.645580444E0
7.470536083E0,-8.372090149E-1,2.220632172E0,7.573201447E0
7.490431167E0,-6.023474121E-1,2.442171478E0,8.495583344E0
7.510324167E0,-1.948498077E0,2.640958099E0,1.103205872E1
7.530218167E0,-2.493514709E0,3.569776611E0,1.285377045E1
7.550112167E0,-1.998943176E0,4.412374420E0,1.269614822E1
7.570006167E0,-1.859582977E0,5.085973663E0,1.178529236E1
7.589900167E0,-1.835782471E0,5.220693512E0,1.414303940E1
7.609794167E0,-1.238075409E0,4.180207214E0,1.637160507E1
7.629687167E0,-1.077758789E0,3.129242706E0,1.574216400E1
7.649581167E0,-4.870870972E-1,2.318528595E0,1.347078735E1
7.669475167E0,2.520758057E-1,2.443219299E0,1.008812164E1
7.689369167E0,-3.879931641E-1,2.810555420E0,8.364456024E0
7.709263167E0,-1.272952881E0,2.713257751E0,7.877518616E0
7.729157167E0,-2.086511078E0,3.401676178E0,7.862998810E0
7.749050167E0,-1.893412628E0,3.394191742E0,7.671696625E0
7.768944167E0,-1.091380463E0,2.585872650E0,6.944059753E0
7.788838167E0,-5.174739075E-1,2.519560547E0,6.115532684E0
7.808732167E0,-4.306544495E-1,2.186952209E0,5.947432251E0
7.828626167E0,-3.646417236E-1,1.935924225E0,5.687123566E0
7.848520167E0,-4.802014160E-1,2.282902679E0,5.294040985E0
7.868413167E0,-7.191046143E-1,2.573747864E0,5.051245880E0
7.888307167E0,-8.759783936E-1,2.681972809E0,5.210514679E0
7.908201167E0,-8.545729065E-1,2.600542145E0,6.055956573E0
7.928095167E0,-5.459147644E-1,2.630479889E0,7.814948730E0
7.947989167E0,1.372645569E-1,2.626887360E0,9.746382294E0
7.967883167E0,1.531315613E-1,3.264710999E0,1.196746353E1
7.987776167E0,-9.565109253E-1,3.552712097E0,1.449166443E1
8.007670167E0,-1.075214081E0,3.609893188E0,1.575114532E1
8.027564167E0,-1.646575928E-2,3.773802338E0,1.473206451E1
8.047458167E0,4.553530884E-1,3.930676117E0,1.344608871E1
8.067352167E0,4.704716492E-1,3.060535583E0,1.509461060E1
8.087245167E0,1.877096558E-1,2.741099854E0,1.562600555E1
8.107139167E0,-2.574645996E-2,2.749632111E0,1.454674988E1
8.127033167E0,7.887098694E-1,2.099084930E0,1.184172501E1
8.146927167E0,1.707349548E0,2.421514435E0,8.930578766E0
8.166821167E0,1.128802643E0,2.814147949E0,7.755222931E0
8.186715167E0,-2.517764282E-1,3.110381927E0,7.610923004E0
8.206608167E0,-1.579365692E0,4.090693359E0,7.275171204E0
8.226502167E0,-1.439706116E0,4.481231232E0,7.173981628E0
8.246396167E0,-8.951385498E-2,4.132007446E0,6.857389984E0
8.266290167E0,8.361611938E-1,3.949836273E0,6.226601715E0
