"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.650793000E-2,-1.407191992E0,5.402516365E0,7.674613476E0
5.650793000E-2,-1.895609140E0,4.995501995E0,6.779181957E0
7.650793000E-2,-2.738368273E0,4.559757233E0,7.511807919E0
9.650793000E-2,-2.853289843E0,4.416105270E0,8.881291389E0
1.165079300E-1,-2.484582901E0,4.282029629E0,9.288305283E0
1.365079300E-1,-2.278681517E0,4.277241230E0,9.293093681E0
1.565079300E-1,-2.379237890E0,4.708197594E0,8.938752174E0
1.765079300E-1,-1.866878748E0,4.871003151E0,8.416815758E0
1.965079300E-1,-1.627458572E0,5.115211964E0,8.603564262E0
2.165079300E-1,4.315548539E-1,4.416105270E0,8.737639427E0
2.365079300E-1,-1.728015065E0,6.106411457E0,9.087192535E0
2.565079300E-1,-1.277905107E0,6.106411457E0,8.038532257E0
2.765079300E-1,-9.379284978E-1,5.340266705E0,7.722497463E0
2.965079300E-1,-1.076792240E0,5.273229122E0,7.147889137E0
3.165079300E-1,-8.469488621E-1,4.780023575E0,6.477512836E0
3.365079300E-1,-8.948329091E-1,4.487931252E0,7.286752701E0
3.565079300E-1,-6.649895310E-1,4.018667698E0,7.717709064E0
3.765079300E-1,-8.230068088E-1,3.295618534E0,8.024167061E0
3.965079300E-1,-1.589151382E0,2.941276789E0,8.392873764E0
4.165079300E-1,-1.378461599E0,2.864662409E0,8.244433403E0
4.365079300E-1,-2.914940715E-1,2.936488390E0,7.971494675E0
4.565079300E-1,5.273229480E-1,3.329137564E0,7.569268703E0
4.765079300E-1,6.039373875E-1,3.463212729E0,7.004237175E0
4.965079300E-1,-3.728969097E-1,3.209427357E0,6.329071999E0
5.165079300E-1,-1.062427044E0,2.989160776E0,6.463147640E0
5.365079300E-1,-1.196502328E0,2.697068214E0,6.549338818E0
5.565079300E-1,-5.596446395E-1,2.754528999E0,6.343437195E0
5.765079300E-1,1.059434265E-1,3.324349165E0,6.683413982E0
5.965079300E-1,-1.047463268E-1,3.649960518E0,7.200561523E0
6.165079300E-1,-2.723404467E-1,3.942053080E0,8.469488144E0
6.365079300E-1,-8.277952671E-1,4.368220806E0,9.724050522E0
6.565079300E-1,-2.297835112E0,4.569334030E0,1.057159805E1
6.765079300E-1,-2.058414936E0,5.230133533E0,1.050934792E1
6.965079300E-1,1.825578809E-1,7.241262913E0,1.090678596E1
7.165079300E-1,3.597288132E-1,8.543708801E0,1.110311031E1
7.365079300E-1,-2.427121878E0,1.052610779E1,8.828619003E0
7.565079300E-1,-4.079121113E0,9.080010414E0,8.364143372E0
7.765079300E-1,-2.302623510E0,5.996278286E0,1.080144119E1
7.965079300E-1,-1.421557307E0,4.186261654E0,1.129943466E1
8.165079300E-1,-1.253963113E0,4.210203648E0,1.049977112E1
8.365079300E-1,-1.479018092E0,4.650736809E0,9.915586472E0
8.565079300E-1,-1.972223639E0,5.043385983E0,8.177395821E0
8.765079300E-1,-3.011307240E0,5.273229122E0,7.712920666E0
8.965079300E-1,-2.767098665E0,4.803965569E0,6.434417248E0
9.165079300E-1,-1.866878748E0,4.665102005E0,6.649895191E0
9.365079300E-1,-5.787982345E-1,4.473566055E0,6.774393559E0
9.565079300E-1,-5.500678420E-1,4.938041210E0,6.439205647E0
9.765079300E-1,-8.373720646E-1,4.353855610E0,5.902904510E0
9.965079300E-1,-8.230068088E-1,4.013879299E0,5.754463673E0
1.016507930E0,-1.847725153E0,3.128024578E0,5.189432144E0
1.036507930E0,-2.216432333E0,2.558204412E0,5.620388508E0
1.056507930E0,-1.737591863E0,2.543839216E0,5.313930511E0
1.076507930E0,-8.038532138E-1,3.511096716E0,6.199785233E0
1.096507930E0,-1.052850246E0,4.023456097E0,6.578069210E0
1.116507930E0,-1.028908134E0,3.400963545E0,6.525396824E0
1.136507930E0,-1.909974456E0,3.822343111E0,6.760028362E0
