"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-3.055124998E-3,-2.143093414E0,3.966900787E0,7.426656189E0
1.702287500E-2,-3.200943604E0,3.890110474E0,6.832691345E0
3.709987500E-2,-2.296075287E0,3.819158020E0,8.763526154E0
5.717687500E-2,-9.969268799E-1,3.677402802E0,1.090123077E1
7.725487500E-2,-3.764671326E-1,3.677702179E0,1.118040024E1
9.733187500E-2,-8.291258240E-1,3.833079071E0,9.374854889E0
1.174098750E-1,-1.584904175E0,4.049828339E0,7.488477631E0
1.374868750E-1,-1.676813049E0,3.911515961E0,7.183262329E0
1.575638750E-1,-1.311871948E0,3.684138794E0,8.171956329E0
1.776418750E-1,-1.113085327E0,3.663332062E0,8.792565765E0
1.977188750E-1,-1.417701874E0,3.766467590E0,8.624615021E0
2.177958750E-1,-1.705702972E0,3.922443237E0,8.228538666E0
2.378738750E-1,-1.726509705E0,3.944297791E0,8.013735352E0
2.579508750E-1,-1.645677795E0,3.960464172E0,7.983198853E0
2.780278750E-1,-1.660197601E0,3.978875885E0,8.312813416E0
2.981058750E-1,-1.855691071E0,3.861669617E0,8.175399170E0
3.181828750E-1,-1.888921967E0,3.821852417E0,7.918683014E0
3.382608750E-1,-1.535656586E0,3.920796661E0,7.872728577E0
3.583378750E-1,-1.218166809E0,4.017046509E0,7.885452118E0
3.784148750E-1,-1.425785065E0,3.902983704E0,7.274273071E0
3.984928750E-1,-1.768572235E0,3.764072571E0,6.774462433E0
4.185698750E-1,-1.854643250E0,3.303480377E0,6.786886597E0
4.386468750E-1,-1.135239258E0,3.118614807E0,7.536078644E0
4.587248750E-1,-3.466790771E-1,3.257825317E0,9.531878357E0
4.788018750E-1,1.399589539E-1,3.481759644E0,1.129371460E1
4.988788750E-1,6.101312256E-1,3.249143372E0,1.107951004E1
5.189568750E-1,1.203048248E0,3.612437897E0,9.830207977E0
5.390338750E-1,9.386979675E-1,3.754791870E0,8.090525665E0
5.591118750E-1,-4.164340210E-1,3.555705872E0,7.118447113E0
5.791888750E-1,-1.063538361E0,3.265459442E0,6.859635315E0
5.992658750E-1,-8.422984314E-1,3.258573761E0,7.573051758E0
6.193438750E-1,-6.459068298E-1,2.345921631E0,8.477770386E0
6.394208750E-1,-5.538482666E-2,2.164798279E0,8.575517120E0
6.594978750E-1,1.968406677E-1,1.980681152E0,8.355474701E0
6.795758750E-1,-3.011737061E-1,2.773133240E0,9.101074219E0
6.996528750E-1,-5.834866333E-1,3.737427979E0,1.062520477E1
7.197298750E-1,-5.999523926E-1,3.097359009E0,1.054347473E1
7.398078750E-1,-1.254092102E0,1.599873047E0,1.091305618E1
7.598848750E-1,-2.428998871E0,9.156459045E-1,1.151570297E1
7.799618750E-1,-2.891686707E0,1.565744019E0,1.125763962E1
8.000398750E-1,-3.595523071E0,2.693947906E0,1.120524857E1
8.201168750E-1,-3.149001617E0,3.315455475E0,1.088326813E1
8.401938750E-1,-4.216282196E0,4.458029480E0,1.040082138E1
8.602718750E-1,-4.165837097E0,4.814737701E0,9.488468628E0
8.803488750E-1,-3.700155487E0,4.196822662E0,1.001941452E1
9.004276250E-1,-3.768114166E0,2.937192078E0,1.120764359E1
9.205046250E-1,-3.569776611E0,1.990261230E0,1.160416901E1
9.405816250E-1,-3.075504456E0,1.721569977E0,9.963430939E0
9.606596250E-1,-2.604434052E0,2.201621704E0,7.192692719E0
9.807366250E-1,-2.309397583E0,2.779719543E0,5.692362671E0
1.000813625E0,-2.622546387E0,2.889740753E0,5.917494507E0
1.020891625E0,-2.182012482E0,1.729353790E0,6.883735199E0
1.040968625E0,-1.872905273E0,6.854246521E-1,7.445966034E0
1.061045625E0,-1.936373291E0,9.859996033E-1,7.044500885E0
1.081123625E0,-2.203118591E0,1.861528931E0,5.067412262E0
1.101200625E0,-2.852617950E0,3.066373444E0,4.103865967E0
1.121277625E0,-3.443139954E0,3.012635193E0,4.421804810E0
1.141355625E0,-3.070864105E0,2.595153351E0,4.765639801E0
1.161432625E0,-2.223775635E0,2.530936890E0,4.962181091E0
1.181509625E0,-1.217717743E0,2.520159302E0,4.251608734E0
1.201587625E0,-6.092330933E-1,2.497256927E0,3.761378174E0
1.221664625E0,-1.279090118E0,2.501597900E0,1.110390930E1
1.241741625E0,-1.035396881E0,3.700454865E0,9.045240326E0
1.261819625E0,-4.700225830E-2,3.958967285E0,6.580765228E0
1.281896625E0,4.974156189E-1,4.065994720E0,8.768316193E0
1.301973625E0,4.977149963E-1,3.499273224E0,1.133936966E1
1.322051625E0,-4.701722717E-1,3.303181000E0,1.206865311E1
1.342128625E0,-8.605604553E-1,4.191284180E0,1.543829590E1
1.362205625E0,-1.506916351E0,5.441334686E0,1.235156479E1
