"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.721314400E-2,-4.843255281E-1,8.093725890E-2,-3.718532622E-2
5.732319600E-2,-2.207449228E-1,1.695101112E-1,-9.292513877E-2
7.743330000E-2,7.673768699E-2,1.282779276E-1,-6.528430432E-2
9.754335200E-2,1.074327603E-1,2.840439789E-2,4.863871261E-2
1.176534560E-1,-6.184828468E-3,-8.246437646E-3,1.198024154E-1
1.377635080E-1,1.185807213E-1,1.481304616E-1,4.405735806E-2
1.578736130E-1,2.277696729E-1,2.041756958E-1,2.099787444E-2
1.779836650E-1,1.755422354E-1,9.788827598E-2,-3.657447919E-2
1.980937690E-1,3.672719002E-2,3.038965166E-2,-8.177717775E-2
2.182038210E-1,-8.345700800E-2,5.604523420E-2,-6.177192926E-2
2.383139250E-1,-1.463742703E-1,1.290414780E-1,-1.244601328E-2
2.584239770E-1,-1.622563004E-1,1.400367320E-1,3.657447919E-2
2.785340810E-1,-1.566059589E-1,1.038440317E-1,4.085041210E-2
2.986441330E-1,-1.463742703E-1,2.977880463E-2,6.642963737E-3
3.187542380E-1,-1.066692024E-1,-3.924693540E-2,-1.061347127E-2
3.388642900E-1,-4.314108938E-2,-3.283303976E-2,-6.337540224E-3
3.589743940E-1,3.107685409E-2,5.940489471E-2,3.107685409E-2
3.790844460E-1,9.643751383E-2,1.366770715E-1,7.078192383E-2
3.991944980E-1,1.106397063E-1,9.895725548E-2,7.811209559E-2
4.193046020E-1,6.696412712E-2,-7.330167107E-3,7.230904698E-2
4.394146540E-1,1.794363745E-2,-4.337015375E-2,4.253023863E-2
4.595247580E-1,5.573981442E-3,1.634016447E-2,-1.473669056E-2
4.796348630E-1,1.275143679E-2,4.520269856E-2,-5.383091420E-2
4.997449150E-1,1.656923257E-2,2.428117767E-2,-4.176668078E-2
5.198549670E-1,2.672456671E-3,-2.886253223E-2,-3.184041381E-2
5.399650710E-1,-2.619007602E-2,-4.367557913E-2,-5.092938989E-2
5.600751230E-1,-3.794888780E-2,1.496575773E-2,-8.254073560E-2
5.801852270E-1,-3.336753324E-2,9.284878522E-2,-1.025459841E-1
6.002952790E-1,-4.237752780E-2,7.971556485E-2,-9.445225447E-2
6.204053830E-1,-5.489989743E-2,1.099525020E-2,-7.368344814E-2
6.405154350E-1,-5.306735635E-2,-2.702999115E-2,-7.383616269E-2
6.606255400E-1,-4.588989913E-2,-2.825168520E-2,-7.093463838E-2
6.807355920E-1,-3.382566571E-2,-1.634016447E-2,-5.154023692E-2
7.008456440E-1,-2.557922900E-2,3.054236295E-4,-4.650074616E-2
7.209557480E-1,-3.642176837E-2,-2.443389036E-3,-6.742226332E-2
7.410658000E-1,-6.818582863E-2,-9.468132630E-3,-8.880192041E-2
7.611759040E-1,-1.037676781E-1,1.893626526E-2,-7.994463295E-2
7.812859560E-1,-9.933903813E-2,6.658235192E-2,-2.725905925E-2
8.013960600E-1,-6.223006546E-2,7.437065244E-2,4.657710437E-3
8.215061130E-1,-3.871244565E-2,9.315420873E-3,2.977880416E-3
8.416162170E-1,-6.910209358E-2,-1.026223376E-1,-2.160872146E-2
8.617262690E-1,-1.167481840E-1,-1.550024897E-1,-1.977618039E-2
8.818363730E-1,-1.317139417E-1,-1.116323397E-1,-3.817795368E-4
9.019464250E-1,-9.872818738E-2,-1.374406368E-2,1.030804776E-2
9.220564770E-1,-6.131379306E-2,3.191677108E-2,1.534753758E-2
9.421665810E-1,-3.703261539E-2,2.092151903E-2,3.687990457E-2
9.622766330E-1,-5.573981442E-3,1.313321572E-2,5.657972768E-2
9.823867380E-1,4.818057641E-2,5.360184610E-2,6.055023521E-2
1.002496790E0,7.765395939E-2,9.437590092E-2,5.047125369E-2
1.022606842E0,4.085041210E-2,7.589777559E-2,4.894413799E-2
1.042716946E0,-2.221956849E-2,3.878879920E-2,5.215108395E-2
1.062826998E0,-6.116108224E-2,2.214321308E-2,3.917058185E-2
1.082937102E0,-5.108210072E-2,3.115320951E-2,2.832804248E-2
1.103047154E0,-2.848075330E-2,3.145863488E-2,2.115058713E-2
1.123157206E0,-1.550024934E-2,7.788302377E-3,1.275143679E-2
1.143267310E0,-2.672456671E-3,1.954711229E-2,-1.908897655E-3
1.163377363E0,1.145338640E-3,2.687728032E-2,-1.962346770E-2
1.183487467E0,1.931804419E-2,1.710372418E-2,-4.772244394E-2
1.203597519E0,4.069769755E-2,1.389677543E-2,-8.269345015E-2
1.223707571E0,5.306735635E-2,1.527118147E-3,-1.217876747E-1
1.243817675E0,8.330429345E-2,4.734066315E-3,-1.561478376E-1
1.263927727E0,9.827005118E-2,-9.468132630E-3,-2.019613683E-1
1.284037831E0,6.467345357E-2,-4.260659590E-2,-2.340308577E-1
1.304147883E0,4.504998680E-3,-4.306473210E-2,-2.302130610E-1
1.324257935E0,-5.887040496E-2,-2.870982140E-2,-2.367796749E-1
1.344368040E0,-1.172063202E-1,-3.298575059E-2,-2.728196681E-1
1.364478092E0,-1.873010397E-1,-6.398624927E-2,-2.897706628E-1
1.384588144E0,-2.415137291E-1,-9.559759498E-2,-2.844257653E-1
1.404698248E0,-2.674747407E-1,-7.543963939E-2,-3.177169263E-1
1.424808300E0,-2.737359405E-1,-4.077405483E-2,-4.102602899E-1
1.444918404E0,-2.847311795E-1,-8.857285604E-3,-4.940990806E-1
1.465028456E0,-2.883962691E-1,-2.382304333E-2,-4.927246571E-1
1.485138508E0,-2.245627195E-1,5.650337320E-3,-4.185067415E-1
1.505248613E0,-1.149156392E-1,5.818320066E-2,-3.195494711E-1
1.525358665E0,-5.276193097E-2,6.108472496E-2,-2.523562610E-1
1.545468717E0,-9.521581978E-2,2.397575416E-2,-1.891335845E-1
1.565578821E0,-2.396811992E-1,1.945548505E-1,1.679066420E-1
1.585688873E0,-2.225774676E-1,1.378987730E-1,4.959316254E-1
1.605798925E0,-7.795938104E-2,1.417165697E-1,3.893387616E-1
1.625909029E0,1.534753758E-2,1.792836636E-1,1.410293579E-1
1.646019081E0,2.741177008E-2,1.466033459E-1,-1.198787708E-2
1.666129133E0,-5.138752609E-2,6.047387794E-2,-1.425564736E-1
1.686239238E0,-1.260636002E-1,-6.306997687E-2,-1.381278336E-1
1.706349290E0,-1.356844455E-1,-1.754658818E-1,-4.329380020E-2
1.726459342E0,-1.372115612E-1,-2.252499312E-1,2.710634656E-2
1.746569446E0,-1.724879891E-1,-2.281514555E-1,2.603736520E-2
1.766679498E0,-1.506502032E-1,-1.336228400E-1,8.780929260E-3
1.786789550E0,-3.588727675E-3,1.542389300E-2,2.191414498E-2
1.806899654E0,1.672957987E-1,1.152974218E-1,6.558972597E-2
1.827009706E0,2.639623582E-1,2.212794125E-1,1.482068151E-1
1.847119758E0,2.775537372E-1,1.904316396E-1,2.077644169E-1
1.867229863E0,2.224247605E-1,5.833591148E-2,1.923405379E-1
1.887339915E0,1.408766508E-1,-3.665083647E-2,2.468586415E-1
1.907449967E0,1.708081663E-1,4.413371533E-2,4.154524803E-1
1.927560071E0,2.167744190E-1,1.366770715E-1,3.908658922E-1
1.947670123E0,1.646996886E-1,4.138490185E-2,2.538833916E-1
1.967780175E0,1.031568274E-1,-1.597365588E-1,1.370588541E-1
1.987890227E0,5.138752609E-2,-2.312056869E-1,-4.512634128E-2
2.008000331E0,6.642963737E-3,-9.376505762E-2,-2.169271260E-1
2.028110383E0,-7.154548168E-2,2.171562016E-1,-2.170798481E-1
2.048220435E0,-2.905342281E-1,7.692857385E-1,2.097496837E-1
2.068330540E0,-6.016082168E-1,6.700230837E-1,1.384332627E-1
2.088440592E0,-7.408813834E-1,7.375217080E-1,5.871769413E-2
2.108550644E0,-5.962632895E-1,4.694361091E-1,2.300603539E-1
2.128660748E0,-1.863847673E-1,1.887518018E-1,-5.978667364E-2
2.148770800E0,1.236202121E-1,4.703523964E-2,-1.592020690E-1
2.168880852E0,2.505237460E-1,-9.773556143E-3,-2.207449228E-1
2.188990904E0,2.355579734E-1,5.054761097E-2,-1.523300409E-1
2.209101008E0,1.906607002E-1,9.788827598E-2,-8.895463496E-2
2.229211060E0,1.205659807E-1,4.657710344E-2,-1.214058883E-2
2.249321113E0,-1.000262424E-2,-5.451811850E-2,6.635328382E-2
2.269431165E0,-1.059056446E-1,1.695101149E-2,1.115559787E-1
2.289541269E0,-1.028514057E-1,9.880454093E-2,1.164427623E-1
2.309651321E0,-3.626905754E-2,1.756185852E-2,2.710634656E-2
2.329761373E0,-3.229855001E-2,-1.843231618E-1,-9.185615927E-2
2.349871477E0,-1.207186878E-1,-1.826433241E-1,-1.384332627E-1
2.369981529E0,-2.491493225E-1,-8.139539510E-2,-1.326302141E-1
2.390091581E0,-3.583382666E-1,-6.963659078E-2,-1.237729266E-1
2.410201633E0,-5.148679018E-1,-2.518217862E-1,-1.231620759E-1
2.430311738E0,-6.109235883E-1,-1.088987947E0,-3.077143058E-2
2.450421790E0,2.725905925E-2,-1.799403310E0,2.856474519E-1
2.470531842E0,4.444677234E-1,-1.283390045E0,3.268796504E-1
2.490641894E0,4.580591023E-1,-6.829272509E-1,1.039203927E-1
2.510751998E0,3.213820159E-1,-2.105895877E-1,-1.546207070E-1
2.530862050E0,7.032378763E-2,-4.031591862E-2,-2.329618782E-1
2.550972102E0,-4.497363046E-2,6.795676053E-2,-2.438044101E-1
2.571082154E0,-7.643226534E-2,2.916795574E-2,-2.616716921E-1
2.591192206E0,3.825430945E-2,-8.017370105E-2,-2.016559541E-1
2.611302310E0,2.847311795E-1,-3.674246371E-1,1.091889478E-2
2.631412363E0,4.224772453E-1,-3.042019308E-1,1.030041203E-1
2.651522415E0,2.858001590E-1,-1.831014603E-1,9.200886637E-2
2.671632467E0,1.885990985E-2,-1.930277348E-1,-6.009209901E-2
2.691742571E0,-1.228566542E-1,-9.147437662E-2,-2.208976448E-1
2.711852623E0,-2.085279822E-1,-1.099525020E-2,-1.952420622E-1
2.731962675E0,-2.456369549E-1,5.512896553E-2,-8.513683826E-2
2.752072727E0,-3.071798086E-1,3.038965166E-2,6.085565686E-2
2.772182779E0,-2.598391473E-1,3.130592033E-2,1.792073101E-1
2.792292883E0,-1.071273386E-1,2.153236568E-1,1.278961450E-1
2.812402935E0,-9.628479928E-2,3.498627543E-1,9.796462953E-2
2.832512988E0,-1.318666488E-1,3.816268146E-1,5.642701685E-2
2.852623040E0,-1.204132661E-1,3.020639718E-1,7.711946499E-3
2.872733092E0,-1.343100369E-1,3.504736125E-1,1.427855436E-2
2.892843196E0,-2.297549248E-1,4.498890042E-1,1.450762269E-3
2.912953248E0,-2.916032076E-1,4.303418994E-1,3.130592173E-3
2.933063300E0,-1.750840992E-1,3.840702176E-1,3.458922729E-2
2.953173352E0,-1.107160654E-2,3.422271907E-1,4.558447748E-2
2.973283404E0,4.665346071E-2,2.035648525E-1,5.047125369E-2
2.993393508E0,6.452073902E-2,1.090362370E-1,3.626905754E-2
3.013503560E0,8.025006205E-2,1.557660550E-1,8.475505747E-3
3.033613613E0,2.084516361E-2,2.605263591E-1,1.275143679E-2
3.053723665E0,-4.863871261E-2,2.660239935E-1,4.543176666E-2
3.073833717E0,-4.405735806E-2,1.611109674E-1,2.954973653E-2
3.093943821E0,2.954973653E-2,8.842013776E-2,3.122956678E-2
3.114053873E0,8.574768156E-2,3.008422814E-2,1.748550311E-2
3.134163925E0,1.040730998E-1,1.359135192E-2,2.160872146E-2
3.154273977E0,8.131904155E-2,2.916795574E-2,2.496838197E-2
3.174384029E0,1.137703005E-2,9.223793447E-2,2.481566928E-2
3.194494081E0,-5.413633958E-2,5.146388337E-2,-1.382041909E-2
3.214604185E0,-3.290939704E-2,8.750387281E-2,4.115583375E-2
3.234714238E0,1.779092662E-2,1.985253580E-2,5.780142173E-2
3.254824290E0,6.986565888E-2,-4.382828996E-2,9.697199799E-3
3.274934342E0,8.864920586E-2,-5.818320066E-2,-1.687465608E-2
3.295044394E0,7.475243509E-2,-6.413896102E-3,-3.962871432E-2
3.315154446E0,4.115583375E-2,5.650337040E-2,-2.008160390E-2
3.335264498E0,-4.352286924E-3,7.650861889E-2,3.077143058E-2
3.355374602E0,-4.100312293E-2,6.963659078E-2,5.398362502E-2
3.375484654E0,-4.253023863E-2,3.939964995E-2,2.496838197E-2
3.395594706E0,-7.551599294E-2,1.756185852E-2,-2.863346599E-2
3.415704758E0,-1.042258143E-1,6.719320081E-3,-6.360447407E-2
3.435814810E0,-1.016297117E-1,-2.977880463E-2,-4.222481698E-2
3.455924863E0,-6.650599837E-2,-1.200314835E-1,2.160872146E-2
3.476034967E0,-6.238277629E-2,-1.333174109E-1,4.054498672E-2
3.496145019E0,-9.261971712E-2,-8.719844371E-2,2.389939874E-2
3.516255071E0,-1.680593491E-1,-7.330167294E-2,-9.697199799E-3
3.536365123E0,-2.454842478E-1,-1.960819662E-1,1.473669056E-2
3.556475175E0,-5.215108395E-2,-3.520007432E-1,1.440836042E-1
3.576585227E0,1.995179802E-1,-1.696628332E-1,1.943257898E-1
3.596695279E0,2.030303627E-1,-1.365243644E-1,1.126249656E-1
3.616805331E0,1.034622565E-1,-1.583621502E-1,2.939702384E-2
3.636915383E0,8.376242965E-2,-1.852394342E-1,-5.421269219E-3
3.657025488E0,1.527881771E-1,-2.041756958E-1,-2.977880416E-3
3.677135540E0,1.552315652E-1,-1.831014603E-1,-1.061347127E-2
3.697245592E0,7.490514219E-2,-2.044811249E-1,-3.130592173E-3
3.717355644E0,-1.443126611E-2,-1.708845198E-1,-2.115058713E-2
3.737465696E0,-5.688514933E-2,-1.939439960E-2,-6.192464009E-2
3.757575748E0,-8.376242965E-2,1.278197914E-1,-9.093988687E-2
3.777685800E0,-1.347681731E-1,1.864611208E-1,-8.987089992E-2
3.797795852E0,-1.540098637E-1,1.638597846E-1,-8.528954536E-2
3.817905956E0,-1.175117418E-1,8.994726092E-2,-9.078717232E-2
3.838016008E0,-4.848600179E-2,6.459710002E-2,-8.437328041E-2
3.858126060E0,-2.252499200E-2,5.299099907E-2,-5.764871091E-2
3.878236113E0,-2.664821222E-2,4.428642616E-2,-2.695363574E-2
3.898346165E0,-3.886515647E-2,5.222744122E-2,-1.550024934E-2
3.918456217E0,-4.772244394E-2,3.023693897E-2,-2.344126441E-2
3.938566269E0,-4.191939160E-2,-2.092151903E-2,-3.779617324E-2
3.958676321E0,3.703261539E-2,-3.512371704E-2,-3.581092134E-2
3.978786373E0,1.269798726E-1,9.162709117E-3,-2.084516361E-2
3.998896425E0,1.181225851E-1,1.771457121E-2,-6.642963737E-3
4.019006529E0,8.101361990E-2,4.138490185E-2,-7.711946499E-3
4.039116581E0,8.528954536E-2,3.268032894E-2,-1.756185899E-3
4.059226633E0,1.205659807E-1,-3.268032894E-2,1.519482583E-2
4.079336685E0,1.301868260E-1,-1.035386100E-1,9.391776286E-3
4.099446738E0,8.101361990E-2,-1.078145429E-1,-2.214321401E-3
4.119556790E0,6.948387716E-3,-7.009471953E-2,-9.086352773E-3
4.139666842E0,-4.161396995E-2,-2.397575416E-2,-2.420482226E-2
4.159776894E0,-4.833329096E-2,9.162708884E-4,-4.268295318E-2
4.179886946E0,-2.909160033E-2,-1.053711493E-2,-6.299362332E-2
4.199996998E0,-6.337540224E-3,-8.017370105E-2,-8.284615725E-2
4.220107050E0,9.086352773E-3,-1.029277667E-1,-7.215633243E-2
4.240217102E0,5.573981442E-3,-7.421794534E-2,-4.924955964E-2
4.260327154E0,-1.412584260E-2,-4.306473210E-2,-4.176668078E-2
4.280437206E0,-1.046075951E-2,-3.665083647E-2,-4.802786559E-2
4.300547258E0,1.519482583E-2,-5.375456065E-2,-4.711159319E-2
4.320657310E0,4.359922186E-2,-1.664558798E-2,-2.832804248E-2
4.340767415E0,7.154548168E-2,1.114796288E-2,-1.145338640E-3
4.360877467E0,5.215108395E-2,-6.261184346E-3,-4.199574701E-3
4.380987519E0,-8.170082234E-3,1.863084175E-2,-2.527380548E-2
4.401097571E0,-5.535803363E-2,7.177454978E-2,-4.115583375E-2
4.421207623E0,-6.604786217E-2,9.651386738E-2,-3.489464894E-2
4.441317675E0,-4.191939160E-2,8.108997345E-2,-2.145601064E-2
4.461427727E0,-2.214321401E-3,5.299099907E-2,-6.948387716E-3
4.481537779E0,3.275668249E-2,2.794626169E-2,1.687465608E-2
4.501647831E0,5.627430230E-2,-1.969982497E-2,3.565821052E-2
4.521757883E0,6.956022978E-2,-3.527642787E-2,3.352024406E-2
4.541867935E0,3.626905754E-2,-2.473931387E-2,1.718007959E-2
4.561977988E0,-1.244601328E-2,-1.908897609E-2,6.490251981E-3
4.582088040E0,-1.366770733E-2,1.191152167E-2,1.351499557E-2
4.602198092E0,-2.290677221E-4,1.313321572E-2,1.824906096E-2
4.622308144E0,1.214058883E-2,-1.893626526E-2,2.053973824E-2
4.642418196E0,2.588465251E-2,-4.947862774E-2,2.115058713E-2
4.662528248E0,2.573194169E-2,-6.077930331E-2,1.809635013E-2
4.682638300E0,1.603474026E-3,-4.107947648E-2,2.038702741E-2
4.702748352E0,-9.391776286E-3,-3.573456407E-2,6.948387716E-3
4.722858404E0,-1.756185899E-3,-3.985778242E-2,-1.351499557E-2
4.742968456E0,2.451024577E-2,-5.741964281E-2,-1.412584260E-2
4.763078508E0,4.986040667E-2,-6.459710002E-2,-7.711946499E-3
4.783188613E0,3.367295489E-2,-5.039490014E-2,-1.091889478E-2
4.803298613E0,-1.366770733E-2,-8.857285604E-3,-2.512109280E-2
4.823408665E0,-3.229855001E-2,3.191677108E-2,-3.122956678E-2
