Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
5.343048454,0.34037903,3.33439827,8.949156761,-0.159049362,-0.024204822,0.005268557
5.363158715,0.488135815,3.301496983,9.272188187,-0.19951798,-0.034894649,-7.64E-05
5.383268975,0.594018221,3.178266764,9.709476471,-0.164394274,0.007101099,-0.012751437
5.403379236,0.445065022,3.136990547,9.708877563,-0.086358532,0.045431767,-0.002519745
5.423489496,0.392422915,3.164507866,9.277571678,-0.045889899,0.047875155,0.025121093
5.443599704,0.560518682,3.262613773,8.880961418,-0.061008371,0.039323293,0.028480753
5.463709965,0.728614509,3.290131092,8.730213165,-0.090176329,0.041003123,-0.005573981
5.483820225,0.665204704,3.284747362,8.72841835,-0.10132429,0.038101599,-0.034131091
5.503930486,0.606580555,3.246462107,8.654839516,-0.11384666,0.02893889,-0.051845662
5.524040746,0.642472863,3.131606579,8.61296463,-0.1260636,0.043141089,-0.061771929
5.544151007,0.784247637,3.041875839,8.553742409,-0.126674444,-0.002519745,-0.08269345
5.564261267,1.220339537,2.796013355,8.440681458,-0.086511239,-0.163172573,-0.122856654
5.584371527,1.193420291,2.45383954,8.662017822,0.070781924,-0.348564714,-0.109876148
5.604481736,0.993021369,2.369492531,8.637491226,0.358338267,-0.54594475,-0.034589227
5.624591996,1.048056364,2.35274291,7.777870178,0.590307534,-0.601989985,0.0290916
5.644702257,1.056431174,2.539382935,6.445067883,0.571676672,-0.429883748,0.051387526
5.664812517,0.836889744,2.86480689,5.470590591,0.294199318,-0.125910893,0.057954133
5.684922777,0.617946446,3.154936552,5.549553871,-0.092314295,0.142403767,0.066964127
5.705033038,0.548554599,3.46121788,6.983452797,-0.320313036,0.189133585,0.058870405
5.725143298,0.552143812,3.630510092,8.525627136,-0.2836622,0.039017867,0.001908898
5.745253559,0.552143812,3.457030535,9.583852768,-0.114610218,-0.185315788,-0.046806172
5.765363767,0.937986493,2.945564747,10.06899738,0.024815669,-0.280149818,-0.086969376
5.785474027,1.097707391,2.613560438,10.24726295,0.113083102,-7.64E-05,-0.111403272
5.805584288,0.437288344,2.916252613,9.727422714,0.205473751,0.351771653,-0.117664456
5.825694548,-0.470189661,3.356531858,8.530412674,0.166226804,0.415605217,-0.062993623
5.845804809,-0.434297323,3.422334671,8.205587387,-0.006948388,0.185315788,0.029702447
5.865915069,0.534197629,2.941377163,9.531210899,-0.078722939,0.064826168,0.067574978
5.886025329,0.991226792,2.59740901,10.97946644,0.144999862,0.224410012,0.065895148
5.90613559,0.518046081,2.972483873,10.67617607,0.477148056,0.371929616,0.060550235
5.92624585,-0.263210505,3.547359467,8.950951576,0.518838406,0.288243562,0.114992
5.946356111,-0.228514567,3.823730469,8.29531765,0.199365273,-0.01809635,0.184017733
5.966466371,0.524028182,3.557528973,10.14197922,-0.104378529,-0.114610218,0.215018243
5.986576632,1.200000525,3.259622574,12.66162109,0.030313294,0.154315293,0.162638083
6.006686892,0.537786901,3.657429457,12.72263813,0.459586203,0.44462046,0.061771929
6.026797152,-0.927816987,4.182653904,10.02293587,0.549838901,0.326421499,0.091703445
6.046907361,-0.99900347,4.334000111,8.383254051,0.165005118,-0.066658705,0.18569757
6.067017621,-0.16331014,4.490729809,9.628120422,-0.198907137,-0.140113086,0.175771296
6.087127882,0.232702002,4.559523582,11.13619614,-0.295421004,-0.039476004,0.045889899
6.107238142,0.267996132,4.231108665,11.19123173,-0.431945354,-0.084220566,-0.055510744
6.127348402,0.516251504,3.710071564,11.60638618,-0.778448463,-0.117359027,-0.079181075
6.147458663,0.737587571,3.294318676,13.60738373,-0.849459469,0.11995513,-0.076279551
6.167568923,0.38285163,2.925225735,14.24806213,-0.493335515,0.41026029,-0.075515993
6.187679184,-0.324227482,2.882154942,12.14357471,-0.143167332,0.47852248,0.002519745
6.207789444,-0.455234498,3.163311481,9.660423279,-0.02817533,0.345510483,0.088649206
6.227899704,-0.31226337,3.332603693,8.16610527,-0.074141584,0.137669697,0.099797174
6.248009965,-0.37148571,3.306880951,7.947162151,-0.159660205,-0.007864659,0.121864028
6.268120225,-0.314656168,3.066402197,8.61296463,-0.177832902,-0.005268557,0.137898773
6.288230486,-0.352343142,2.839084148,9.083154678,-0.031229567,0.081929892,0.142327413
6.308340746,-0.431306273,2.675773859,8.696713448,0.15813309,0.07291989,0.160500124
6.328451007,-0.424127817,2.656033039,7.849056244,0.292214066,0.031229567,0.214407384
6.348561267,-0.157328084,2.742773056,6.953542709,0.286105573,-0.016721943,0.238077715
6.368671527,0.178265289,2.979662418,6.532405853,0.188370019,-0.037643462,0.20264858
6.388781788,0.561116934,3.060420275,6.637091637,0.082388021,-0.06849125,0.097659208
6.408892048,0.635294437,2.818146944,7.2065835,0.046653461,-0.063909896,-0.002672457
6.429002309,0.366101861,2.559721947,7.951349735,0.15080291,-0.012751437,-0.023593975
6.449112569,0.219541475,2.624328136,8.094919205,0.34932828,0.026342789,-0.009239065
6.469222829,0.200997099,2.97726965,7.265207767,0.458669931,0.047722444,-0.032145835
6.48933309,0.193818629,3.246462107,6.390631199,0.385215551,-0.010308048,-0.091703445
6.50944335,0.403788835,3.187838078,6.403791428,0.199059844,-0.089718193,-0.204710186
6.529553611,0.61914283,2.89292264,7.55593586,0.10239327,-0.062993623,-0.318480492
6.549663871,0.937986493,2.770888567,8.977272034,0.218759671,-0.050318543,-0.443856895
6.569774132,-0.086141616,3.126222849,9.460622787,0.454088569,-0.180123583,-0.488601446
6.589884392,-1.272981644,3.22492671,9.158528328,0.594430745,-0.608251154,-0.30763796
6.609994652,-0.620937467,2.998206854,8.743971825,0.46859619,-0.771958232,-0.112014115
6.630104913,0.932004392,3.254837036,9.188439369,0.206237301,-0.28106609,-0.095063105
6.650215173,1.256231904,3.792025566,9.716654778,-0.067269556,0.286105573,-0.251592726
6.670325434,-0.050847482,4.217350006,10.13061333,-0.387964368,0.358796418,-0.285342038
6.690435694,-0.28713873,4.089931965,11.85105228,-0.649559677,0.114152081,-0.234336287
6.710545954,0.318245411,3.756133318,14.21276855,-0.644825637,0.063299045,-0.238459498
6.730656215,0.547358155,3.553341627,15.24527168,-0.442635208,0.112472251,-0.238306791
6.750766475,0.619741082,3.224328518,14.16132259,-0.454088569,0.174625963,-0.186537474
6.770876736,0.488734037,3.288934708,13.63908863,-0.602371752,0.315273553,-0.059328541
6.790986996,0.245862529,3.515654564,13.51944828,-0.527084827,0.435915887,0.067574978
6.811097257,-0.041874398,3.854837179,12.29671574,-0.375136584,0.361850649,0.202343151
6.831207517,0.564107955,3.964308977,10.41476059,-0.405984372,0.202266797,0.262969732
6.851317777,1.447059512,3.804588079,9.650852203,-0.603746176,0.087885648,0.180047229
6.871428038,1.640878081,3.513261795,10.45065308,-0.59000212,0.064062603,0.041003123
6.891538298,0.997208834,3.084946632,10.90170002,-0.272056103,0.019012621,-0.042988375
6.911648559,0.113060869,2.653042078,10.01994514,0.126216322,-0.118122585,-7.64E-05
6.931758819,-0.350548506,2.435893536,8.545368195,0.401097596,-0.266711175,0.097201072
6.951869079,-0.544965386,2.398206472,7.159923553,0.52693212,-0.320313036,0.183559597
6.97197934,-0.717846811,2.556132793,6.145965099,0.498069584,-0.338180304,0.222806543
