Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
6.089580332,0.548554599,2.917448997,9.485747337,-0.025731942,0.071850911,-0.105600223
6.109690384,0.680159807,2.976671457,9.071190834,-0.057496,0.023593975,-0.098422766
6.129800436,0.839282513,2.897109985,9.118449211,-0.112930387,0.005879405,-0.117053606
6.149910488,0.777069151,2.789433002,9.55394268,-0.07933379,0.026190076,-0.116595469
6.17002054,0.545563579,2.742773056,9.532406807,0.028786177,0.046653461,-0.075668707
6.190130592,0.440877587,2.801995277,8.974879265,0.098728187,0.029702447,-0.01641652
6.210240592,0.583250523,2.913859844,8.505886078,0.091703445,0.004352287,0.024204822
6.230350644,0.830309451,3.023929596,8.249256134,0.019623468,-0.00801737,0.020997874
6.250460696,0.978664458,3.135794163,8.36052227,-0.078875653,-0.00465771,-0.014583978
6.270570748,1.082752228,3.075375319,8.754141808,-0.135226309,0.038865156,-0.061313793
6.2906808,0.900897741,2.953341246,9.071190834,-0.113235809,0.113388524,-0.080860905
6.310790852,0.490528643,2.953341246,8.973683357,-0.051540237,0.132630214,-0.047569729
6.330900904,0.462412983,2.922832966,8.629117012,-0.02893889,0.093688697,-7.64E-05
6.351010957,0.766301453,2.881556749,8.533403397,-0.057801422,0.094604969,0.003894151
6.371121009,0.821934581,2.801995277,8.780462265,-0.043599222,0.18363595,-0.011835165
6.391231009,0.479760945,2.690130949,8.908478737,0.077959381,0.258617461,0.024968382
6.411341061,0.0526421,2.740978241,8.384450912,0.238154069,0.265031368,0.107890897
6.431451113,-0.076570325,2.83370018,7.580461979,0.300307781,0.226853401,0.197150946
6.451561165,0.199800685,2.89292264,6.789036274,0.184399515,0.316647947,0.2583884
6.471671217,0.717846811,2.946761131,6.655636311,-0.041766681,0.505552471,0.253807038
6.491781269,0.819541752,2.941377163,7.340581894,-0.152635455,0.629096329,0.200663328
6.511891321,0.586839736,2.87318182,7.887341499,-0.090329036,0.538080096,0.169204697
6.532001373,0.412761897,2.925823927,8.071588516,0.028786177,0.281218797,0.150726557
6.552111373,0.513858676,2.859423161,8.137989998,0.122398518,-0.026800923,0.096437514
6.572221425,0.478564531,2.653042078,8.271389961,0.16149275,-0.16256173,0.067574978
6.592331477,0.348155707,2.486740828,8.632705688,0.196616456,-0.12972869,0.112701319
6.612441529,0.282353073,2.574079037,8.962317467,0.299849659,-0.052151084,0.171800792
6.632551582,0.117846519,2.853441,8.779266357,0.398654193,0.010766183,0.227235183
6.652661634,0.136989102,3.151945591,8.181060791,0.341539979,0.021150587,0.253043473
6.672771686,0.488734037,3.285943747,8.368298531,0.106211066,-0.058259558,0.230747551
6.692881686,1.006181955,3.242274761,10.21974564,-0.029244313,-0.126979873,0.159736559
6.712991738,1.135992527,3.130410194,12.37328625,0.150650203,-0.109112591,0.043141089
6.73310179,0.38823548,3.199203968,12.69093323,0.495320767,0.021150587,-0.025731942
6.753211842,-0.774078131,3.647858143,10.78385353,0.5217399,-0.05856498,-0.026648212
6.773321894,-0.877567709,3.681357622,9.980463028,0.119344287,-0.352535218,-0.009239065
6.793431946,-0.418145746,3.471387386,11.93181038,-0.21540001,-0.392240286,-0.005573981
6.813541998,-0.132801652,3.285345554,13.97886944,-0.214789167,-0.188675448,-0.053678203
6.83365205,-0.437288344,3.276970625,14.07637787,-0.143625468,-0.084525988,-0.074294299
6.85376205,-0.537188709,3.228515863,13.23948765,-0.237237811,-0.105294794,-0.036879905
6.873872102,-0.288335115,3.284747362,12.86740398,-0.401708424,-0.046500746,-0.022372281
6.893982154,-0.216550455,3.32901454,12.60359478,-0.511966348,0.084678702,-0.034436513
6.914092207,-0.24047868,3.191427231,11.95872974,-0.575799882,0.144694448,-0.053678203
6.934202259,-0.254237413,3.007179976,11.23310566,-0.631234288,0.15003936,-0.070476502
6.954312311,-0.357726991,2.843271494,10.83470058,-0.628943622,0.171571717,-0.066047862
6.974422363,-0.49232325,2.611167669,10.4350996,-0.534415007,0.175694943,-0.033520244
6.994532363,-0.577268481,2.453241348,9.895518303,-0.387048096,0.147595972,0.011835165
7.014642415,-0.621535659,2.288734913,9.27278614,-0.240902886,0.06681142,0.066353284
7.034752467,-0.562911511,2.204986095,8.75713253,-0.101171576,-0.012140589,0.130874023
7.054862519,-0.422333211,2.190030813,8.255238533,0.004046863,-0.058870405,0.17531316
7.074972571,-0.230907381,2.237887383,7.911269665,0.081166327,-0.061466504,0.201121464
7.095082623,-0.034695927,2.286940336,7.605587006,0.141792923,-0.048791423,0.197914511
7.115192675,0.119641133,2.304886341,7.289734364,0.172029853,-0.050623968,0.173022479
7.135302727,0.345164657,2.221735716,7.121638298,0.18363595,-0.059786674,0.131332159
7.155412727,0.521037102,2.14995122,7.146762848,0.213414758,-0.075515993,0.070323788
7.175522779,0.491725057,2.173281193,7.259823799,0.291297793,-0.09796463,0.00465771
7.195632832,0.339182615,2.234298229,7.122236729,0.383841157,-0.128048852,-0.052151084
7.215742884,0.250648171,2.271386862,6.734599113,0.41392538,-0.195700184,-0.087580226
7.235852936,0.366700083,2.330011129,6.672386169,0.386895388,-0.232503742,-0.114762932
7.255962988,0.558724105,2.458027124,6.97567606,0.385215551,-0.20654273,-0.176458508
7.276072988,0.423529595,2.635095835,6.93619442,0.373151332,-0.143320039,-0.2696127
7.29618304,-0.138783708,2.759522676,6.623332977,0.25342527,-0.129423261,-0.323978126
7.316293092,-0.374476731,2.641676188,6.942774773,0.060550235,-0.173709691,-0.316647947
7.336403144,-0.154935271,2.486142635,8.126624107,-0.111555979,-0.174931377,-0.288548976
7.356513196,-0.006580262,2.478964329,9.7196455,-0.161187321,-0.075210571,-0.252203554
7.376623248,0.078364939,2.443071842,10.92203903,-0.027259059,0.093688697,-0.211582214
7.3967333,0.058025949,2.480160713,11.07817078,0.104531236,0.210665941,-0.17401512
7.416843352,-0.099302143,2.840878725,11.07817078,0.200281546,0.251439989,-0.115373775
7.436953352,-0.3912265,3.288934708,11.0811615,0.258312047,0.070629217,-0.047111593
7.457063404,-0.423529595,3.941577196,10.89212894,0.191271544,-0.264573216,0.037643462
7.477173457,1.155733347,3.433102369,10.97946644,-0.122398518,-0.684301615,0.01137703
7.497283509,3.384647608,2.436491728,12.64487171,-0.50921756,-0.601989985,-0.174625963
7.517393561,3.504288673,2.390429735,14.95155239,-0.617948353,-0.00038178,-0.430723667
7.537503613,1.326820135,2.380858421,15.7621212,-0.362156063,0.37483114,-0.437901139
7.557613665,-0.28414768,2.30189538,14.17328644,-0.092772424,0.28473118,-0.148054108
7.577723665,0.066400826,2.76909399,12.2602253,-0.052151084,0.044057358,0.120795049
7.597833717,1.428515077,3.07836628,11.08833981,-0.172487989,-0.053983625,0.116366401
7.617943769,1.898704767,3.184846878,10.68814087,-0.33161372,0.014583978,-0.00297788
7.638053821,1.700698733,3.040081263,10.52901745,-0.421866387,0.141792923,-0.107738182
7.658163873,1.030708313,2.81695056,10.2652092,-0.426295042,0.208222553,-0.126979873
7.678273925,0.528813779,2.555534601,10.01815033,-0.328864902,0.217537984,-0.054899897
7.698383977,0.411565483,2.425125837,9.565906525,-0.136142582,0.154315293,0.01885991
7.718493977,0.414556533,2.400001049,8.754141808,0.045126341,0.018249061,0.050165832
7.738604029,0.381655216,2.353341103,7.961519241,0.150497496,-0.100102596,0.069865659
7.758714082,0.370289296,2.309672117,7.384250641,0.190355271,-0.140571222,0.084220566
7.778824134,0.358923405,2.272583246,7.038487911,0.190355271,-0.097506493,0.09155073
7.798934186,0.428315252,2.18644166,6.847062111,0.196311042,0.005879405,0.089107342
7.819044238,0.433100909,2.134397745,6.665805817,0.220897645,0.102851406,0.067727692
7.839154238,0.320040017,2.140978098,6.425925255,0.251439989,0.156605959,0.029549737
7.85926429,0.017946171,2.184647083,6.162714481,0.266100347,0.152635455,0.002825169
