"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.393667100E-2,1.193442866E-1,-2.028776407E-1,3.611634299E-2
5.404682800E-2,1.575222313E-1,-1.798181683E-1,4.772244394E-2
7.415693200E-2,1.538571566E-1,-4.390464723E-2,6.620056927E-2
9.426703600E-2,4.588989913E-2,1.947075687E-2,7.124006003E-2
1.143771920E-1,-6.879667193E-2,3.871244565E-2,4.176668078E-2
1.344872960E-1,-9.277242422E-2,-2.290677221E-4,-7.406522986E-3
1.545974530E-1,-3.687990457E-2,-6.345175952E-2,-5.764871091E-2
1.747075570E-1,4.199574701E-3,-8.315158635E-2,-8.666395396E-2
1.948177130E-1,-4.046862945E-3,-3.321481869E-2,-9.139802307E-2
2.149278170E-1,-2.405211143E-2,5.902311578E-2,-9.277242422E-2
2.350379730E-1,-3.565821052E-2,1.546207070E-1,-1.059056446E-1
2.551480780E-1,-6.223006546E-2,1.779856235E-1,-9.979717433E-2
2.752582340E-1,-8.483141661E-2,1.159846261E-1,-1.124722511E-1
2.953683380E-1,-9.994988143E-2,3.031329438E-2,-1.314085126E-1
3.154784940E-1,-1.100288630E-1,-5.726693198E-3,-1.253000498E-1
3.355885980E-1,-1.283542812E-1,1.908897655E-3,-9.200886637E-2
3.556987550E-1,-1.282015741E-1,3.016058356E-2,-4.802786559E-2
3.758088590E-1,-1.104869992E-1,7.505785674E-2,-2.145601064E-2
3.959189630E-1,-1.176644564E-1,1.117086932E-1,-4.657710437E-3
4.160291190E-1,-1.515664756E-1,1.446944475E-1,2.367033157E-3
4.361392230E-1,-1.821088344E-1,1.828723997E-1,2.328855172E-2
4.562493800E-1,-1.900498569E-1,1.743205339E-1,5.123481527E-2
4.763594840E-1,-1.558424085E-1,1.103342846E-1,5.398362502E-2
4.964696400E-1,-7.108735293E-2,1.168245357E-2,2.817532979E-2
5.165797440E-1,3.168770298E-2,-7.459972054E-2,5.421269219E-3
5.366899010E-1,9.368869662E-2,-1.340046227E-1,7.101099472E-3
5.568000050E-1,6.421531737E-2,-1.512610465E-1,1.611109637E-2
5.769101610E-1,-2.573194169E-2,-8.987089992E-2,1.611109637E-2
5.970202650E-1,-9.338327497E-2,-2.649549954E-2,9.239064530E-3
6.171304210E-1,-1.242310628E-1,-5.428905040E-2,-3.894151188E-3
6.372405260E-1,-1.167481840E-1,-1.124722511E-1,-1.840177365E-2
6.573506820E-1,-6.497887522E-2,-9.827005118E-2,-1.183516532E-2
6.774607860E-1,1.305686031E-2,-3.275668249E-2,1.214058883E-2
6.975709420E-1,4.146125913E-2,-4.810422193E-3,4.558447748E-2
7.176810460E-1,-2.710634656E-2,-1.244601328E-2,8.895463496E-2
7.377912030E-1,-1.091125906E-1,-4.421006888E-2,9.521581978E-2
7.579013070E-1,-1.304922402E-1,-7.276718318E-2,6.757497787E-2
7.780114630E-1,-1.114032716E-1,-4.695888236E-2,4.390464723E-2
7.981215670E-1,-6.299362332E-2,-1.015533600E-2,4.100312293E-2
8.182317230E-1,-2.557922900E-2,-2.825168660E-3,5.184566230E-2
8.383418280E-1,-3.092414327E-2,-6.032116711E-3,5.764871091E-2
8.584519840E-1,-6.375718117E-2,2.206685767E-2,5.092938989E-2
8.785620880E-1,-8.712209016E-2,2.832804248E-2,4.222481698E-2
8.986722440E-1,-9.246700257E-2,2.481566928E-2,5.215108395E-2
9.187823480E-1,-6.956022978E-2,-8.628217503E-3,6.696412712E-2
9.388925050E-1,-4.680617154E-2,-5.932854116E-2,7.643226534E-2
9.590026090E-1,-1.244601328E-2,-7.689040154E-2,8.391514421E-2
9.791127650E-1,1.626380906E-2,-6.788039953E-2,9.704835713E-2
9.992228690E-1,-4.963133950E-3,-7.711946499E-3,1.426328421E-1
1.019333026E0,-4.207210615E-2,8.192989230E-2,1.768402755E-1
1.039443182E0,-4.634803534E-2,1.198024154E-1,1.803526580E-1
1.059553286E0,-3.016058356E-2,8.162446320E-2,1.829487532E-1
1.079663390E0,-1.412584260E-2,-6.642963737E-3,1.637070626E-1
1.099773546E0,-3.741439432E-3,-2.893888950E-2,1.449235082E-1
1.119883703E0,1.901262067E-2,-5.719057471E-2,1.316375881E-1
1.139993807E0,2.817532979E-2,-1.110978425E-1,1.256818175E-1
1.160103963E0,-1.000262424E-2,-1.060583517E-1,1.229330078E-1
1.180214067E0,-7.215633243E-2,-2.832804248E-2,1.163664013E-1
1.200324223E0,-1.062110662E-1,3.153498843E-2,9.155073017E-2
1.220434328E0,-8.727480471E-2,5.138752609E-2,5.367820337E-2
1.240544484E0,-3.336753324E-2,3.382566571E-2,2.405211143E-2
1.260654588E0,-6.337540224E-3,2.069245093E-2,7.864658721E-3
1.280764744E0,-1.626380906E-2,2.176143415E-2,2.825168660E-3
1.300874901E0,-4.512634128E-2,2.527380548E-2,-6.490251981E-3
1.320985005E0,-9.750649333E-2,7.139277458E-2,1.855448633E-2
