"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.289391900E-2,1.077368379E0,4.162314892E0,8.949156761E0
3.300376200E-2,5.611169338E-1,4.389034748E0,8.962317467E0
5.311355400E-2,8.422735929E-1,4.047459602E0,9.049654961E0
7.322334600E-2,8.219345808E-1,3.962514400E0,9.303893089E0
9.333313700E-2,7.034898400E-1,4.109074593E0,9.318847656E0
1.134429290E-1,7.585247755E-1,4.128217220E0,8.986245155E0
1.335527210E-1,6.909275651E-1,4.177868366E0,8.819944382E0
1.536625640E-1,6.556333899E-1,4.217947960E0,8.812766075E0
1.737723560E-1,6.675975323E-1,4.178466320E0,8.808578491E0
1.938821480E-1,5.264210105E-1,4.132404804E0,8.779864311E0
2.139919390E-1,2.907279432E-1,4.143770695E0,8.778069496E0
2.341017310E-1,2.039881349E-1,4.108476639E0,8.858229637E0
2.542115750E-1,1.896311939E-1,4.063013077E0,9.004789352E0
2.743213660E-1,1.633101404E-1,4.072584152E0,9.148957253E0
2.944311580E-1,1.375873089E-1,4.085146427E0,9.232706070E0
3.145409500E-1,1.304088384E-1,4.037888050E0,9.208179474E0
3.346507940E-1,1.854437590E-1,3.991228104E0,9.094520569E0
3.547605850E-1,2.404786795E-1,4.006183147E0,9.052047729E0
3.748703770E-1,1.214357466E-1,3.984049797E0,9.123234749E0
3.949801690E-1,2.213360928E-2,3.899104595E0,9.180662155E0
4.150899600E-1,4.366901144E-2,3.908077478E0,9.159725189E0
4.351997520E-1,1.405783296E-1,3.969094515E0,9.080761909E0
4.553095960E-1,2.787638307E-1,3.986442566E0,9.023334503E0
4.754193870E-1,3.714857101E-1,4.020540237E0,8.922835350E0
4.955291790E-1,4.265206456E-1,4.048655987E0,8.854640007E0
5.156389710E-1,4.019941986E-1,4.031308174E0,8.838488579E0
5.357488140E-1,2.895315289E-1,3.960121393E0,8.823533058E0
5.558586060E-1,1.645065546E-1,3.982254982E0,8.836693764E0
5.759683980E-1,1.507478207E-1,3.993621111E0,8.828917503E0
5.960781890E-1,1.800599098E-1,3.918246984E0,8.833105087E0
