"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.124771200E-2,-2.898470163E-1,8.444963396E-2,2.130329795E-2
5.135713900E-2,-2.628170252E-1,2.214321308E-2,8.933641016E-3
7.146661900E-2,3.436015919E-2,-3.206948191E-2,-8.475505747E-3
9.157604600E-2,3.662029207E-1,-1.481304597E-2,1.122431830E-2
1.116855250E-1,4.552339315E-1,2.962609194E-2,4.802786559E-2
1.317949520E-1,3.640649617E-1,6.261184067E-2,4.497363046E-2
1.519043790E-1,3.043546379E-1,1.255291104E-1,1.672194339E-2
1.720138580E-1,2.832804024E-1,1.304158866E-1,-9.697199799E-3
1.921232850E-1,2.359397560E-1,8.078455180E-2,-1.091889478E-2
2.122327640E-1,1.572931707E-1,4.214845970E-2,-1.488940232E-2
2.323421920E-1,7.421794534E-2,1.954711229E-2,-2.878617682E-2
2.524516710E-1,-6.719320081E-3,4.275931045E-3,-2.344126441E-2
2.725610980E-1,-8.628217876E-2,-3.054236295E-4,-7.864658721E-3
2.926705770E-1,-1.624853760E-1,2.596100792E-3,8.628217503E-3
3.127800040E-1,-2.000524700E-1,-3.512371797E-3,3.489464894E-2
3.328894310E-1,-1.653869003E-1,9.009997360E-3,7.444700599E-2
3.529989100E-1,-9.422318637E-2,1.786728203E-2,1.069746241E-1
3.731083370E-1,-8.735115826E-2,2.367033064E-2,1.744732410E-1
3.932178170E-1,-1.391204596E-1,2.031067200E-2,1.931040883E-1
4.133272440E-1,-6.780404598E-2,9.009997360E-3,5.795413256E-2
4.334367230E-1,1.731752008E-1,5.879404768E-2,-5.428905040E-2
4.535461500E-1,2.753393948E-1,-4.825693369E-2,-5.703786388E-2
4.736556290E-1,2.350234836E-1,-3.145863488E-2,-3.290939704E-2
4.937650560E-1,8.506047726E-2,-1.725643501E-2,-1.145338640E-3
5.138745350E-1,-7.849387079E-2,-3.023693897E-2,3.290939704E-2
5.339839620E-1,-1.768402755E-1,2.596100792E-3,4.375193641E-2
5.540934420E-1,-1.992889196E-1,1.007897966E-2,7.253811229E-3
5.742028690E-1,-1.827960461E-1,2.748812549E-3,-3.932329267E-2
5.943123480E-1,-1.438545287E-1,-4.275931045E-3,-6.284090877E-2
6.144217750E-1,-1.026223376E-1,-9.162708884E-4,-6.788039953E-2
6.345312540E-1,-6.627693027E-2,-9.162708884E-4,-4.772244394E-2
6.546406810E-1,-3.680354729E-2,-8.551862091E-3,-2.619007602E-2
6.747501600E-1,-3.145863488E-2,-3.573456407E-2,-1.611109637E-2
6.948595870E-1,-5.039490014E-2,-4.077405483E-2,-9.544488043E-3
7.149690670E-1,-7.910472155E-2,-1.771457121E-2,-1.962346770E-2
7.350784940E-1,-9.376505762E-2,-1.160609815E-2,-3.306210786E-2
7.551879730E-1,-7.253811508E-2,-5.650337320E-3,-2.466295846E-2
7.752974000E-1,-3.985778242E-2,-1.053711493E-2,-9.544488043E-3
7.954068790E-1,-2.199050039E-2,-2.321219631E-2,-7.711946499E-3
8.155163060E-1,-1.618745178E-2,-1.511846948E-2,-1.870719716E-2
8.356257850E-1,-1.450762246E-2,-5.192201585E-3,-2.145601064E-2
8.557352120E-1,-2.061609551E-2,-1.572931744E-2,-1.000262424E-2
8.758446920E-1,-4.077405483E-2,-2.932066843E-2,8.399150101E-4
8.959541190E-1,-6.429167092E-2,-2.687728032E-2,3.817795368E-4
9.160635980E-1,-7.956285775E-2,-2.137965523E-3,-4.199574701E-3
9.361730250E-1,-8.506047726E-2,1.786728203E-2,-5.268557463E-3
9.562825040E-1,-9.513945878E-2,2.473931387E-2,-2.519744914E-3
