"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.202944200E-2,6.634100676E-1,3.968496323E0,8.982057571E0
3.213902500E-2,8.650053740E-1,4.004388809E0,8.144570351E0
5.224855600E-2,1.144367456E0,3.984049797E0,8.230113029E0
7.235808800E-2,5.569294691E-1,3.973880291E0,8.487341881E0
9.246767100E-2,8.249256015E-1,3.683750391E0,9.367302895E0
1.125772020E-1,7.639086246E-1,3.564109325E0,9.421739578E0
1.326867860E-1,5.090730190E-1,3.619742393E0,9.593423843E0
1.527963170E-1,5.718846321E-1,3.529413462E0,9.534201622E0
1.729058480E-1,4.785645306E-1,3.597010612E0,9.364311218E0
1.930154310E-1,2.434697002E-1,3.643670797E0,9.188439369E0
2.131249630E-1,1.154536903E-1,3.624528170E0,9.126823425E0
2.332345460E-1,1.268195957E-1,3.633501291E0,9.168100357E0
2.533440770E-1,1.782652885E-1,3.644268990E0,9.259625435E0
2.734536080E-1,2.733799815E-1,3.605983734E0,9.296713829E0
2.935631920E-1,3.499503136E-1,3.624528170E0,9.371489525E0
3.136727230E-1,4.073780477E-1,3.649652719E0,9.487542152E0
3.337822540E-1,4.456632137E-1,3.634697676E0,9.489934921E0
3.538918380E-1,3.858426511E-1,3.631706476E0,9.408578873E0
3.740013690E-1,2.201396823E-1,3.586841106E0,9.494122505E0
3.941109520E-1,1.884347796E-1,3.471985579E0,9.653244972E0
4.142204830E-1,1.549352705E-1,3.459423304E0,9.762716293E0
4.343300150E-1,1.950150430E-1,3.547359467E0,9.560523033E0
4.544395980E-1,2.512463629E-1,3.670589924E0,9.247661591E0
4.745491290E-1,3.409772217E-1,3.746562004E0,9.081359863E0
4.946586610E-1,3.116651475E-1,3.742374659E0,9.090931892E0
5.147682440E-1,2.859423161E-1,3.729214191E0,9.197412491E0
5.348777750E-1,3.098705411E-1,3.758526087E0,9.322437286E0
5.549873060E-1,4.624129832E-1,3.746562004E0,9.315856934E0
5.750968900E-1,5.485545993E-1,3.719642878E0,9.131608963E0
5.952064210E-1,4.067798555E-1,3.748356581E0,9.008976936E0
6.153159520E-1,3.002992272E-1,3.719044685E0,8.906683922E0
6.354255360E-1,2.141576260E-1,3.677170277E0,8.955737114E0
6.555350670E-1,1.208375469E-1,3.647259951E0,9.078369141E0
6.756445980E-1,8.554340899E-2,3.668795347E0,9.104690552E0
6.957541810E-1,1.465603858E-1,3.725624800E0,9.113064766E0
7.158637130E-1,2.219343036E-1,3.684946775E0,9.171091080E0
7.359732440E-1,2.847459018E-1,3.652045488E0,9.308079720E0
7.560828270E-1,2.871387303E-1,3.663411379E0,9.369096756E0
7.761923580E-1,5.264209956E-2,3.675375462E0,9.284152031E0
7.963018900E-1,-2.542374134E-1,3.656831264E0,9.200403214E0
8.164114730E-1,-3.326023519E-1,3.623929977E0,9.211769104E0
8.365210040E-1,-1.680957973E-1,3.643072367E0,9.268000603E0
8.566305360E-1,8.793623000E-2,3.626322746E0,9.212965012E0
8.767401190E-1,3.577269912E-1,3.500699520E0,8.826524734E0
8.968496500E-1,2.925225794E-1,3.504288673E0,8.382656097E0
9.169591810E-1,-3.828516230E-2,3.543770313E0,8.408976555E0
9.370687130E-1,-1.537388563E-1,3.640679598E0,9.125627518E0
9.571782960E-1,1.208375469E-1,3.622733593E0,9.811170578E0
9.772878270E-1,3.391826153E-1,3.498904943E0,1.014855862E1
9.973973580E-1,2.500499785E-1,3.442075491E0,1.021256733E1
1.017506942E0,5.623133108E-2,3.373281717E0,9.853643417E0
1.037616473E0,-8.673982322E-2,3.337987661E0,9.293125153E0
1.057726004E0,-1.040877849E-1,3.406781197E0,8.920442581E0
1.077835536E0,-5.563312769E-2,3.418147087E0,8.951549530E0
1.097945119E0,3.768695518E-2,3.414557934E0,9.193224907E0
1.118054650E0,6.819544733E-2,3.402593851E0,9.440881729E0
1.138164181E0,1.016949639E-1,3.428316593E0,9.454640388E0
1.158273765E0,1.728814393E-1,3.473780155E0,9.309276581E0
1.178383296E0,2.129612118E-1,3.511467218E0,9.236893654E0
1.198492827E0,2.189432681E-1,3.492324591E0,9.259027481E0
1.218602358E0,1.214357466E-1,3.473780155E0,9.309276581E0
1.238711942E0,8.374879509E-2,3.457628727E0,9.397810936E0
1.258821473E0,1.286142170E-1,3.418147087E0,9.430113792E0
1.278931004E0,1.507478207E-1,3.415754318E0,9.363713264E0
1.299040588E0,1.417747438E-1,3.438486099E0,9.272188187E0
1.319150119E0,1.698904037E-1,3.410968781E0,9.259625435E0
1.339259650E0,1.339980662E-1,3.439682484E0,9.245268822E0
1.359369181E0,1.232303679E-1,3.525225878E0,9.125029564E0
1.379478765E0,2.350948304E-1,3.535395384E0,9.025128365E0
1.399588296E0,2.985046208E-1,3.506681681E0,9.095717430E0
