"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.385684500E-2,7.890332937E-1,7.848458290E0,6.208178520E0
4.397049100E-2,9.056833982E-1,7.897511005E0,7.334001541E0
6.408408500E-2,1.480558991E0,7.787441254E0,6.137589931E0
8.419767800E-2,1.774278045E0,7.664210796E0,4.046263218E0
1.043112720E-1,1.495514154E0,7.865208149E0,4.317250252E0
1.244249180E-1,1.307079315E0,7.802396297E0,5.193023205E0
1.445385120E-1,1.306481123E0,7.775477409E0,5.641079426E0
1.646521050E-1,1.448255897E0,7.773682594E0,5.900700569E0
1.847656990E-1,1.385444283E0,7.769495010E0,6.012565136E0
2.048793450E-1,1.241276741E0,7.761120319E0,5.957530022E0
2.249929390E-1,1.198205948E0,7.767102242E0,5.916254044E0
2.451065320E-1,1.116850019E0,7.737790108E0,5.986842155E0
2.652201260E-1,1.039083242E0,7.619943619E0,6.145366669E0
2.853337200E-1,1.046261668E0,7.542775154E0,6.342774391E0
3.054473660E-1,1.087537885E0,7.548159122E0,6.506682873E0
3.255609600E-1,1.110867858E0,7.610970497E0,6.544968128E0
3.456745530E-1,1.050449133E0,7.677969456E0,6.443273067E0
3.657881990E-1,9.415757060E-1,7.652844906E0,6.352943897E0
3.859017930E-1,7.567301393E-1,7.639684677E0,6.354140759E0
4.060153870E-1,8.009973764E-1,7.613961697E0,6.314659119E0
4.261289800E-1,1.039681435E0,7.643871784E0,6.166304111E0
4.462426260E-1,1.097707391E0,7.658827305E0,6.068796635E0
4.663562200E-1,9.655039310E-1,7.662416458E0,6.050251961E0
4.864698140E-1,8.709874153E-1,7.640881062E0,5.994020939E0
5.065834070E-1,1.019940615E0,7.710272789E0,5.876772404E0
5.266970530E-1,9.918249846E-1,7.771289825E0,5.761917114E0
5.468106470E-1,8.901300430E-1,7.819146156E0,5.694917679E0
5.669242410E-1,8.841479421E-1,7.856235027E0,5.712265968E0
5.870378350E-1,8.895317912E-1,7.831110477E0,5.811567783E0
6.071514800E-1,7.573283911E-1,7.795815945E0,5.840879917E0
6.272650740E-1,6.729813814E-1,7.747361660E0,5.787041664E0
6.473786680E-1,6.915257573E-1,7.666005611E0,5.605186939E0
6.674922620E-1,5.730810165E-1,7.621738434E0,5.393422127E0
6.876059070E-1,4.432703853E-1,7.654041290E0,5.321039200E0
7.077195010E-1,5.246263742E-1,7.657630444E0,5.279164791E0
7.278331470E-1,5.371887088E-1,7.596613884E0,5.126024246E0
7.479467410E-1,3.379862010E-1,7.592426300E0,5.121238708E0
7.680603350E-1,3.361915946E-1,7.709076405E0,5.377869129E0
7.881739280E-1,6.400800347E-1,7.855636597E0,5.699703693E0
8.082875740E-1,9.164510965E-1,7.891529083E0,5.827121258E0
8.284011680E-1,1.047458172E0,7.923832417E0,5.795416355E0
8.485147620E-1,1.135992527E0,7.914859295E0,5.790032387E0
8.686284070E-1,1.272981644E0,7.871190071E0,5.891129494E0
8.887420010E-1,1.399203062E0,7.902894974E0,6.041278839E0
9.088555950E-1,1.363908887E0,8.003393173E0,6.109474182E0
9.289692410E-1,1.331007600E0,8.065009117E0,6.105885029E0
9.490828350E-1,1.467398524E0,8.076375008E0,6.028716564E0
9.691964280E-1,1.588834286E0,8.035098076E0,5.830710411E0
9.893100220E-1,1.334596872E0,7.935796261E0,5.633302689E0
1.009423668E0,1.022931695E0,7.855038643E0,5.538187981E0
1.029537262E0,1.018744230E0,7.831110477E0,5.538187981E0
1.049650855E0,1.170090318E0,7.852047443E0,5.586642742E0
1.069764501E0,1.128814101E0,7.888537884E0,5.617749214E0
1.089878095E0,9.385846853E-1,7.880163193E0,5.657230854E0
1.109991741E0,9.128618240E-1,7.869993687E0,5.683551788E0
1.130105335E0,9.661021233E-1,7.838887215E0,5.701498032E0
1.150218928E0,9.541380405E-1,7.833503246E0,5.721837044E0
1.170332522E0,9.684949517E-1,7.847261906E0,5.724828243E0
1.190446168E0,1.024726272E0,7.816753387E0,5.743372440E0
1.210559762E0,1.160519004E0,7.805985451E0,5.800201893E0
1.230673407E0,1.210768223E0,7.800601959E0,5.822335720E0
1.250787001E0,1.109671474E0,7.774280548E0,5.819344521E0
1.270900595E0,1.094716311E0,7.783253670E0,5.827719688E0
1.291014241E0,1.253839016E0,7.850253105E0,5.870192051E0
1.311127835E0,1.369890928E0,7.876574039E0,5.884549141E0
1.331241428E0,1.332203984E0,7.804789066E0,5.806782246E0
1.351355074E0,1.326221943E0,7.697112083E0,5.623731613E0
1.371468668E0,1.472184181E0,7.647460938E0,5.443073273E0
1.391582262E0,1.384846091E0,7.697710514E0,5.423332691E0
1.411695907E0,9.631111026E-1,7.844869137E0,5.647659779E0
1.431809501E0,6.861419082E-1,7.989036560E0,5.989833355E0
1.451923095E0,6.861419082E-1,8.049455643E0,6.316453457E0
1.472036741E0,9.020941257E-1,8.010572433E0,6.385247231E0
1.492150335E0,1.020538807E0,7.801798344E0,6.169294834E0
1.512263980E0,8.703892231E-1,7.579265594E0,5.843871117E0
1.532377574E0,6.675975323E-1,7.418946743E0,5.586642742E0
1.552491168E0,7.525427341E-1,7.401598454E0,5.405984402E0
1.572604814E0,9.493523836E-1,7.524230957E0,5.297111034E0
1.592718407E0,1.156929731E0,7.728219032E0,5.345565796E0
1.612832001E0,1.372283816E0,7.837690353E0,5.544768333E0
1.632945647E0,1.398604870E0,7.918448448E0,5.769693375E0
1.653059241E0,1.262812138E0,8.036892891E0,6.001199245E0
1.673172835E0,1.333400369E0,8.036294937E0,6.023332596E0
1.693286480E0,1.546361685E0,8.014759064E0,5.931807518E0
1.713400074E0,1.641476393E0,7.936992645E0,5.941977024E0
1.733513668E0,1.786242127E0,7.883154392E0,6.049055576E0
1.753627314E0,1.910070658E0,7.833503246E0,6.117849350E0
1.773740907E0,1.808973908E0,7.925626755E0,6.275177479E0
1.793854553E0,1.822134495E0,8.025527000E0,6.440282345E0
1.813968147E0,2.061416626E0,8.016553879E0,6.413362980E0
1.834081741E0,1.954936147E0,7.983054638E0,6.364908218E0
1.854195387E0,1.480558991E0,7.878966808E0,6.345765591E0
1.874308980E0,1.016949654E0,7.864609718E0,6.278766632E0
1.894422626E0,1.061815023E0,7.865208149E0,6.187839508E0
1.914536220E0,1.618744493E0,7.660621643E0,6.123233318E0
1.934649814E0,2.035693884E0,7.098308563E0,6.062216282E0
1.954763460E0,1.658226132E0,6.276373863E0,5.749354839E0
1.974877053E0,-9.690931439E-2,6.071787357E0,5.593223095E0
1.994990699E0,-1.813161373E0,6.665805817E0,5.895316601E0
2.015104293E0,-2.012363911E0,7.398009300E0,6.040082455E0
2.035217887E0,-1.052243710E0,7.731808186E0,6.029314995E0
2.055331532E0,-4.803591371E-1,7.258627415E0,6.048457623E0
2.075445126E0,-1.015154958E0,7.092326164E0,6.715456963E0
2.095558720E0,-1.082752228E0,7.447062492E0,7.255636692E0
2.115672366E0,4.725824594E-1,7.408178806E0,6.946363926E0
2.135785960E0,1.416550994E0,7.330412388E0,6.690930367E0
2.155899605E0,1.321436286E0,7.036693096E0,7.165307522E0
2.176013199E0,9.242277741E-1,6.516254425E0,7.491329670E0
2.196126793E0,4.797609448E-1,6.261418819E0,7.147959232E0
2.216240439E0,9.870393574E-2,6.425326824E0,6.239883423E0
2.236354032E0,-1.016949639E-1,6.601797581E0,5.648257732E0
2.256467678E0,-3.601198196E-1,6.774679184E0,5.940182209E0
2.276581272E0,-4.510470629E-1,6.659823418E0,6.553342819E0
2.296694866E0,-8.913264424E-2,6.637091637E0,6.830312252E0
2.316808512E0,6.741777658E-1,6.745965004E0,6.668198586E0
2.336922105E0,1.052243710E0,6.843472958E0,6.260222435E0
2.357035751E0,8.602197170E-1,6.991827965E0,5.832505226E0
2.377149345E0,4.193421602E-1,7.127022266E0,5.398207664E0
2.397262991E0,1.974078640E-2,7.366902828E0,5.489733219E0
2.417376585E0,2.841476798E-1,7.372286797E0,6.220142365E0
2.437490178E0,1.148554921E0,6.994220734E0,7.045666218E0
2.457603824E0,1.822732687E0,6.792625427E0,7.305287361E0
2.477717418E0,1.726421595E0,6.762714863E0,7.383054256E0
2.497831012E0,1.335195065E0,6.256034851E0,7.557730198E0
2.517944657E0,1.460818172E0,5.777470112E0,7.498507977E0
2.538058251E0,2.161915302E0,5.436492920E0,7.115057945E0
2.558171897E0,3.232703447E0,5.325825214E0,6.197410583E0
2.578285491E0,4.930410862E0,5.338387489E0,5.374279499E0
2.598399085E0,6.242276192E0,3.887738705E0,5.904289722E0
2.618512730E0,3.861417532E0,3.543770313E0,7.380661488E0
2.638626324E0,1.201795220E0,4.139583111E0,1.012522888E1
2.658739970E0,9.762716293E-1,4.247260094E0,1.114756203E1
2.678853564E0,2.330011129E0,4.808975220E0,1.020179939E1
2.698967210E0,2.762513638E0,5.616552830E0,8.615956306E0
2.719080803E0,2.049452543E0,5.935396671E0,8.553144455E0
2.739194397E0,5.922235847E-1,5.312066078E0,1.012044334E1
2.759308043E0,-4.426721856E-2,5.662016392E0,9.440283775E0
2.779421637E0,-1.783849239E0,8.217551231E0,7.273582458E0
2.799535282E0,-1.557727575E0,8.340183258E0,7.517052174E0
2.819648876E0,1.775474429E0,5.726622581E0,8.457431793E0
