"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.257260400E-2,-3.168097258E0,2.886342287E0,9.297910690E0
3.146505200E-2,-2.531008244E0,3.096910715E0,9.893125534E0
5.035750000E-2,-1.685145378E0,3.332603693E0,9.754341125E0
6.924989600E-2,-1.830509305E0,3.537788391E0,9.488140106E0
8.814234400E-2,-2.045265198E0,3.531208038E0,8.963513374E0
1.070347920E-1,-1.989632010E0,3.437289715E0,8.581260681E0
1.259272400E-1,-1.799402595E0,3.285345554E0,8.769096375E0
1.448196360E-1,-2.051247120E0,3.080160856E0,9.050851822E0
1.637120840E-1,-2.241476536E0,2.809772015E0,9.372686386E0
1.826045310E-1,-2.085943222E0,2.743371248E0,9.501300812E0
2.014969790E-1,-1.938186288E0,2.965305567E0,9.663414001E0
2.203893750E-1,-1.471585870E0,3.205784082E0,9.597611427E0
2.392818230E-1,-1.262812138E0,3.186043262E0,9.195617676E0
2.581742710E-1,-1.457229018E0,3.098107100E0,8.767302513E0
2.770667190E-1,-1.753939033E0,2.865405083E0,8.739186287E0
2.959591670E-1,-1.911865234E0,2.668595552E0,9.046664238E0
3.148515630E-1,-2.047657967E0,2.618944407E0,9.404391289E0
3.337440110E-1,-1.890329838E0,2.825325251E0,9.812965393E0
3.526364590E-1,-1.644467354E0,3.041875839E0,9.930811882E0
3.715289060E-1,-1.695314884E0,3.276372433E0,1.004028416E1
3.904213020E-1,-1.329811215E0,3.118446112E0,9.812367439E0
4.093137500E-1,-7.848458290E-1,2.787040234E0,9.341579437E0
4.282061980E-1,-4.528416991E-1,2.725425005E0,8.804988861E0
4.470986460E-1,-3.619144261E-1,2.630908489E0,8.313263893E0
4.659910940E-1,-6.490531564E-1,2.657827854E0,8.257032394E0
4.848834900E-1,-1.191625714E0,2.790629387E0,8.418548584E0
5.037759380E-1,-2.245664120E0,3.024527788E0,7.439883709E0
5.226683860E-1,-1.756929994E0,2.064407825E0,6.493522644E0
5.415608340E-1,-8.572286963E-1,1.212562919E0,6.915855408E0
5.604532290E-1,-1.268195957E-1,5.144568682E-1,8.866005898E0
5.793456770E-1,7.537391037E-2,5.706881881E-1,1.110209846E1
5.982381250E-1,3.846462369E-1,1.279561877E0,1.260359478E1
6.171305730E-1,7.986045480E-1,1.610967875E0,1.266820145E1
6.360229690E-1,7.764709592E-1,1.047458172E0,1.133121204E1
6.549154170E-1,-1.196411322E-3,2.679961324E-1,1.092622662E1
6.738078650E-1,-3.810569942E-1,-4.474578202E-1,1.245344543E1
6.927003130E-1,-4.331009090E-1,-5.078766346E-1,1.154835987E1
7.115927090E-1,-1.418345571E0,1.023529887E0,1.012941647E1
7.304851560E-1,-1.342373490E0,1.755733609E0,1.038245773E1
7.493776040E-1,-5.790630579E-1,1.858624935E0,9.795019150E0
7.682700520E-1,-8.542376757E-1,2.228914261E0,8.912666321E0
7.871624480E-1,-1.239482164E0,1.722832322E0,9.197412491E0
8.060548960E-1,-2.645863533E0,1.040877819E0,1.041236782E1
8.249473440E-1,-3.011965513E0,7.118647099E-1,1.059422207E1
8.438397920E-1,-1.973480463E0,4.863412082E-1,1.173978615E1
8.627321880E-1,-1.260419369E0,7.657032460E-2,1.215194988E1
8.816246360E-1,7.549355626E-1,-1.936391711E0,1.297089291E1
