"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.495761800E-2,-1.936385781E-1,1.320957206E-2,-1.400367320E-1
5.506735800E-2,-1.406475753E-1,1.537044346E-1,-1.145338640E-1
7.517704500E-2,-4.398100078E-2,1.604237556E-1,-6.490252167E-2
9.528683700E-2,-9.468132630E-3,3.993413970E-2,-3.817795217E-2
1.153965240E-1,3.665083554E-3,-5.657972768E-2,-3.955236077E-2
1.355062640E-1,4.581354442E-4,-5.062396824E-2,-5.680879578E-2
1.556160030E-1,-4.688252881E-2,2.084516361E-2,-5.619794875E-2
1.757257430E-1,-9.529217333E-2,6.467345357E-2,-3.802524135E-2
1.958354830E-1,-1.024696305E-1,5.535803363E-2,-3.268032894E-2
2.159452220E-1,-6.245913357E-2,3.474193811E-2,-4.428642616E-2
2.360549620E-1,-2.397575416E-2,3.596363217E-2,-6.261184067E-2
2.561647010E-1,-1.695101149E-2,7.398887724E-2,-5.940489471E-2
2.762744410E-1,-2.733541466E-2,1.045312360E-1,-4.535540938E-2
2.963841280E-1,-4.062134400E-2,1.091125906E-1,-3.054236248E-2
3.164938680E-1,-2.580829710E-2,1.208714023E-1,-9.468132630E-3
3.366036080E-1,1.847812906E-2,1.188861504E-1,2.321219631E-2
3.567133470E-1,3.390202299E-2,5.871769413E-2,3.802524135E-2
3.768230870E-1,2.397575416E-2,5.344913807E-4,3.833066672E-2
3.969328260E-1,2.137965523E-3,1.611109637E-2,3.710897267E-2
4.170425660E-1,-8.551862091E-3,6.497887522E-2,3.176405653E-2
4.371523060E-1,-2.596100792E-2,6.971294433E-2,1.969982497E-2
4.572620450E-1,-3.206948191E-2,5.505260825E-2,2.794626169E-2
4.773717850E-1,3.512371797E-3,4.161396995E-2,4.535540938E-2
4.974814720E-1,4.504998401E-2,4.314108938E-2,6.230641901E-2
5.175912640E-1,4.734066129E-2,4.436278343E-2,7.375980914E-2
5.377009510E-1,-2.748812549E-3,3.428380191E-2,6.933116168E-2
5.578106910E-1,-6.658235192E-2,1.718007959E-2,5.390727147E-2
5.779204310E-1,-7.605048269E-2,1.412584260E-2,3.848337755E-2
5.980301700E-1,-3.268032894E-2,1.122431830E-2,2.504473738E-2
6.181399100E-1,7.482878864E-3,1.992889121E-2,1.725643501E-2
6.382496490E-1,2.229592577E-2,3.046600707E-2,1.679829881E-2
6.583593890E-1,3.665083554E-3,3.092414327E-2,1.771457121E-2
6.784691280E-1,-3.863608837E-2,2.863346599E-2,8.399149403E-3
6.985788680E-1,-7.635590434E-2,1.382041909E-2,-1.817270555E-2
7.186886080E-1,-8.414421231E-2,5.573981442E-3,-4.138490185E-2
7.387983470E-1,-5.131116882E-2,9.239064530E-3,-4.031591862E-2
7.589080870E-1,-1.420219894E-2,8.322793990E-3,-1.450762246E-2
7.790178260E-1,-2.290677279E-2,-1.473669056E-2,1.099525020E-2
7.991275660E-1,-5.711421743E-2,-3.016058356E-2,1.725643501E-2
8.192372530E-1,-7.895200700E-2,-4.237752780E-2,-1.068982761E-3
8.393469930E-1,-6.459710002E-2,-3.107685409E-2,-3.008422814E-2
8.594567330E-1,-1.481304597E-2,-3.352024406E-2,-5.039490014E-2
8.795664720E-1,1.038440317E-2,-6.726955622E-2,-6.474980712E-2
8.996762120E-1,1.847812906E-2,-8.696937561E-2,-8.063183725E-2
9.197859510E-1,4.840964451E-2,-7.689040154E-2,-1.026223376E-1
9.398956910E-1,3.665083647E-2,-9.720107168E-2,-1.346918195E-1
9.600054310E-1,-2.046338283E-2,-1.537044346E-1,-1.832541823E-1
9.801151700E-1,-6.902574003E-2,-1.653105468E-1,-2.318165302E-1
1.000224910E0,-5.299099907E-2,-1.083490327E-1,-2.605263591E-1
1.020334649E0,-2.611372061E-2,-4.909684882E-2,-2.658712566E-1
1.040444389E0,-5.024218559E-2,-3.489464894E-2,-2.254026383E-1
1.060554128E0,-6.597150117E-2,-2.420482226E-2,-1.780619770E-1
1.080663868E0,-6.337540597E-2,-5.268557463E-3,-1.490467340E-1
1.100773608E0,-6.444438547E-2,-1.450762269E-3,-1.288887709E-1
1.120883347E0,-9.284878522E-2,-3.153498843E-2,-1.160609797E-1
1.140993087E0,-1.122431830E-1,-4.069769755E-2,-9.712471068E-2
1.161102774E0,-9.162709117E-2,-2.130329795E-2,-6.505523622E-2
1.181212566E0,-7.971556485E-2,-9.926267667E-4,-1.756185852E-2
1.201322253E0,-8.078455180E-2,1.733279042E-2,4.046862945E-2
1.221431993E0,-8.185353130E-2,2.451024577E-2,9.269607067E-2
1.241541733E0,-7.192726433E-2,2.619007602E-2,1.272089481E-1
1.261651472E0,-5.940489471E-2,1.962346770E-2,1.426328421E-1
1.281761212E0,-3.573456407E-2,2.038702741E-2,1.418692768E-1
