"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.338625700E-2,-5.814558864E-1,3.033500910E0,8.843274117E0
3.349703800E-2,-4.612165689E-1,2.792423964E0,9.550951958E0
5.360781900E-2,-6.622136831E-1,3.116651535E0,9.629316330E0
7.371860100E-2,-9.206385016E-1,3.167499065E0,1.008215809E1
9.382938200E-2,-8.596215248E-1,3.065205812E0,9.877572060E0
1.139401630E-1,-8.344969153E-1,3.075973511E0,9.307481766E0
1.340509440E-1,-7.680960894E-1,3.248854876E0,8.664410591E0
1.541617260E-1,-5.641079545E-1,3.363710403E0,8.363512993E0
1.742725590E-1,-5.084748268E-1,3.410968781E0,8.477770805E0
1.943833400E-1,-6.640082598E-1,3.386442184E0,8.874979019E0
2.144941220E-1,-7.483552694E-1,3.193221807E0,9.409774780E0
2.346049030E-1,-6.640082598E-1,2.966501951E0,9.339186668E0
2.547156840E-1,-6.658028960E-1,2.922832966E0,8.929415703E0
2.748264650E-1,-8.572286963E-1,3.061616659E0,8.510073662E0
2.949372990E-1,-9.457631707E-1,3.218346357E0,8.306085587E0
3.150480800E-1,-8.979067206E-1,3.205185890E0,8.330014229E0
3.351588610E-1,-7.142575383E-1,3.010769129E0,8.539983749E0
3.552696420E-1,-5.162515044E-1,2.709871531E0,8.684749603E0
3.753804240E-1,-2.171486616E-1,2.520240545E0,8.430512428E0
3.954912050E-1,-1.926222295E-1,2.629712105E0,8.072785378E0
4.156020380E-1,-4.624129832E-1,2.938984394E0,7.966903210E0
4.357128190E-1,-6.167500615E-1,3.293122053E0,7.679165840E0
4.558236010E-1,-4.396811724E-1,3.290131092E0,7.722237110E0
4.759343820E-1,-3.170489967E-1,3.187239647E0,7.978269100E0
4.960451630E-1,-2.356930375E-1,3.105285645E0,8.170890808E0
5.161559970E-1,-7.178468257E-2,3.018545866E0,8.341978073E0
5.362667780E-1,-6.400800496E-2,2.910868645E0,8.835497856E0
5.563775590E-1,-2.763710022E-1,2.891726255E0,9.549755096E0
5.764883400E-1,-1.429711580E-1,2.609971285E0,1.003489971E1
5.965991220E-1,1.333998591E-1,2.443071842E0,1.030409241E1
