"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.589334100E-2,1.207179070E0,2.930609465E0,8.364111900E0
3.600500800E-2,1.119242787E0,2.867797852E0,8.676973343E0
5.611667500E-2,1.027717352E0,2.757129908E0,8.745168686E0
7.622834100E-2,9.326026440E-1,2.651247501E0,8.861220360E0
9.634000800E-2,9.559326172E-1,2.568096876E0,9.001798630E0
1.164516750E-1,9.607182741E-1,2.458027124E0,8.988637924E0
1.365632890E-1,9.206385016E-1,2.329412937E0,9.252447128E0
1.566749560E-1,1.090528965E0,2.078166485E0,9.988240242E0
1.767866230E-1,7.046862841E-1,2.022533417E0,1.003190899E1
1.968982890E-1,4.971089065E-1,2.101496458E0,9.582057953E0
2.170099560E-1,5.210371017E-1,2.211566210E0,9.212367058E0
2.371216230E-1,6.909275651E-1,2.350948334E0,8.887541771E0
2.572332890E-1,8.470591903E-1,2.481357098E0,8.627920151E0
2.773449560E-1,1.037886858E0,2.354537487E0,8.567501068E0
2.974566230E-1,1.194616675E0,2.010569334E0,8.682356834E0
3.175682890E-1,1.162911773E0,1.667797327E0,8.544769287E0
3.376799560E-1,8.333004713E-1,1.667199135E0,7.642675400E0
3.577916230E-1,5.515456200E-1,1.947757602E0,6.084948063E0
3.779032890E-1,3.068794906E-1,2.155334949E0,4.385445595E0
3.980149560E-1,3.864408433E-1,1.954337835E0,3.616153240E0
4.181266230E-1,6.424728632E-1,1.399203062E0,5.044668198E0
4.382382890E-1,6.951149702E-1,1.070788145E0,7.615756035E0
4.583499560E-1,5.611169338E-1,1.356132269E0,8.890532494E0
4.784616230E-1,6.340979785E-2,2.115255117E0,7.607979774E0
4.985732890E-1,-3.870390654E-1,3.124428272E0,6.340980053E0
5.186849560E-1,-2.392822690E-2,4.194618225E0,8.020741463E0
5.387966230E-1,4.061816335E-1,5.037489891E0,1.194676495E1
5.589082890E-1,5.832505226E-1,5.479563713E0,1.431326675E1
5.790199560E-1,1.823330879E0,3.997808456E0,1.335015583E1
5.991316230E-1,3.208176851E0,2.589632273E0,1.402792263E1
6.192432890E-1,2.152942181E0,2.523829699E0,1.694656754E1
6.393549560E-1,1.980060786E-1,2.171486616E0,1.787498283E1
6.594666230E-1,-9.302098155E-1,1.994417667E0,1.623171234E1
6.795782890E-1,-1.027119160E0,2.003390789E0,1.497368622E1
6.996899560E-1,-4.695914388E-1,1.762912035E0,1.398664665E1
7.198016230E-1,-4.845465720E-2,1.758126378E0,1.277647686E1
7.399132890E-1,2.033899277E-1,1.977667928E0,1.113739300E1
7.600249560E-1,2.679961324E-1,2.101496458E0,9.333204269E0
7.801366230E-1,1.848455518E-1,2.024926186E0,7.588238716E0
8.002482890E-1,7.956135273E-2,2.058425665E0,6.789036274E0
8.203599560E-1,-9.631111473E-2,1.962712765E0,6.740581512E0
8.404716230E-1,-3.822534084E-1,1.724626899E0,6.567101955E0
8.605832890E-1,-7.794619799E-1,1.540379524E0,6.327819347E0
8.806949560E-1,-9.571290612E-1,1.591227055E0,6.296114445E0
9.008066230E-1,-1.101894855E0,1.560120344E0,6.184848309E0
9.209182890E-1,-9.864411354E-1,1.185643673E0,6.428916454E0
9.410299560E-1,-6.149554253E-1,8.380861282E-1,7.147959232E0
9.611416230E-1,-3.684946895E-1,6.831508875E-1,7.877171993E0
9.812532890E-1,-2.871387303E-1,7.172485590E-1,7.901100159E0
1.001364956E0,-3.385843933E-1,1.088136077E0,6.913462639E0
1.021476623E0,-2.213360965E-1,1.703689694E0,6.173482418E0
1.041588289E0,4.911268353E-1,1.811366796E0,6.796214581E0
1.061699956E0,9.571290612E-1,1.663609982E0,9.048459053E0
1.081811623E0,8.297112584E-1,1.895713687E0,1.096810055E1
1.101923289E0,7.531409264E-1,2.253440619E0,1.083290672E1
1.122034956E0,6.669993401E-1,2.821137905E0,1.059541893E1
1.142146623E0,4.743770957E-1,4.338187218E0,1.182054424E1
1.162258289E0,1.450648785E0,3.327818155E0,1.361097336E1
1.182369956E0,3.538386583E0,6.035895348E-1,1.682273865E1
1.202481623E0,2.496910334E0,3.188436031E-1,2.036172485E1
1.222593289E0,-2.458625287E-1,6.526423693E-1,2.012842369E1
1.242704956E0,-1.368694544E0,1.559522152E0,1.578186131E1
1.262816623E0,-3.236292601E-1,2.762513638E0,1.133719349E1
1.282928289E0,1.447059512E0,3.367299557E0,8.656036377E0
1.303039956E0,2.858824968E0,3.541975737E0,8.067999840E0
1.323151623E0,3.096312523E0,3.415754318E0,8.463413239E0
1.343263289E0,2.284547329E0,2.946761131E0,8.757730484E0
1.363374956E0,1.068395257E0,2.420938253E0,8.467600822E0
1.383486623E0,3.702892959E-1,1.956132531E0,7.944769382E0
1.403598289E0,2.039881349E-1,1.778465390E0,7.245467186E0
1.423709956E0,6.173482537E-1,1.594218135E0,6.498308182E0
1.443821623E0,1.302891970E0,1.539183140E0,5.991029739E0
1.463933289E0,1.681556106E0,1.734796405E0,5.498108387E0
1.484044956E0,1.752144337E0,1.880758643E0,4.922634602E0
1.504156623E0,1.625324726E0,1.719243050E0,4.515256405E0
1.524268289E0,1.161117196E0,1.581655741E0,4.725226402E0
1.544379956E0,2.805584669E-1,1.240080357E0,5.426921844E0
1.564491623E0,-6.897311211E-1,8.374879360E-1,6.286543369E0
1.584603289E0,-1.491326690E0,1.034895778E0,6.787839413E0
1.604714956E0,-1.515254974E0,1.307079315E0,6.979265213E0
1.624826623E0,-6.664010882E-1,1.745564103E0,6.838088989E0
1.644938289E0,3.415754437E-1,2.478964329E0,6.459424496E0
1.665049956E0,1.482951880E0,2.629712105E0,7.048657417E0
1.685161623E0,2.386242390E0,2.593221426E0,1.034716320E1
1.705273289E0,1.378864050E0,2.545963287E0,1.515613842E1
1.725384956E0,-1.622333765E0,3.947559118E0,1.688315773E1
