Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
5.326590892,0.139980122,3.695116282,8.748159409,0.254188806,-0.019547112,-0.057648711
5.346700996,0.031704899,3.840480328,8.318648338,0.315578967,0.017409148,-0.014278554
5.3668111,-0.017946171,4.076771736,7.905886173,0.296489984,0.022295926,0.023746688
5.386921204,0.073579296,4.264608383,7.711469173,0.204099342,0.003970507,0.038712446
5.407031308,0.177068874,4.34476757,7.792226791,0.074905142,-0.025350161,0.028480753
5.427141465,0.230907381,4.37348175,8.251648903,-0.040239561,-0.051158458,0.008628218
5.447251569,0.270388961,4.340580463,8.830113411,-0.115831912,-0.064138964,-0.00801737
5.467361673,0.263210505,4.265206337,9.262018204,-0.154315293,-0.002596101,-0.010308048
5.487471777,-0.025124637,4.269991875,9.662218094,-0.165768668,0.046424393,0.020081604
5.507581881,-0.461216569,4.438685894,9.961918831,-0.10575293,-0.013896775,0.124078348
5.527691985,-0.196809664,4.506881237,10.24546814,0.029702447,-0.151642829,0.277095586
5.547802142,0.697507799,4.299902439,10.717453,0.127896145,-0.244949758,0.364446759
5.567912246,1.447657704,4.195216179,11.23250771,0.167906642,-0.183712319,0.364141315
5.58802235,1.416550994,4.417748928,11.29531956,0.15003936,0.054212693,0.276026607
5.608132454,0.605982363,4.587040901,10.88495064,0.081624463,0.381015986,0.173556984
5.628242558,-0.248853549,4.67976284,10.28614616,-0.06956023,0.552511334,0.131866649
5.648352663,-0.480359137,4.72223568,10.30528927,-0.345510483,0.383764803,0.126216322
5.668462767,-0.042472601,4.424329281,11.40957642,-0.68376714,-0.005955761,0.069102094
5.688572871,0.404985219,3.650250912,12.95892906,-0.832813859,-0.322680056,0.017485503
5.708683027,0.616750062,3.019144058,14.07637787,-0.706521213,-0.330162942,-0.004046863
5.728793131,0.456430912,2.606980324,14.11585903,-0.373762161,-0.051005747,0.024204822
5.748903235,-0.091525465,2.344367981,12.83031464,0.020539738,0.29900974,0.104683951
5.76901334,-0.763310432,2.498106956,11.19900799,0.296489984,0.412780047,0.183788672
5.789123444,-0.947557747,2.676970243,10.01097202,0.363530487,0.202343151,0.22456272
5.809233548,-0.624526739,2.587837696,9.36550808,0.259533733,-0.090710819,0.199976116
5.829343652,-0.296111792,2.306082726,9.42353344,0.066200569,-0.231358394,0.122551233
5.849453808,-0.186640173,2.027318954,9.752547264,-0.092925139,-0.114228435,0.077043109
5.869563913,-0.314057976,1.741376638,9.74477005,-0.131713942,0.169204697,0.074294299
5.889674017,-0.588634372,1.67437768,9.296115875,-0.075668707,0.446529359,0.125910893
5.909784121,-0.817148924,1.777867198,8.803792953,-0.004810422,0.494022727,0.198296294
5.929894225,-0.666401088,1.794616938,8.428717613,0.070629217,0.29122144,0.260602713
5.950004329,-0.206380948,1.788036704,8.097311974,0.182719693,0.115144707,0.283356786
5.970114433,0.019142581,1.99800694,7.67916584,0.305347264,0.092696071,0.23937577
5.99022459,-0.069990061,2.243869543,7.195217609,0.35452047,0.15393351,0.156911388
6.010334694,-0.281156659,2.352144718,6.811169624,0.270681679,0.121253178,0.094604969
6.030444798,-0.330209523,2.3216362,6.848258495,0.092925139,0.017256435,0.080708191
6.050554902,-0.257826626,2.274976015,7.33639431,-0.052914646,-0.048256934,0.112930387
6.070665006,-0.13519448,2.331207514,7.780262947,-0.042988375,0.010231691,0.165310547
6.09077511,-0.016749758,2.565704107,7.805985451,0.1040731,0.135608092,0.193562225
6.110885215,0.065204419,2.934198856,7.50209713,0.242277294,0.166914016,0.178138331
6.130995371,0.144167557,3.283550978,7.191030025,0.257243037,0.051311169,0.12530005
6.151105475,0.279362053,3.460619688,7.182655334,0.147137836,-0.116977252,0.049096849
6.171215579,0.313459754,3.501895905,7.613961697,-0.006948388,-0.277782798,-0.022066858
6.191325683,0.327218503,3.574877024,8.266604424,-0.094604969,-0.334591597,-0.050013117
6.211435788,0.366700083,3.671786308,8.726624489,-0.094146833,-0.249836534,-0.077195823
6.231545892,0.185443759,3.853640795,8.683553696,-0.0678804,-0.089183703,-0.112166829
6.251655996,0.075972117,3.978067636,8.540582657,-0.111403272,-0.018019995,-0.136600718
6.271766152,-0.000598206,4.101297855,8.891130447,-0.247011364,-0.144159958,-0.154926136
6.291876256,-0.185443759,4.205984116,9.719047546,-0.346732169,-0.265871257,-0.156605959
6.31198636,-0.265005112,4.157529354,10.72403336,-0.337569475,-0.318862259,-0.157064095
6.332096465,-0.284745902,4.094717979,11.51665497,-0.250676453,-0.3167243,-0.136600718
6.352206569,-0.212363005,4.058227062,12.07777214,-0.119802415,-0.315044463,-0.073530741
6.372316673,0.592821837,3.725026608,12.22074318,0.025731942,-0.327719569,-0.004199575
6.392426777,1.412363529,3.457030535,11.85105228,0.109723441,-0.260068208,-0.023441264
6.412536881,1.087537885,3.613760471,11.13440228,0.094604969,-0.024892027,-0.092008866
6.432647038,0.36011982,3.693321705,10.57149029,-0.083304293,0.086893022,-0.143472746
6.452757142,-0.185443759,3.562912941,10.63011456,-0.382924885,-0.028251685,-0.135226309
6.472867246,-0.232702002,3.205784082,11.55135155,-0.631234288,-0.278393626,-0.051387526
6.49297735,0.493519664,2.735594511,12.72084332,-0.6634565,-0.472948492,0.036116343
6.513087454,1.421336651,2.423929453,13.54277802,-0.510744691,-0.527313888,0.001603474
6.533197558,1.872383714,2.162513494,13.58046532,-0.25815931,-0.332300901,-0.128048852
6.553307663,1.616351724,2.044667006,12.70170116,-0.002061609,0.045966256,-0.245636955
6.573417819,0.961316526,2.158325911,11.25583744,0.161798164,0.301147699,-0.284120321
6.593527923,0.629312336,2.200798512,10.19402313,0.163478002,0.228609592,-0.289159834
6.613638027,0.728614509,2.054836512,9.844072342,0.036421768,-0.049936764,-0.291755915
6.633748131,0.899701297,1.9585253,9.832108498,-0.036269058,-0.159583852,-0.268696427
6.653858235,0.997807026,1.871785522,9.507282257,0.022219568,-0.017561859,-0.24380441
6.67396834,0.867398202,1.925624013,8.662017822,0.152482748,0.188446373,-0.213414758
6.694078444,0.778863788,2.035095692,7.722835064,0.248538479,0.276255667,-0.187911883
6.714188548,0.941575706,2.070389748,7.048657417,0.238612205,0.205397397,-0.192035109
6.734298704,0.996610642,2.131406784,6.754340172,0.150650203,0.122627586,-0.218454257
