"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.635517500E-2,3.461976945E-1,-2.485384792E-1,-3.939964995E-2
4.646496700E-2,2.901524538E-3,-7.444700599E-2,4.703523964E-2
6.657470700E-2,-1.876828223E-1,1.966164559E-1,8.643488586E-2
8.668444600E-2,-1.598892659E-1,2.303657681E-1,1.197260618E-1
1.067941860E-1,1.099525020E-2,1.028514057E-1,1.105633527E-1
1.269039250E-1,1.649287641E-1,-4.573718831E-2,6.642963737E-2
1.470137170E-1,1.637070626E-1,-1.222458109E-1,4.306473210E-2
1.671234570E-1,4.993676394E-2,-9.460496902E-2,6.306997687E-2
1.872331960E-1,-4.520269856E-2,-3.901786730E-2,1.087308154E-1
2.073429360E-1,-5.192201585E-2,1.336228382E-2,1.351499557E-1
2.274527270E-1,7.635590737E-4,6.696412712E-2,1.197260618E-1
2.475624670E-1,5.803048983E-2,8.131904155E-2,9.086353332E-2
2.676722070E-1,8.368607610E-2,3.917058185E-2,6.887302548E-2
2.877819460E-1,8.322793990E-2,3.321481869E-2,6.016845629E-2
3.078917380E-1,6.642963737E-2,8.849649876E-2,4.581354558E-2
3.280014770E-1,2.687728032E-2,1.194969937E-1,2.321219631E-2
3.481112170E-1,-2.519745007E-2,9.200886637E-2,1.221694518E-3
3.682209570E-1,-6.200099736E-2,7.398887724E-2,-2.061609551E-2
3.883307480E-1,-6.688777357E-2,8.223531395E-2,-3.695625812E-2
4.084404880E-1,-3.038965166E-2,7.979192585E-2,-4.291202128E-2
4.285502270E-1,2.321219631E-2,9.078717232E-2,-4.016320780E-2
4.486599670E-1,4.520269856E-2,7.841751724E-2,-3.726168349E-2
4.687697590E-1,2.336490713E-2,2.420482226E-2,-2.764083818E-2
4.888794980E-1,-1.374406368E-2,-2.878617682E-2,-2.229592577E-2
5.089892380E-1,-2.779355086E-2,1.351499557E-2,-3.497100621E-2
5.290989770E-1,-1.969982497E-2,1.187334359E-1,-5.558710173E-2
5.492087690E-1,-1.038440317E-2,1.576749533E-1,-5.803048983E-2
5.693185090E-1,-1.359135192E-2,1.199551299E-1,-6.016845629E-2
5.894282480E-1,-2.275406010E-2,7.353074104E-2,-7.162184268E-2
6.095380400E-1,-1.435491070E-2,8.116632700E-2,-8.246438205E-2
6.296477790E-1,1.236965694E-2,1.033095419E-1,-7.421794534E-2
6.497575190E-1,2.993151546E-2,8.895463496E-2,-5.268557742E-2
6.698672590E-1,3.894151375E-2,5.047125369E-2,-2.825168520E-2
6.899770500E-1,4.520269856E-2,2.771719359E-2,-1.343864016E-2
7.100867900E-1,4.856235534E-2,4.191939160E-2,-6.872031838E-3
7.301965290E-1,5.497625470E-2,8.162446320E-2,-4.886778072E-3
7.503063210E-1,5.070032179E-2,6.238277629E-2,-1.221694518E-3
7.704160610E-1,2.367033064E-2,-1.580567285E-2,-4.581354442E-4
7.905258000E-1,-2.092151903E-2,-5.932854116E-2,-7.024743594E-3
8.106355400E-1,-4.214845970E-2,-2.160872146E-2,-4.886778072E-3
8.307453320E-1,-4.046862945E-2,4.100312293E-2,-3.206948051E-3
8.508550710E-1,-3.329117596E-2,8.177717775E-2,1.053711493E-2
8.709648110E-1,-3.283303976E-2,5.856497958E-2,2.886253223E-2
8.910746020E-1,-3.665083647E-2,-1.718007959E-2,4.230117425E-2
9.111843420E-1,-3.161134571E-2,-7.230904698E-2,4.734066129E-2
9.312940820E-1,-3.390202299E-2,-5.932854116E-2,2.718270384E-2
9.514038730E-1,-4.382828996E-2,-1.656923257E-2,7.788302377E-3
9.715136130E-1,-6.444438547E-2,-2.825168660E-3,7.635590737E-4
9.916233520E-1,-7.192726433E-2,-1.061347127E-2,9.162708884E-4
1.011733144E0,-5.482354015E-2,-4.046862945E-3,-1.084253844E-2
1.031842884E0,-2.748812735E-2,1.641651988E-2,-3.329117596E-2
1.051952623E0,-1.572931744E-2,2.893888950E-2,-5.008947477E-2
1.072062415E0,-3.680354729E-2,-3.894151188E-3,-7.085828483E-2
1.092172154E0,-6.306997687E-2,-3.886515647E-2,-9.269607067E-2
1.112281894E0,-7.101099193E-2,-3.245126083E-2,-1.142284349E-1
1.132391686E0,-7.207997888E-2,-1.366770733E-2,-1.168245375E-1
1.152501425E0,-8.536590636E-2,-1.229330152E-2,-1.056765765E-1
1.172611165E0,-9.590301663E-2,-1.320957206E-2,-8.628217876E-2
1.192720957E0,-8.139539510E-2,-1.733279042E-2,-7.864658535E-2
1.212830696E0,-5.925218388E-2,-2.221956849E-2,-7.116370648E-2
1.232940436E0,-4.657710344E-2,6.032116711E-3,-4.337015375E-2
1.253050227E0,-4.046862945E-2,2.863346599E-2,-2.336490713E-2
1.273159967E0,-1.969982497E-2,2.038702741E-2,-1.450762246E-2
1.293269707E0,1.634016447E-2,8.399150101E-4,-6.108472589E-4
1.313379498E0,4.566083103E-2,-3.229855001E-2,1.679829881E-2
1.333489238E0,5.421269313E-2,-5.963396281E-2,3.542914242E-2
1.353598977E0,6.016845629E-2,-4.146125913E-2,6.429167092E-2
1.373708769E0,5.619794875E-2,-3.367295489E-2,7.635590434E-2
1.393818509E0,4.566083103E-2,-4.894413799E-2,6.826218218E-2
1.413928248E0,4.718795046E-2,-4.955498502E-2,5.543438718E-2
1.434038040E0,5.314370990E-2,-3.520007432E-2,4.627167806E-2
1.454147779E0,6.795676053E-2,-2.038702741E-2,3.527642787E-2
1.474257519E0,8.338065445E-2,1.908897655E-3,2.092151903E-2
1.494367311E0,8.842013776E-2,2.771719359E-2,1.527118124E-2
1.514477050E0,6.597150117E-2,3.581092134E-2,6.566607859E-3
1.534586842E0,1.695101149E-2,2.420482226E-2,-7.024743594E-3
1.554696582E0,-3.909422457E-2,1.488940232E-2,-1.801999472E-2
1.574806321E0,-6.536065787E-2,1.779092662E-2,-1.374406368E-2
1.594916113E0,-5.787777901E-2,2.588465251E-2,-7.024743594E-3
1.615025852E0,-3.970507160E-2,4.787515476E-2,-2.137965523E-3
1.635135592E0,-2.290677279E-2,5.566345528E-2,1.359135192E-2
1.655245384E0,1.007897966E-2,6.299362332E-2,4.046862945E-2
1.675355123E0,4.627167806E-2,6.681142002E-2,6.352811307E-2
1.695464915E0,6.887302548E-2,6.009209901E-2,7.666133344E-2
1.715574654E0,6.230641901E-2,3.214583546E-2,8.231166750E-2
1.735684446E0,3.833066672E-2,2.512109280E-2,7.757759839E-2
1.755794186E0,2.748812549E-3,2.817532979E-2,5.726693198E-2
1.775903925E0,-3.023693897E-2,7.253811229E-3,4.627167806E-2
1.796013717E0,-2.367033064E-2,3.840702027E-2,4.489727318E-2
1.816123457E0,1.313321572E-2,6.742226332E-2,2.687728032E-2
1.836233196E0,9.926267713E-2,5.077667907E-2,2.031067200E-2
1.856342988E0,2.034121305E-1,6.833853573E-2,4.734066315E-3
1.876452727E0,2.278460264E-1,7.444700599E-2,-2.443389036E-2
1.896562519E0,1.627907902E-1,7.444700599E-2,-4.459185153E-2
1.916672259E0,5.650337040E-2,7.108735293E-2,-6.383354217E-2
1.936781998E0,-4.046862945E-2,1.580567285E-2,-8.032641560E-2
1.956891790E0,-1.014006436E-1,-4.879142344E-2,-9.422318637E-2
1.977001529E0,-1.010952219E-1,-5.459447205E-2,-9.407047927E-2
1.997111269E0,-5.619794875E-2,-1.641651988E-2,-8.429691941E-2
2.017221061E0,-3.054236295E-4,2.481566928E-2,-5.741964281E-2
2.037330800E0,1.511846948E-2,2.344126441E-2,-2.825168520E-2
2.057440592E0,-3.237490356E-2,-4.176668078E-2,-5.344913341E-3
2.077550332E0,-8.322793990E-2,-9.735377878E-2,1.908897609E-2
2.097660123E0,-7.757759839E-2,-7.383616269E-2,3.374931216E-2
2.117769863E0,-1.954711229E-2,1.488940232E-2,3.939964995E-2
2.137879602E0,7.330167107E-3,4.451549426E-2,3.771981969E-2
2.157989394E0,-1.863084175E-2,2.825168660E-3,4.367557913E-2
2.178099134E0,-5.986303091E-2,-4.237752780E-2,4.688252881E-2
2.198208925E0,-6.490252167E-2,-5.398362502E-2,5.360184610E-2
2.218318665E0,-4.123219103E-2,-4.863871261E-2,5.696150661E-2
2.238428457E0,-1.007897966E-2,-2.954973653E-2,6.642963737E-2
2.258538196E0,1.939439960E-2,-1.565296017E-2,7.910472155E-2
2.278647936E0,3.161134571E-2,-1.275143679E-2,8.414421231E-2
2.298757727E0,1.985253580E-2,-3.733803704E-2,8.399149776E-2
2.318867467E0,-1.221694518E-3,-7.857023180E-2,7.528692484E-2
2.338977259E0,2.275406010E-2,-2.741177008E-2,6.398624927E-2
2.359086998E0,7.330167294E-2,4.115583375E-2,5.329642445E-2
2.379196790E0,1.085781008E-1,5.917582661E-2,5.070032179E-2
2.399306529E0,1.091889441E-1,6.100837141E-2,4.184303805E-2
2.419416321E0,5.329642445E-2,5.138752609E-2,9.315420873E-3
2.439526061E0,-1.603474095E-2,4.085041210E-2,-1.832541823E-2
2.459635800E0,-5.008947477E-2,4.069769755E-2,-3.588727489E-2
2.479745592E0,-3.878879920E-2,5.596888065E-2,-3.817795217E-2
2.499855332E0,-1.572931744E-2,3.703261539E-2,-4.107947648E-2
2.519965123E0,1.191152167E-2,3.703261539E-2,-3.924693540E-2
2.540074863E0,2.458660305E-2,7.414158434E-2,-3.619270027E-2
2.560184654E0,1.786728203E-2,9.017632902E-2,-2.458660305E-2
2.580294394E0,7.024743594E-3,6.131379306E-2,-2.046338283E-2
2.600404186E0,3.665083554E-3,1.550024934E-2,-2.855710872E-2
2.620513925E0,1.298050396E-2,-3.436015919E-3,-3.939964995E-2
2.640623665E0,2.641914412E-2,2.145601064E-2,-4.184303805E-2
2.660733457E0,4.107947648E-2,5.703786388E-2,-2.870982140E-2
2.680843196E0,4.092676565E-2,2.420482226E-2,-2.015795931E-2
2.700952988E0,3.802524135E-2,-2.573194169E-2,-1.282779220E-2
2.721062727E0,3.634541109E-2,-5.031854287E-2,-1.435491070E-2
2.741172519E0,5.085303262E-2,-1.504211407E-2,-2.443389036E-3
2.761282259E0,9.269607067E-2,-2.008160390E-2,1.527118124E-2
2.781392050E0,1.696628332E-1,-2.344126441E-2,3.527642787E-2
2.801501790E0,2.363978922E-1,-1.305686031E-2,4.825693369E-2
2.821611582E0,2.402156889E-1,1.748550311E-2,4.321744293E-2
2.841721321E0,1.615691036E-1,5.612159148E-2,1.832541823E-2
2.861831113E0,3.069507517E-2,8.116632700E-2,-9.773556143E-3
2.881940852E0,-8.185353130E-2,6.406260282E-2,-2.336490713E-2
2.902050644E0,-1.075091213E-1,4.955498502E-2,-3.237490356E-2
2.922160384E0,-5.054761097E-2,1.269798726E-1,-4.443913698E-2
2.942270123E0,-1.328592747E-2,2.712925375E-1,-3.924693540E-2
2.962379915E0,-4.917320609E-2,1.924932450E-1,1.007897966E-2
2.982489654E0,-1.087308154E-1,9.391776286E-3,5.879404768E-2
3.002599446E0,-1.328592747E-1,-3.825430945E-2,7.543963939E-2
3.022709186E0,-1.278197914E-1,-2.435753495E-2,8.139539510E-2
3.042818977E0,-1.149920002E-1,-4.955498502E-2,7.849387079E-2
3.062928717E0,-8.735115826E-2,-5.596888065E-2,7.589777559E-2
3.083038509E0,-4.199574888E-2,-4.497363046E-2,8.322793990E-2
3.103148248E0,7.941014133E-3,-4.421006888E-2,7.116370648E-2
3.123258040E0,3.283303976E-2,-4.314108938E-2,4.978405312E-2
3.143367779E0,2.886253223E-2,-5.306735635E-2,5.054761097E-2
3.163477571E0,9.773556143E-3,-6.650599837E-2,5.146388337E-2
3.183587311E0,-1.053711493E-2,-9.048175067E-2,3.573456407E-2
3.203697102E0,-7.941014133E-3,-7.536327839E-2,1.068982668E-2
3.223806842E0,1.404948719E-2,-3.000787087E-2,-2.489202656E-2
3.243916634E0,2.107422985E-2,-3.886515647E-2,-5.115845799E-2
3.264026373E0,-3.054236295E-4,-6.024480984E-2,-5.528167635E-2
3.284136165E0,-1.374406368E-2,-3.764346242E-2,-5.650337040E-2
3.304245904E0,-8.399149403E-3,9.926267667E-4,-7.528692484E-2
3.324355696E0,7.024743594E-3,2.237228118E-2,-9.071081877E-2
3.344465436E0,7.482878864E-3,4.810422193E-3,-9.559759498E-2
3.364575227E0,-6.413896102E-3,-1.779092662E-2,-8.200624585E-2
3.384684967E0,-3.252761811E-2,-3.306210786E-2,-6.749862432E-2
3.404794759E0,-4.779879749E-2,-1.977618039E-2,-5.482354015E-2
3.424904498E0,-4.092676565E-2,-1.168245357E-2,-4.963133857E-2
3.445014290E0,-2.733541466E-2,-9.849912487E-3,-5.375456065E-2
3.465124029E0,-1.389677543E-2,-2.435753495E-2,-4.886778072E-2
3.485233821E0,1.695101149E-2,-2.603736520E-2,-3.115320951E-2
