"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.646230900E-2,-9.368869662E-2,-8.498412371E-2,1.681357026E-1
5.657251700E-2,-1.717244387E-1,1.091889478E-2,1.317902952E-1
7.668272500E-2,-1.469851285E-1,1.504211407E-2,6.757497787E-2
9.679293400E-2,-6.528430432E-2,-2.519744914E-3,5.581616983E-2
1.169030900E-1,3.840702027E-2,-7.811209559E-2,6.986565888E-2
1.370132980E-1,9.063446522E-2,-1.147629321E-1,6.971294433E-2
1.571235070E-1,4.894413799E-2,-8.177717775E-2,6.513158977E-2
1.772337150E-1,-5.612159148E-2,-8.170082234E-3,5.627430230E-2
1.973439230E-1,-1.379751265E-1,2.893888950E-2,5.016583204E-2
2.174541320E-1,-1.656159610E-1,8.628217503E-3,5.154023692E-2
2.375643400E-1,-1.359898746E-1,-2.267770469E-2,4.756972939E-2
2.576745480E-1,-6.345175952E-2,-4.054498672E-2,5.520532280E-2
2.777847570E-1,-2.061609412E-3,-6.207735091E-2,6.788039953E-2
2.978949650E-1,-1.687465608E-2,-4.497363046E-2,8.773294091E-2
3.180051730E-1,-4.604261369E-2,-1.290414855E-2,1.062110662E-1
3.381153290E-1,-6.085565686E-2,1.580567285E-2,1.045312360E-1
3.582255380E-1,-7.154548168E-2,4.421006888E-2,9.155073017E-2
3.783357460E-1,-7.414158434E-2,1.015533600E-2,8.315158635E-2
3.984459540E-1,-7.887565345E-2,-5.428905040E-2,7.963921130E-2
4.185561630E-1,-8.880192041E-2,-8.437328041E-2,7.521057129E-2
4.386663710E-1,-2.954973653E-2,-9.979717433E-2,7.597412914E-2
4.587765790E-1,1.199551299E-1,-1.155264899E-1,6.620056927E-2
4.788867880E-1,2.082225531E-1,-1.906607002E-1,5.780142173E-2
4.989969960E-1,1.700446010E-1,-2.609081268E-1,6.788039953E-2
5.191072040E-1,7.398887724E-2,-2.686964273E-1,6.284090877E-2
5.392174130E-1,-3.894151188E-3,-2.334200144E-1,2.252499200E-2
5.593276210E-1,-2.527380548E-2,-1.682120711E-1,-1.473669056E-2
5.794378290E-1,-2.672456671E-3,-1.596602052E-1,-4.161396995E-2
5.995480380E-1,3.168770298E-2,-2.089861184E-1,-6.024480984E-2
6.196582460E-1,2.863346599E-2,-2.332672924E-1,-8.025006205E-2
6.397684540E-1,-4.176668078E-2,-2.112767994E-1,-1.074327603E-1
6.598786110E-1,-1.763057858E-1,-1.556897014E-1,-1.269798726E-1
6.799888190E-1,-3.410818279E-1,-7.215633243E-2,-1.459161341E-1
7.000990270E-1,-4.441623092E-1,-2.214321401E-3,-1.559951156E-1
7.202092360E-1,-4.298073947E-1,1.244601328E-2,-1.410293579E-1
7.403194440E-1,-3.505499661E-1,-4.695888236E-2,-1.075854748E-1
7.604296520E-1,-2.329618782E-1,-8.498412371E-2,-7.429429889E-2
7.805398610E-1,-9.521581978E-2,-1.824906096E-2,-5.428905040E-2
8.006500690E-1,6.574243307E-2,1.833305359E-1,-2.359397523E-2
8.207602770E-1,2.451788187E-1,4.044572413E-1,2.771719359E-2
8.408704860E-1,2.526617050E-1,3.536041975E-1,9.078717232E-2
8.609806940E-1,6.436803192E-2,1.947839260E-1,1.433963925E-1
8.810909020E-1,-1.347681731E-1,1.569113880E-1,1.299577504E-1
9.012011110E-1,-2.328091562E-1,2.425827235E-1,6.558972597E-2
9.213113190E-1,-3.111503124E-1,2.839676142E-1,7.101099472E-3
9.414215270E-1,-4.302655458E-1,2.858001590E-1,-2.825168660E-3
9.615317360E-1,-4.809658527E-1,3.000023663E-1,5.215108395E-2
9.816419440E-1,-3.676536977E-1,2.891598344E-1,1.418692768E-1
1.001752152E0,-1.504974961E-1,1.630198658E-1,2.339545041E-1
1.021862361E0,3.092414327E-2,1.015533600E-2,3.217637837E-1
1.041972621E0,8.803836256E-2,-8.315158635E-2,3.715478480E-1
1.062082829E0,6.497887522E-2,-7.108735293E-2,3.915531039E-1
1.082193038E0,6.665870547E-2,-5.978667364E-2,3.692571819E-1
1.102303246E0,1.373642832E-1,-7.719582319E-2,3.431434333E-1
1.122413454E0,2.276169658E-1,-1.065164879E-1,3.049654961E-1
1.142523663E0,2.697654068E-1,-7.933378965E-2,2.434226274E-1
1.162633871E0,2.042520493E-1,-4.199574701E-3,1.927223057E-1
1.182744079E0,7.124006003E-2,1.107924208E-1,1.455343664E-1
1.202854288E0,-7.093463838E-2,2.002815455E-1,8.498412371E-2
1.222964496E0,-1.778329015E-1,1.807344258E-1,3.504735976E-2
1.243074704E0,-2.056264579E-1,8.971819282E-2,-2.695363574E-2
1.263184913E0,-1.411820799E-1,2.405211143E-2,-8.712209016E-2
1.283295121E0,-4.253023863E-2,7.253811229E-3,-9.781191498E-2
1.303405329E0,5.726693198E-3,-2.069245093E-2,-8.574768156E-2
1.323515538E0,-2.061609412E-3,-3.550549597E-2,-8.101361990E-2
1.343625746E0,-2.405211143E-2,-3.657447919E-2,-1.072800532E-1
1.363736007E0,-8.116632700E-2,-2.008160390E-2,-1.686701924E-1
1.383846215E0,-1.578276604E-1,4.207210615E-2,-2.097496837E-1
1.403956423E0,-2.062373012E-1,9.124530852E-2,-2.158581465E-1
1.424066632E0,-2.070008665E-1,6.116108224E-2,-2.117349356E-1
1.444176840E0,-1.482068151E-1,2.451024577E-2,-2.282278091E-1
1.464287048E0,-9.216158092E-2,-1.687465608E-2,-2.401393354E-1
1.484397257E0,-8.284615725E-2,-2.619007602E-2,-2.360161096E-1
1.504507465E0,-8.192989230E-2,-9.926267667E-4,-2.289913595E-1
1.524617673E0,-4.405735806E-2,5.215108395E-2,-1.903552711E-1
1.544727934E0,2.878617682E-2,8.101361990E-2,-1.358371526E-1
1.564838142E0,7.841751724E-2,5.413633958E-2,-1.188861504E-1
1.584948350E0,7.918107510E-2,-1.214058883E-2,-1.445417255E-1
1.605058559E0,3.764346242E-2,-5.016583204E-2,-1.756949425E-1
1.625168767E0,-2.252499200E-2,-2.634278871E-2,-1.889808774E-1
1.645278975E0,-5.077667907E-2,3.016058356E-2,-1.842468083E-1
1.665389184E0,-3.550549597E-2,3.458922729E-2,-1.749313772E-1
1.685499444E0,3.687990457E-2,-5.879404955E-3,-1.625617296E-1
1.705609652E0,9.017632902E-2,-6.864395738E-2,-1.526354551E-1
1.725719861E0,9.689565003E-2,-9.338327497E-2,-1.289651245E-1
1.745830069E0,7.505785674E-2,-8.376242965E-2,-1.227039397E-1
