"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.926328400E-2,-1.714953631E-1,-2.451024577E-2,-1.863084175E-2
4.937302300E-2,-5.314370990E-1,1.756949425E-1,-2.687728032E-2
6.948276300E-2,-4.633276463E-1,3.733040392E-1,-3.710897267E-2
8.959245000E-2,-1.915006191E-1,1.957001835E-1,-6.276455522E-2
1.097021900E-1,3.023693897E-2,-5.215108395E-2,-4.795150831E-2
1.298119300E-1,1.004843712E-1,-9.949174523E-2,-7.330167107E-3
1.499216170E-1,2.779355086E-2,6.070294604E-2,-7.330167107E-3
1.700313570E-1,-1.145338640E-1,2.419718653E-1,-1.710372418E-2
1.901410960E-1,-1.817270666E-1,2.902288139E-1,-2.596100792E-2
2.102508360E-1,-1.276670843E-1,2.291440815E-1,-2.932066843E-2
2.303605230E-1,-1.679829881E-2,1.158319116E-1,-7.330167107E-3
2.504702630E-1,8.368607610E-2,3.275668249E-2,4.902049154E-2
2.705800020E-1,1.398840249E-1,-3.741439432E-3,1.177408099E-1
2.906896900E-1,1.513374150E-1,6.872031372E-4,1.611109674E-1
3.107994300E-1,9.880454093E-2,4.802786559E-2,1.424801201E-1
3.309091690E-1,1.725643501E-2,8.528954536E-2,8.964183182E-2
3.510189090E-1,-2.428117767E-2,9.017632902E-2,5.085303262E-2
3.711285960E-1,-1.313321572E-2,6.757497787E-2,4.642439261E-2
3.912383360E-1,2.458660305E-2,4.711159319E-2,7.116370648E-2
4.113480750E-1,4.382828996E-2,4.466820508E-2,8.964183182E-2
4.314577630E-1,3.298575059E-2,3.306210786E-2,8.322793990E-2
4.515675020E-1,1.969982497E-2,1.320957206E-2,5.864133686E-2
4.716772420E-1,2.901524492E-2,4.504998680E-3,1.786728203E-2
4.917869300E-1,1.954711229E-2,2.542651631E-2,-3.726168349E-2
5.118966690E-1,-1.068982668E-2,4.863871261E-2,-9.116895497E-2
5.320064090E-1,-5.680879578E-2,4.955498502E-2,-1.302631795E-1
5.521161480E-1,-9.972081333E-2,3.596363217E-2,-1.375933439E-1
5.722258360E-1,-8.964183182E-2,2.817532979E-2,-1.097997949E-1
5.923355750E-1,-5.161659420E-2,2.977880416E-3,-7.437065244E-2
6.124453150E-1,-1.679829881E-2,-1.214058883E-2,-3.802524135E-2
6.325550020E-1,-1.527118147E-4,-3.749075159E-2,-2.076880634E-2
6.526647420E-1,-2.107422985E-2,-5.047125369E-2,-1.893626526E-2
6.727744820E-1,-4.291202128E-2,-4.466820508E-2,-1.664558798E-2
6.928842210E-1,-3.008422814E-2,-3.779617324E-2,-9.468132630E-3
7.129939090E-1,7.024743594E-3,-2.985516004E-2,6.108472589E-3
7.331036480E-1,3.359659761E-2,-1.908897655E-3,2.870982140E-2
7.532133880E-1,6.001574174E-2,6.184828468E-3,4.734066129E-2
7.733231270E-1,6.077930331E-2,-3.107685409E-2,5.131116882E-2
7.934328150E-1,2.870982140E-2,-6.436803192E-2,3.374931216E-2
8.135425550E-1,-5.192201585E-3,-7.979192585E-2,7.788302377E-3
8.336522940E-1,-4.581354558E-3,-1.094180122E-1,-1.664558798E-2
8.537619820E-1,6.093201414E-2,-1.217876747E-1,3.817795310E-3
8.738717210E-1,1.417165697E-1,-8.483141661E-2,5.955760926E-2
8.939814610E-1,1.409530044E-1,-2.832804248E-2,9.880454093E-2
9.140912000E-1,6.398624927E-2,3.168770298E-2,1.230857223E-1
9.342008880E-1,-2.336490713E-2,1.071273386E-1,1.397313178E-1
9.543106270E-1,-4.245388508E-2,1.784437597E-1,1.269035190E-1
9.744203670E-1,-3.054236295E-3,1.889808774E-1,8.689302206E-2
9.945301070E-1,7.024743594E-3,1.323247850E-1,7.956285775E-2
1.014639794E0,6.566607859E-3,5.016583204E-2,1.056765765E-1
1.034749534E0,1.664558798E-2,-8.399150101E-4,1.401894391E-1
1.054859273E0,6.108472589E-3,5.154023692E-2,1.620272398E-1
1.074969013E0,-4.367557913E-2,1.332410574E-1,1.499630064E-1
1.095078700E0,-1.006370857E-1,1.767639220E-1,1.006370857E-1
1.115188440E0,-1.320957243E-1,2.016559541E-1,4.642439261E-2
1.135298180E0,-1.044548824E-1,1.637834162E-1,2.168507688E-2
1.155407919E0,-5.497625470E-2,9.093988687E-2,3.206948191E-2
1.175517607E0,-2.596100792E-2,2.634278871E-2,6.856760383E-2
1.195627346E0,-6.322269142E-2,2.023431472E-2,1.218640283E-1
1.215737086E0,-1.574458778E-1,1.048366576E-1,1.745496094E-1
1.235846825E0,-2.104368806E-1,1.796654463E-1,1.475196183E-1
1.255956513E0,-2.425063550E-1,1.685174853E-1,8.918370306E-2
1.276066252E0,-2.380777150E-1,1.865374744E-1,4.902049154E-2
1.296175992E0,-1.960819662E-1,1.486649513E-1,-1.435491070E-2
1.316285680E0,-1.293469071E-1,1.349208951E-1,-6.719319522E-2
1.336395419E0,-1.171299592E-1,1.911188364E-1,-8.994726092E-2
1.356505159E0,-1.582094431E-1,2.757211924E-1,-8.276980370E-2
1.376614898E0,-2.269297540E-1,2.758738995E-1,-1.023169141E-2
1.396724638E0,-2.838912606E-1,2.515927255E-1,-6.062658876E-2
1.416834325E0,-2.875563502E-1,2.532725334E-1,-7.345438004E-2
1.436944065E0,-2.475458533E-1,1.682120711E-1,-3.802524135E-2
1.457053805E0,-1.627907902E-1,4.512634128E-2,-2.061609551E-2
1.477163544E0,-7.681404054E-2,8.933641016E-3,-9.620844387E-3
1.497273232E0,-4.199574888E-2,4.588989913E-2,-9.773556143E-3
1.517382971E0,-4.581354558E-2,7.032378763E-2,-1.435491070E-2
1.537492711E0,-2.840439789E-2,6.390989572E-2,-1.863084175E-2
1.557602450E0,4.749337584E-2,8.131904155E-2,-4.840964451E-2
1.577712138E0,1.128540337E-1,5.810684711E-2,-4.627167806E-2
1.597821877E0,1.285833418E-1,-2.970244735E-2,1.832541823E-2
1.617931617E0,9.788827598E-2,-9.628479928E-2,7.773031294E-2
1.638041357E0,8.444963396E-2,-6.116108224E-2,5.909947306E-2
1.658151096E0,8.704573661E-2,3.672719002E-2,-5.864133686E-2
1.678260784E0,1.021642014E-1,9.200886637E-2,-1.470614821E-1
1.698370523E0,1.423274130E-1,5.520532280E-2,-1.327065676E-1
1.718480263E0,1.745496094E-1,-1.595838554E-2,-2.993151546E-2
1.738590002E0,1.609582454E-1,-7.093463838E-2,4.886778072E-2
1.758699690E0,1.053711548E-1,-7.795938104E-2,8.979454637E-2
1.778809430E0,4.413371533E-2,-9.368869662E-2,1.082726792E-1
1.798919169E0,-1.145338640E-2,-1.361425817E-1,1.000262350E-1
1.819028909E0,-6.261184067E-2,-1.926459521E-1,7.727217674E-2
1.839138648E0,-9.193251282E-2,-2.213557810E-1,5.115845799E-2
1.859248336E0,-1.091889441E-1,-2.621298432E-1,4.230117425E-2
1.879358075E0,-7.543963939E-2,-1.848576516E-1,4.245388508E-2
1.899467815E0,-3.054236248E-2,-1.227039397E-1,2.825168520E-2
1.919577555E0,-1.527118147E-3,-8.528954536E-2,2.458660305E-2
1.939687242E0,-7.941014133E-3,-6.482616812E-2,5.283828825E-2
1.959796982E0,-4.459185153E-2,-8.040276915E-2,7.375980914E-2
1.979906721E0,-7.330167294E-2,-4.039227590E-2,9.513945878E-2
