"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.057755600E-2,-2.672456671E-3,9.804098308E-2,-2.359397523E-2
5.068766000E-2,3.336753324E-2,1.435491070E-2,-2.619007602E-2
7.079776400E-2,-4.657710437E-3,-7.559234649E-2,-5.199837312E-2
9.090792000E-2,-6.436803192E-2,-6.688777357E-2,-2.557922900E-2
1.110180240E-1,-7.368344814E-2,1.145338640E-2,-3.741439432E-3
1.311281290E-1,-6.711684167E-2,2.870982140E-2,-9.697199799E-3
1.512382850E-1,-8.849649876E-2,1.175880991E-2,-2.405211143E-2
1.713483890E-1,-9.613208473E-2,3.497100621E-2,-6.345175952E-2
1.914585450E-1,-7.429429889E-2,1.064401343E-1,-7.582141459E-2
2.115686490E-1,-4.634803534E-2,1.244601309E-1,-4.848600179E-2
2.316787540E-1,-3.901786730E-2,8.353336155E-2,-1.855448633E-2
2.517889100E-1,-3.642176837E-2,6.047387794E-2,-8.933641016E-3
2.718990140E-1,-3.932329267E-2,3.741439432E-2,-1.412584260E-2
2.920091700E-1,-4.283566400E-2,3.894151375E-2,-1.977618039E-2
3.121192740E-1,-3.031329438E-2,6.093201414E-2,-2.924431302E-2
3.322293790E-1,-1.305686031E-2,8.154810965E-2,-4.756972939E-2
3.523395350E-1,-1.275143679E-2,5.467082933E-2,-5.245650932E-2
3.724496390E-1,1.656923257E-2,5.650337040E-2,-4.604261369E-2
3.925597950E-1,7.185091078E-2,1.127013192E-1,-5.169294775E-2
4.126698990E-1,3.397838026E-2,1.360662282E-1,-9.536852688E-2
4.327800040E-1,-1.037676781E-1,1.241547018E-1,-1.758476496E-1
4.528901600E-1,-1.963110417E-1,4.199574888E-2,-2.442625463E-1
4.730002640E-1,-9.765920788E-2,-7.253811508E-2,-2.460950911E-1
4.931104200E-1,1.454579979E-1,-1.087308154E-1,-2.071535736E-1
5.132205240E-1,2.674747407E-1,-1.006370857E-1,-1.723352820E-1
5.333306810E-1,1.559951156E-1,-1.398840249E-1,-1.682120711E-1
5.534407850E-1,-4.130854458E-2,-1.643179059E-1,-2.314347625E-1
5.735508890E-1,-1.619508862E-1,-1.545443535E-1,-3.418453932E-1
5.936610450E-1,-1.720298529E-1,-1.783674061E-1,-4.171323180E-1
6.137711490E-1,-1.127776727E-1,-1.913478971E-1,-3.966689408E-1
6.338813060E-1,-4.726430774E-2,-1.498102844E-1,-3.181750774E-1
6.539914100E-1,-2.588465251E-2,-8.750387281E-2,-2.405974567E-1
6.741015660E-1,-3.260397166E-2,-5.650337040E-2,-1.805817187E-1
6.942116700E-1,-4.008685052E-2,-5.436540768E-2,-1.448471546E-1
7.143217740E-1,-4.810422193E-3,-3.634541109E-2,-1.395022422E-1
7.344319310E-1,4.344651103E-2,1.985253533E-3,-1.544679999E-1
7.545420350E-1,4.711159319E-2,4.062134400E-2,-1.543152928E-1
7.746521910E-1,9.697199799E-3,8.643488586E-2,-1.332410574E-1
7.947622950E-1,-5.337277800E-2,1.218640283E-1,-1.136939451E-1
8.148724520E-1,-1.362952888E-1,7.849387079E-2,-8.727480471E-2
8.349825560E-1,-1.723352820E-1,2.168507688E-2,-4.634803534E-2
8.550927120E-1,-7.047650218E-2,6.337540597E-2,3.283303929E-3
8.752028160E-1,6.116108224E-2,1.104106456E-1,6.253548712E-2
8.953129720E-1,1.146102175E-1,8.750387281E-2,1.326302141E-1
9.154230770E-1,7.780666649E-2,2.993151546E-2,1.711135954E-1
9.355331810E-1,-1.412584260E-2,-1.145338640E-2,1.772220582E-1
9.556433370E-1,-5.459447205E-2,3.206948051E-3,1.740151197E-1
9.757534410E-1,-2.145601064E-2,1.634016447E-2,1.807344258E-1
9.958635970E-1,1.504211407E-2,7.635590620E-3,2.147891670E-1
1.015973702E0,-6.032116711E-3,-7.330167107E-3,2.398339063E-1
1.036083858E0,-4.115583375E-2,1.359135192E-2,2.416664511E-1
1.056193962E0,-4.955498502E-2,2.458660305E-2,2.289913595E-1
1.076304118E0,-4.963133950E-3,2.382304333E-2,2.326564491E-1
1.096414222E0,7.139277458E-2,1.603474095E-2,2.459423840E-1
1.116524379E0,1.164427623E-1,1.206423342E-2,2.540360987E-1
1.136634483E0,1.069746241E-1,-1.160609815E-2,2.416664511E-1
1.156744639E0,7.093463838E-2,-2.504473738E-2,2.060845941E-1
1.176854743E0,3.779617324E-2,-1.435491070E-2,1.480541080E-1
1.196964899E0,-6.872031372E-4,2.901524538E-3,7.353074104E-2
1.217075004E0,-4.130854458E-2,8.704573847E-3,1.046075951E-2
1.237185160E0,-4.390464723E-2,1.511846948E-2,-8.170082234E-3
1.257295264E0,-2.221956849E-2,2.336490713E-2,-1.000262424E-2
1.277405420E0,-1.580567285E-2,2.458660305E-2,-2.328855172E-2
1.297515524E0,-2.512109280E-2,2.412846684E-2,-5.154023692E-2
1.317625629E0,-3.932329267E-2,7.788302377E-3,-8.254073560E-2
1.337735785E0,-7.566870749E-2,-1.267508045E-2,-1.037676781E-1
1.357845889E0,-1.066692024E-1,1.420219894E-2,-1.205659807E-1
1.377956045E0,-1.066692024E-1,4.795150831E-2,-1.278961450E-1
1.398066202E0,-1.097234413E-1,4.734066129E-2,-1.181225851E-1
1.418176306E0,-9.368869662E-2,5.207473040E-2,-1.092653051E-1
1.438286462E0,-5.642701685E-2,7.589777559E-2,-1.112505570E-1
1.458396566E0,-3.871244565E-2,8.017370105E-2,-9.445225447E-2
1.478506670E0,-4.237752780E-2,6.368082762E-2,-7.261446863E-2
1.498616827E0,-6.223006546E-2,2.260134928E-2,-5.627430230E-2
1.518726931E0,-3.626905754E-2,-2.901524538E-3,-3.031329438E-2
1.538837087E0,1.656923257E-2,-1.191152167E-2,-2.512109280E-2
1.558947243E0,3.077143058E-2,-3.344388679E-2,-4.405735806E-2
1.579057347E0,3.741439432E-3,-4.566083103E-2,-8.070819080E-2
1.599167504E0,-2.328855172E-2,-8.857285604E-3,-1.022405624E-1
1.619277608E0,-1.000262424E-2,2.351761982E-2,-1.052947938E-1
1.639387764E0,2.634278871E-2,8.399149403E-3,-1.031568274E-1
1.659497868E0,5.551074445E-2,-2.107422985E-2,-9.323056042E-2
1.679608024E0,6.833853573E-2,-3.710897267E-2,-9.491039068E-2
1.699718129E0,4.176668078E-2,-1.527118124E-2,-1.042258143E-1
1.719828285E0,1.046075951E-2,3.313846514E-2,-1.112505570E-1
1.739938389E0,6.337540224E-3,6.856760383E-2,-1.086544544E-1
1.760048545E0,2.786990628E-2,6.047387794E-2,-8.926005661E-2
1.780158649E0,4.191939160E-2,1.878355257E-2,-6.009209901E-2
1.800268806E0,1.992889121E-2,-2.626643144E-2,-4.054498672E-2
1.820378910E0,-2.519744914E-3,-8.857285604E-3,-3.077143058E-2
1.840489066E0,-1.305686031E-2,1.084253844E-2,-6.032116711E-3
1.860599170E0,-1.565296017E-2,-5.650337320E-3,3.077143058E-2
1.880709327E0,1.351499557E-2,-3.542914242E-2,5.459447205E-2
1.900819431E0,6.009209901E-2,-4.123219103E-2,7.032378763E-2
1.920929587E0,8.422056586E-2,-6.719320081E-3,8.742751181E-2
1.941039743E0,8.208259940E-2,3.420744836E-2,9.659022093E-2
1.961149847E0,4.436278343E-2,2.290677279E-2,9.704835713E-2
1.981260004E0,9.926267667E-4,-3.970507067E-3,8.788564801E-2
2.001370108E0,-1.885990985E-2,-2.137965523E-3,6.696412712E-2
2.021480264E0,-1.626380906E-2,8.399149403E-3,6.406260282E-2
2.041590368E0,-2.053973824E-2,1.374406274E-3,8.666395396E-2
2.061700524E0,-4.314108938E-2,-9.773556143E-3,1.256054640E-1
2.081810629E0,-3.031329438E-2,2.015795931E-2,1.492757946E-1
2.101920785E0,1.931804419E-2,3.527642787E-2,1.558424085E-1
