"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.938708338E-3,-2.441123657E0,6.030210114E0,5.911656647E0
2.203070834E-2,-1.931732941E0,6.183790741E0,6.197412415E0
4.212270834E-2,-7.194039917E-1,6.849157104E0,7.761958923E0
6.221470833E-2,2.844085693E-3,6.849755859E0,8.350834351E0
8.230670833E-2,-1.499880981E-1,6.141279144E0,8.279881897E0
1.023977083E-1,-9.623487854E-1,5.333708496E0,8.131540375E0
1.224897083E-1,-1.497935028E0,5.273084564E0,7.596103821E0
1.425817083E-1,-5.538482666E-1,5.548661499E0,7.099436646E0
1.626737083E-1,1.408570862E-1,6.374943237E0,6.460265808E0
1.827657083E-1,-3.083587646E-2,7.320227509E0,5.514382782E0
2.028577083E-1,-7.737409973E-1,7.056176605E0,5.254223785E0
2.229497083E-1,-1.499880981E0,6.366860046E0,5.869594116E0
2.430407083E-1,-1.260229340E0,6.140979767E0,6.879244537E0
2.631327083E-1,-1.710942078E-1,6.405330048E0,7.703131256E0
2.832247083E-1,7.101232910E-1,6.269712067E0,7.396419067E0
3.033167083E-1,5.650749207E-1,6.037245483E0,7.266788635E0
3.234087083E-1,3.972738647E-1,5.669609985E0,7.184160461E0
3.435007083E-1,4.706213379E-1,5.816304932E0,7.577392731E0
3.635917083E-1,9.698332214E-1,5.831273804E0,7.661817169E0
3.836837083E-1,7.870632935E-1,5.443580017E0,6.858288116E0
4.037757083E-1,-3.345542908E-1,6.146218872E0,7.239694977E0
4.238677083E-1,-5.891748047E-1,6.000871124E0,7.856262817E0
4.439597083E-1,-4.041595459E-3,6.342909851E0,8.208779755E0
4.640517083E-1,3.191363525E-1,6.872209167E0,8.301137695E0
4.841427083E-1,4.281097412E-2,7.331903229E0,8.202193451E0
5.042347083E-1,-1.131497040E0,6.848857727E0,8.675359497E0
5.243263333E-1,-2.188449097E0,6.215375061E0,9.955198059E0
5.444183333E-1,-2.180066528E0,6.483617249E0,1.002734802E1
5.645103333E-1,-1.955084381E0,6.952442322E0,9.079069977E0
5.846023333E-1,-2.190544739E0,7.454647980E0,8.208330688E0
6.046943333E-1,-2.583028564E0,6.894662476E0,8.530460815E0
6.247853333E-1,-3.140918427E0,5.824837189E0,9.675579529E0
6.448773333E-1,-3.086282043E0,4.519551544E0,1.133308273E1
6.649693333E-1,-1.764380951E0,2.118394775E0,1.184846100E1
6.850613333E-1,-5.975573730E-1,3.421884155E-1,1.213616272E1
7.051533333E-1,-2.192341003E0,6.024971008E-1,1.258148666E1
7.252453333E-1,-5.659730530E-1,-8.898994446E-1,1.262789017E1
7.453363333E-1,-6.927593994E-1,-8.996292114E-1,1.171284302E1
7.654283333E-1,-1.936972046E-1,-2.097138977E-1,1.200608322E1
7.855203333E-1,1.323248291E-1,8.132588196E-1,1.159339142E1
8.056123333E-1,4.282594299E-1,1.307680664E0,1.058164536E1
8.257043333E-1,3.902384949E-1,1.080153809E0,9.233399048E0
8.457963333E-1,-2.468367004E-1,6.670129395E-1,8.884175262E0
8.658883333E-1,-9.174421692E-1,1.111738129E0,8.930129700E0
8.859793333E-1,-9.613009644E-1,1.516945496E0,7.091802521E0
9.060713333E-1,-8.893006897E-1,1.715283051E0,6.057902527E0
9.261633333E-1,-2.459385681E-1,1.516047363E0,7.101232910E0
9.462553333E-1,-3.116519165E-1,8.382568359E-1,8.384214935E0
9.663473333E-1,-6.071374512E-1,3.118016052E-1,8.506959686E0
9.864393333E-1,-6.929090881E-1,2.398013306E-1,7.692353668E0
1.006530333E0,-5.849835205E-1,1.014889526E0,7.306306458E0
1.026622333E0,-3.923341370E-1,1.679507446E0,7.489226074E0
1.046714333E0,2.844085693E-3,1.735191650E0,7.489675140E0
1.066806333E0,2.905458069E-1,1.115929413E0,6.879094849E0
1.086898333E0,2.960842896E-1,3.589535522E-1,7.363637238E0
1.106990333E0,-8.484356689E-1,-9.789642334E-2,7.499404907E0
1.127082333E0,-1.015787659E0,4.677772522E-1,8.876990204E0
1.147173333E0,-9.580078125E-1,3.511697388E-1,1.010832962E1
1.167265333E0,1.142124939E-1,1.509610748E0,1.161659317E1
1.187357333E0,1.302291870E0,2.349813538E0,1.290002426E1
1.207449333E0,1.661544800E0,2.750380554E0,1.235051697E1
1.227541333E0,1.028960266E0,3.255430298E0,1.095422058E1
1.247633333E0,4.975653076E-1,3.941154327E0,1.203676941E1
1.267724333E0,7.369175720E-1,3.373983765E0,1.417866531E1
1.287816333E0,8.250842285E-1,2.145338745E0,1.516720963E1
1.307908333E0,4.273612976E-1,1.684447174E0,1.523486893E1
1.328000333E0,-1.827699280E-1,1.952389984E0,1.468805603E1
1.348092333E0,-9.868977356E-1,1.839524689E0,1.332379303E1
1.368184333E0,-7.617658997E-1,1.542991333E0,1.104388412E1
1.388275333E0,-2.118095398E-1,1.819616089E0,8.890013123E0
1.408367333E0,-5.149291992E-2,2.304906921E0,7.162305908E0
1.428459333E0,-1.824705505E-1,2.920426941E0,6.122118988E0
1.448551333E0,-8.068222046E-1,3.363355865E0,5.450914764E0
1.468643333E0,-1.301992493E0,3.688928833E0,4.843627625E0
1.488735333E0,-1.468296661E0,4.297263794E0,4.910837860E0
1.508827333E0,-1.251697083E0,4.756059723E0,5.682782593E0
1.528918250E0,-1.006506958E0,5.444478149E0,7.262597351E0
1.549010250E0,-4.064048767E-1,5.249882812E0,8.173153839E0
